Año,Semana,Ubigeo,casos,pluvio_min,pluvio_max,temp_min,temp_max,humedad,agua_procedencia_1,conexión_sanitario_1,satisf_barrido,satisf_basura,agua_potable,barrido_calle,basura_recolec,separacion_basura,exposicion_basurales,exposicion_inundaciones,exposicion_precipicios,exposicion_deslizamientos,vivienda_pared,vivienda_techo,tipo_envase,prueba_cloro,indice_riqueza,sanitario_compartido,purificacion_agua,conserva_agua,tapa_agua
2021,19,150116,0.0,0.0,0.0,16.25,18.0,15.0,1,1,3,3,1.0,0.9723649731442614,0.9904415304279234,0.3282529217353895,0.0642709925777292,0.0247777587584764,0.003422126204166,0.0246620206058015,2,1,3,2,4,0.0,1.0,0.863698274326651,0.876030431814134
2021,19,150117,0.0,0.0,0.0,15.0,18.0,15.0,1,1,2,3,1.0,0.6159999999999999,1.0,0.4034999999999999,0.0732482441503991,0.0274746730888401,0.0022587949411803,0.0380275916037488,2,1,3,1,4,0.1421264780767327,0.9980771486307524,0.9851331211759724,0.9600969130868028
2021,19,150118,39.0,0.0,0.0,17.0,22.0,12.0,1,1,3,3,1.0,0.4651909879398926,0.9985160243550488,0.4208520836842316,0.0858639312454353,0.0936286854334659,0.012529060278349,0.1027206502952804,2,1,3,3,2,0.1115222107937996,0.9962514156208684,1.0,0.9838081031856456
2021,19,150119,1.0,0.0,0.0,17.0,19.0,11.0,1,1,3,3,1.0,0.4433646234106208,0.9905016894525662,0.363060589563261,0.0787575468027041,0.0825321922648248,0.0118180148207516,0.0800331986781865,2,2,3,3,1,0.0682664813682635,1.0,1.0,0.9751093388217136
2021,19,150120,0.0,0.0,0.0,15.0,18.0,15.0,1,1,3,3,1.0,0.9990821428349852,0.9985835230803314,0.1831048248700163,0.0539187984342936,0.0146709518302213,0.0013803756630711,0.013947226780684,2,1,3,0,4,0.0,0.98674926616072,0.970089610832954,0.970089610832954
2021,19,70107,0.0,0.0,0.0,15.0,19.0,14.0,1,1,3,3,1.0,1.0,1.0,0.0455,0.0710973449390061,0.0230740658771504,0.005018006941306,0.0426173711496357,2,2,3,1,2,0.1358427738969058,0.9732905553195186,0.9552656016320956,0.9552656016320956
2021,19,150122,0.0,0.0,0.0,15.0,18.0,15.0,1,1,3,3,1.0,0.8931895662863052,0.9919255060728744,0.3995242544285742,0.0589294513156252,0.0249043718067176,0.0036107721900957,0.0300839975007661,2,1,3,0,4,0.0449309249499443,0.9795302964153344,0.8153590122894857,0.756080735093309
2021,19,150123,0.0,0.0,0.0,18.0,20.0,13.0,1,1,3,3,1.0,0.4637948943985307,0.9919255060728744,0.3892353417883082,0.0906134608555959,0.0667027523520186,0.0096812178509925,0.0842826707004618,2,2,3,1,2,0.0700185093421167,0.9880593395756118,1.0,0.9814256393398404
2021,19,150124,0.0,0.0,0.0,14.0,17.0,15.0,1,1,3,3,1.0,0.3824044886989797,0.9905016894525662,0.3709026284777571,0.0790617726076397,0.0513675069765074,0.0091750280514004,0.0682675115357273,2,2,3,1,3,0.0641943308931749,1.0,1.0,1.0
2021,19,150121,0.0,0.0,0.0,15.0,18.0,15.0,1,1,3,3,1.0,0.973606611570248,0.9919255060728744,0.2948218807244999,0.0528510890232551,0.021203689538944,0.0026532332334055,0.0233870054216518,2,1,3,0,4,0.0571918835602267,0.987598015889436,0.9681140400785762,0.9681140400785762
2021,19,150125,1.0,0.0,0.0,16.0,19.0,14.0,1,1,3,3,1.0,0.7085488503469163,0.9895113946402436,0.3941993257948545,0.0767632612643008,0.0357365180273316,0.0043798530657564,0.0480984147027164,2,1,3,1,2,0.1570222817851677,0.982972523380114,0.9921022403492236,0.9755383329460114
2021,19,150126,0.0,0.0,0.0,16.0,19.0,14.0,1,1,3,3,1.0,0.4749079505108458,0.9905016894525662,0.3710068333249911,0.0753404721579552,0.0722083754742368,0.0094189731007092,0.0747634158765773,2,1,3,1,1,0.0924503689596133,0.9863434512504472,0.98208294656618,0.968431818985792
2021,19,150127,0.0,0.0,0.0,15.0,20.0,11.0,1,1,3,3,1.0,0.4749079505108458,0.9905016894525662,0.3710068333249911,0.0753404721579552,0.0736025229897582,0.0094189731007092,0.0720714663110272,2,1,3,1,1,0.0951296103830114,0.9846780371471094,0.9807450082282116,0.9686635381052604
2021,19,150128,0.0,0.0,0.0,14.0,19.0,13.0,1,1,3,3,1.0,0.9205039504428004,0.9895715536648868,0.3854400684260431,0.0680771511645809,0.027325106166842,0.003665999200733,0.0295407095083603,2,1,3,1,2,0.0983934973594129,0.9698927553762604,0.9778476719820456,0.9778476719820456
2021,19,150129,0.0,0.0,0.0,14.0,19.0,13.0,1,1,3,3,1.0,0.4250289084041043,0.9905016894525662,0.3722238300914169,0.0792974670662805,0.046198103530417,0.0112505172531209,0.0595252169570689,2,1,3,1,1,0.0,0.9164153770292824,0.9757884556575004,0.9614940060917304
2021,19,150130,0.0,0.0,0.0,14.0,19.0,12.0,1,1,3,3,1.0,0.9949575757575756,0.9985160243550488,0.7190517145521673,0.0509794423768416,0.0204445358339356,0.0035667044122555,0.0127909970336019,2,1,3,1,4,0.0836571255626359,1.0,0.8282622137343287,0.7677827749463316
2021,19,150131,0.0,0.0,0.0,15.0,18.0,15.0,1,1,3,3,1.0,0.8908967957082791,0.9905016894525662,0.336993121111806,0.0605987806755059,0.0247922292851952,0.0034023311438284,0.0311498228326697,2,1,3,0,4,0.0,0.9559626763768776,0.904585798816568,0.904585798816568
2021,19,150132,1.0,0.0,0.0,15.0,21.0,11.0,1,1,2,3,1.0,0.7099778270509979,0.9949268292682928,0.5904745011086474,0.0900490889890283,0.0713588196635116,0.0268291146200302,0.1070788326585878,2,1,3,1,1,0.1316324791713864,0.9900438912854898,0.9852403657617624,0.9754997006863412
2021,19,150133,0.0,0.0,0.0,17.0,18.0,14.0,1,1,3,3,1.0,0.071349707936962,0.9985160243550488,0.2662985941906928,0.0565417218138749,0.0324855292603751,0.0064237624560851,0.0257612294106092,2,1,3,1,3,0.0922599083458207,0.9842826627604528,0.9704578755619468,0.9389938564505196
2021,19,150134,0.0,0.0,0.0,13.0,19.0,13.0,1,1,3,3,1.0,0.9801722825361644,0.9905016894525662,0.332867575963825,0.0576239428868871,0.0221708924910792,0.0026604232589024,0.0256632685320505,2,1,3,1,3,0.1876505792474837,0.9814396887085766,0.9761124305228532,0.9006362607049209
2021,19,150135,0.0,0.0,0.0,16.0,18.0,14.0,1,1,3,3,1.0,0.7685856092396668,0.9992841498992951,0.5457714915366829,0.0642891977479922,0.0339278261805956,0.0027125245885223,0.0283404947730248,2,1,3,1,4,0.1232468388325246,0.9913465476295767,0.9784284195162846,0.9717576043399436
2021,19,150136,0.0,0.0,0.0,16.0,17.0,16.0,1,1,3,3,1.0,0.9990821428349852,0.9425160243550488,0.2577714915366829,0.0544690709230194,0.021269727439488,0.0027360657762445,0.0249848901203532,2,1,3,0,4,0.0362164933574133,0.9766426794073124,0.9574079145070746,0.9308292466266316
2021,19,150137,0.0,0.0,0.0,14.0,20.0,13.0,1,1,3,3,1.0,0.9197985016081346,0.9919255060728744,0.377703310629867,0.0658945455133904,0.0269364543141478,0.0037264635956741,0.0329558062368645,2,1,3,1,3,0.1904558040924892,0.9523364059782689,0.964303033107084,0.964303033107084
2021,19,150138,0.0,0.0,0.0,13.0,18.0,14.0,1,1,3,3,1.0,0.5062257996149838,0.9905016894525662,0.3394461225959838,0.0612408017150637,0.0327108279462594,0.0059055169495808,0.0479097999888543,2,1,3,1,3,0.0998101941750877,0.9766442190157154,0.9638140487194338,0.9498137830040824
2021,19,150139,0.0,0.0,0.0,15.0,20.0,14.0,4,5,3,3,1.0,0.664,1.0,0.7484729728802577,0.1812105314701061,0.0532279834236484,0.003222351188196,0.0609714347847973,2,1,3,1,1,0.0543624080684186,0.9397383992525692,0.9498492262175696,0.9498492262175696
2021,19,150140,0.0,0.0,0.0,15.0,19.0,13.0,1,1,3,3,1.0,1.0,1.0,0.5379999999999999,0.0456626955795862,0.0194445202089361,0.0014391731168425,0.0247001292762488,2,1,3,1,4,0.0281219210209737,0.9894526166365726,0.9230769230769232,0.9127801641951724
2021,19,150141,0.0,0.0,0.0,15.0,18.0,15.0,1,1,3,3,1.0,0.9982595595609276,0.9985835230803314,0.1457714915366829,0.0535127205111814,0.0168810228548451,0.0012558995541604,0.012404381066484,2,1,3,2,4,0.0238535502958579,1.0,0.983461317611208,0.9256381097157949
2021,19,70106,0.0,0.0,0.0,16.0,18.0,15.0,1,1,3,3,1.0,0.7380315789473684,0.9800874860937482,0.3898469513844824,0.0972795913138656,0.0535773582825376,0.0261808265751546,0.0839872556321323,2,2,3,1,1,0.0908909677537535,0.990257024723018,0.9840714297219412,0.9786350896990704
2021,19,150142,0.0,0.0,0.0,17.0,18.0,15.0,1,1,2,2,1.0,0.0970826630280317,1.0,0.3195555555555555,0.1022882828252289,0.0409262316151347,0.0102112738526033,0.0488582084822187,2,1,3,1,3,0.1362210319038218,0.9852715078784656,0.9638036903756994,0.961653297616502
2021,19,150143,0.0,0.0,0.0,18.0,19.0,14.0,1,1,3,3,1.0,0.896,1.0,0.1049299658275511,0.0702551950887475,0.0366548717498038,0.0246138494479358,0.0752820646072771,2,2,3,1,1,0.0809530069681013,0.992022337176507,0.996928786111568,0.9985016722877036
2021,20,150102,0.0,0.0,0.0,17.0,21.0,14.0,1,1,3,3,1.0,0.6780298032495333,0.9864486925721052,0.3513603440885463,0.0948469996888144,0.0621799878709659,0.0088058844903381,0.0807533378394171,2,1,3,1,2,0.1135495445420912,0.9844053170553084,1.0,0.9846081613267104
2021,20,150103,6.0,0.0,0.0,14.0,22.0,13.0,1,1,3,3,1.0,0.7947885714285714,0.9849194745859507,0.31688,0.0817601362192239,0.0638917349417782,0.006817801019965,0.0663823952168738,2,1,3,1,3,0.1030149635060805,0.9898167194270712,0.9625072707622718,0.9548398827357996
2021,20,150104,0.0,0.0,0.0,17.0,20.0,14.0,1,1,3,3,1.0,0.86427919716647,0.9882717981564826,0.3271290168361515,0.0639157867483792,0.0252368008570422,0.0031150100746275,0.0256833615584766,2,1,3,1,3,0.1907537266727355,0.9540566681838872,0.9032578763448073,0.8789219173986134
2021,20,70102,0.0,0.0,0.0,17.0,19.0,15.0,1,1,3,3,1.0,0.9964018537248972,0.9951798093775512,0.2833469880773349,0.0599557883578012,0.0189358888650558,0.0027339765102998,0.018755914003947,2,1,3,1,4,0.0695364569786722,0.932320148416672,0.9506247613991342,0.9180005435210814
2021,20,150105,0.0,0.0,0.0,16.0,20.0,14.0,1,1,3,3,1.0,0.9659785911058638,0.9891377238436933,0.3316210530740394,0.065936677631878,0.0242016070068806,0.0040950265876338,0.0279382446786466,2,1,3,0,4,0.0472143230716711,0.973495123897306,0.9737229161407394,0.8982954359783136
2021,20,70101,0.0,0.0,0.0,17.0,19.0,15.0,1,1,3,3,1.0,0.9432258064516128,1.0,0.4277987096774194,0.077779333052448,0.0423503882493482,0.0021821222641083,0.0304876079130831,2,1,3,1,4,0.1288612838890667,0.9764047080627788,0.9684461713341714,0.9568813174180552
2021,20,150106,0.0,0.0,0.0,15.0,21.0,12.0,1,1,2,3,1.0,0.5184,0.8561654965692993,0.1035077270088176,0.1034434113873091,0.0779253226639359,0.0099277296152362,0.092249717625348,2,2,3,1,2,0.0730863022632686,0.9680049138324598,0.94061637379461,0.9030086665149116
2021,20,70103,0.0,0.0,0.0,16.33333333333333,19.0,15.0,1,1,3,3,1.0,0.986007741935484,0.9949773132017036,0.3661477233438038,0.0798563964855579,0.029802092046005,0.0023352394096155,0.0172627071410867,2,1,3,1,3,0.1793466947611804,0.9742626264026184,0.9359103533505044,0.9383107361055374
2021,20,150107,13.0,0.0,0.0,16.0,22.0,9.0,1,1,3,3,1.0,0.6378928306804157,0.989318200917622,0.3766122620228731,0.0701238871882544,0.0421520060720231,0.0046380922226739,0.0719827833076745,2,1,3,1,4,0.0964599207229749,0.964222239658479,0.9306335644296412,0.9267776296086158
2021,20,150108,0.0,0.0,0.0,17.0,20.0,14.0,1,5,3,3,1.0,0.2309667872939284,1.0,0.4368693904535237,0.1128540622449666,0.038197466464073,0.0086271603289876,0.044747020030496,2,1,3,1,4,0.146389092185034,0.9869661690209802,0.9655449040372828,0.9485541092669624
2021,20,150109,3.0,0.0,0.0,16.0,21.0,11.0,1,1,3,3,1.0,0.7026014326873224,0.989318200917622,0.3581969266455096,0.0725607061677478,0.0636358482878816,0.0089408404533517,0.0806184321077864,2,1,3,1,4,0.0275093359682454,0.9897574699131744,0.99471202024576,0.9890381500325756
2021,20,150110,0.0,0.0,0.0,16.5,20.0,14.0,1,1,3,3,1.0,0.5866231851686396,1.0,0.3676363636363636,0.0849199400163487,0.0356909830601811,0.0039863260390704,0.0461463713843884,2,1,3,1,2,0.1659448137656431,0.9839572998644416,0.9593241656259686,0.9420216659319192
2021,20,150111,0.0,0.0,0.0,15.0,20.0,13.0,1,1,3,3,1.0,0.9465066666666668,0.9949773132017036,0.392017795530751,0.0620848534911216,0.0230304284136755,0.0020836919242821,0.0208611309680337,2,1,3,0,3,0.1654465191643908,1.0,0.9143403772816304,0.915438539888034
2021,20,150112,0.0,0.0,0.0,16.0,20.0,15.0,1,1,2,3,1.0,0.1108284990279577,1.0,0.4294319432384078,0.0834485337576121,0.0405121599629405,0.0077688684444515,0.0510498915932634,2,1,3,1,4,0.1475227153558704,0.9879141523512098,0.9839842186103916,0.9755720592637792
2021,20,150113,0.0,0.0,0.0,16.25,20.0,14.0,1,1,3,3,1.0,0.9683994651510204,0.989318200917622,0.3276615478595568,0.0563689949961007,0.0224319442584296,0.0025403870473647,0.0249955377259826,2,1,3,0,4,0.0,1.0,0.9106912035588304,0.9106912035588304
2021,20,150114,3.0,0.0,0.0,15.0,21.0,14.0,1,1,3,3,1.0,0.7657438637917106,0.9941604106419896,0.2686018846402816,0.0669571260521685,0.0239604320028517,0.0033566740862028,0.0363279975269554,2,1,3,1,4,0.0184555473740079,1.0,0.9421350470981804,0.944434325055338
2021,20,70104,0.0,0.0,0.0,17.0,19.0,15.0,1,1,3,3,1.0,1.0,1.0,0.3191759492980817,0.0718228578401517,0.0203337081236449,0.0055371775738184,0.0147232672208443,2,1,3,1,4,0.0337648306522413,0.9425892518772028,0.9316359180434344,0.9135963593164512
2021,20,70105,0.0,0.0,0.0,17.0,19.0,15.0,1,1,3,3,1.0,0.9783114094696276,0.989318200917622,0.329875492949488,0.0730382087613079,0.0379736829478271,0.0037596284276954,0.0289363658568723,2,1,3,5,4,0.0,0.8307365607328457,0.8136905648379925,0.7182358115561873
2021,20,150115,0.0,0.0,0.0,16.5,20.0,14.0,1,1,3,3,1.0,1.0,1.0,0.125,0.0430342567644306,0.0127324263514203,0.0006681277864637,0.0125495008789299,2,1,3,1,2,0.2416043520010532,0.9635960500057652,0.9529490334284514,0.9418626926432314
2021,20,150101,0.0,0.0,0.0,17.0,20.0,14.0,1,1,3,3,1.0,0.8619155505187708,0.9963156283817076,0.2989860587421251,0.0626581305807689,0.023299989250628,0.003047749375612,0.0346150111451206,2,1,3,2,4,0.0515654271233474,0.9949556864948416,0.9931349044412704,0.9460030785728962
2021,20,150116,0.0,0.0,0.0,16.0,20.0,14.0,1,1,3,3,1.0,0.9731582493809896,0.9891377238436933,0.3276522892146762,0.0652858093633495,0.0247299990273743,0.0032225414871857,0.0250183925891956,2,1,3,2,4,0.0,1.0,0.8598380511468208,0.8721008669183274
2021,20,150117,0.0,0.0,0.0,16.0,20.0,15.0,1,1,2,3,1.0,0.7222857142857143,1.0,0.3437142857142857,0.0686438371825786,0.0249896822279386,0.001814457873996,0.037082950757195,2,1,3,1,4,0.1418657886224374,0.9982219381182053,0.9852249284408836,0.9598257668706296
2021,20,150118,26.0,0.0,0.0,17.0,23.0,11.0,1,1,3,3,1.0,0.4781029305250779,0.9949773132017036,0.3897691759824576,0.0847405869738154,0.0890077384828277,0.0111146555950717,0.0972615181332905,2,1,3,3,2,0.1113566046882414,0.9964855814950582,1.0,0.9830507506873828
2021,20,150119,0.0,0.0,0.0,17.0,19.0,13.0,1,1,3,3,1.0,0.4255866300492609,0.989318200917622,0.3492574024135632,0.0797424845142759,0.0848865446789789,0.0126412568405591,0.083251526545311,2,2,3,3,1,0.0684370227825463,1.0,1.0,0.9740320298430668
2021,20,150120,0.0,0.0,0.0,16.0,19.0,14.0,1,1,3,3,1.0,0.9964018537248972,0.9951798093775512,0.2223035098164653,0.0558244889353343,0.0167890133453334,0.001680133875746,0.0177657642500586,2,1,3,0,4,0.0,0.9860795289611064,0.9685731845509028,0.9685731845509028
2021,20,70107,0.0,0.0,0.0,16.0,21.0,14.0,1,1,3,3,1.0,1.0,1.0,0.154,0.0685179839376084,0.0232222174965401,0.0044205552407891,0.0430669671793905,2,2,3,1,2,0.1376529480448026,0.973966879814678,0.956795246866669,0.956795246866669
2021,20,150122,0.0,0.0,0.0,16.0,20.0,15.0,1,1,3,3,1.0,0.9336815231172684,0.9941604106419896,0.4680148831822748,0.0548771708135146,0.0243636375188963,0.00316567826222,0.0254799115821807,2,1,3,0,4,0.045918461909322,0.98055862934614,0.8156736182230819,0.7567394813950842
2021,20,150123,0.0,0.0,0.0,17.0,20.0,10.0,1,1,3,3,1.0,0.3354230932703659,0.9941604106419896,0.4198934168290443,0.1170360278123047,0.0758845869367506,0.0112891975909707,0.0936718113128229,2,2,3,1,2,0.0699574795231293,0.988659200451915,1.0,0.9823587562585344
2021,20,150124,0.0,0.0,0.0,16.0,18.0,15.0,1,1,3,3,1.0,0.41688550022378,0.989318200917622,0.3581215642113493,0.0763653514192859,0.0470694800090745,0.0075672351074703,0.0646172134999871,2,2,3,1,3,0.0673330138261301,1.0,1.0,1.0
2021,20,150121,0.0,0.0,0.0,16.0,19.0,14.0,1,1,3,3,1.0,0.9809119244391972,0.9941604106419896,0.2132193958811115,0.053454759578156,0.019860728129612,0.0022468104811076,0.020072224778518,2,1,3,0,4,0.0600801878307425,0.9869571303326852,0.9665435110377788,0.9665435110377788
2021,20,150125,0.0,0.0,0.0,16.0,21.0,14.0,1,1,3,3,1.0,0.7757015832597256,0.9880913210825536,0.3749700685210358,0.0756018589788517,0.0352370680412272,0.0035014683665981,0.0465879054909864,2,1,3,1,2,0.1560961400167267,0.9829638104807972,0.9924989987241012,0.9762916508442756
2021,20,150126,0.0,0.0,0.0,16.0,19.0,13.0,1,1,3,3,1.0,0.477968648902871,0.989318200917622,0.3581969266455096,0.0749146056773319,0.0720242669094369,0.0089117695425377,0.0753895409444109,2,1,3,1,1,0.0927699277717736,0.9867512531157328,0.982198753821846,0.9682851968025282
2021,20,150127,0.0,0.0,0.0,16.0,20.0,10.0,1,1,3,3,1.0,0.477968648902871,0.989318200917622,0.3581969266455096,0.0749146056773319,0.0736014678224591,0.0089117695425377,0.0726975913788608,2,1,3,1,1,0.0954341042563722,0.9850396324375924,0.9808353585398404,0.9685146055047325
2021,20,150128,0.0,0.0,0.0,16.0,20.0,14.0,1,1,3,3,1.0,0.9244011681376528,0.9882717981564826,0.3713248864526188,0.0670585380337824,0.0271946284702652,0.0031997079173007,0.0299631356367679,2,1,3,1,2,0.0971456853166042,0.969308950760796,0.9767808650592128,0.9767808650592128
2021,20,150129,0.0,0.0,0.0,16.0,20.0,13.0,1,1,3,3,1.0,0.4509523585063603,0.989318200917622,0.3590770760926569,0.0761645862890154,0.0430295154781982,0.0094992889034007,0.0576852101490467,2,1,3,1,1,0.0,0.9206144031634048,0.977004766790198,0.9634284249955258
2021,20,150130,0.0,0.0,0.0,16.0,20.0,14.0,1,1,3,3,1.0,0.9829333333333332,0.9949773132017036,0.6401441788629186,0.0524058858485455,0.0213799761733092,0.0032312647955173,0.0165357894998838,2,1,3,1,4,0.0822224583001441,1.0,0.8302989508842511,0.7695833410310253
2021,20,150131,0.0,0.0,0.0,16.0,20.0,14.0,1,1,3,3,1.0,0.909352579796599,0.989318200917622,0.3343318388668232,0.0595201793865366,0.0246030849943998,0.0030090194118607,0.0314748732947295,2,1,3,0,4,0.0,0.9540566681838872,0.9004561143984221,0.9004561143984221
2021,20,150132,2.0,0.0,0.0,15.0,21.0,14.0,1,1,2,3,1.0,0.6687361419068736,0.9828292682926828,0.4810465631929046,0.090490803521784,0.0712256241116825,0.0270545737228446,0.1056820543042763,2,1,3,1,1,0.1320861696183523,0.9899809427127476,0.984796736855992,0.97528080077779
2021,20,150133,0.0,0.0,0.0,17.0,20.0,14.0,1,1,3,3,1.0,0.2414913191712561,0.9949773132017036,0.2750427125153372,0.0568685548190181,0.0308555857416146,0.0054662621113309,0.0277822212831347,2,1,3,1,3,0.0946110908603878,0.9840688392661288,0.9712951017724464,0.9406791153727097
2021,20,150134,0.0,0.0,0.0,15.0,20.0,14.0,1,1,3,3,1.0,0.976150062878072,0.989318200917622,0.3318109140138932,0.0580950737470978,0.0226459029311551,0.0024508949787417,0.0259386575248624,2,1,3,1,3,0.1844779093591591,0.9806363677418288,0.9750785370118916,0.9020136489947416
2021,20,150135,0.0,0.0,0.0,17.0,20.0,15.0,1,1,3,3,1.0,0.8205125563798229,0.9972816898344432,0.4845892241021796,0.0647473726218477,0.0337797083093195,0.0024256187289307,0.0314203595920981,2,1,3,1,4,0.1231540991235024,0.9912676876795844,0.9785085117983908,0.9722248033489606
