Año,Semana,Ubigeo,P129G,P142A,P172C_1,P172C_2,P129B,P172B_1,P172B_2,P172D,P172G,P908_5,P908_6,P908_7,P908_8,P908_9,P910_1,P910_2,P910_3,P910_4,HV201,HV205,HV213,HV214,HV215,SH49,SH227,HV270,HV225,HV237,SH48,SH50
2021,1,150120,1,1,3,3,1.0,0.9879240475067119,0.9953752485849227,0.46753721854370767,0.2005120880485668,0.9975757575757576,0.02574270557029178,0.012167832167832167,0.9983216783216783,0.011716791232692834,0.03270131298497664,0.010666604641748477,0.005741626794258373,0.0,1,1,2,2,1,3,0,4,0.0,1.0,1.0,1.0
2021,1,70107,1,1,3,3,1.0,0.8571428571428571,1.0,0.8571428571428571,0.5714285714285714,0.1428571428571428,0.0,1.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.1428571428571428,1,1,5,2,2,3,1,2,0.1,0.96,0.925,0.925
2021,1,150122,1,1,3,3,1.0,0.8488421044484976,0.9958963353182435,0.46753721854370767,0.13737743418867587,0.993030303030303,0.02574270557029178,0.05193306693306693,0.997022977022977,0.007469176102724759,0.04304677814649532,0.010520726608373235,0.006698564593301435,0.0,1,1,2,2,1,3,0,4,0.02040816326530612,0.9591836734693877,0.8125,0.75
2021,1,150123,1,1,3,3,1.0,0.5766926259800901,0.9933241520985185,0.46753721854370767,0.1260992844190208,0.8945999290564507,0.02574270557029178,0.2943523077860192,0.6869994806303781,0.08458328592242324,0.10314267164383051,0.04165743316251812,0.08973892240482631,0.10388529139685478,1,1,5,2,2,3,1,2,0.07142857142857142,0.9761904761904762,1.0,0.9629629629629629
2021,1,150124,1,1,2,2,1.0,1.0,1.0,0.75,0.25,0.25,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0,1,1,5,2,2,3,1,3,0.0,1.0,1.0,1.0
2021,1,150121,1,1,3,3,1.0,1.0,0.8888888888888888,0.2222222222222222,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1,3,0,4,0.0,1.0,1.0,1.0
2021,1,150125,1,1,3,3,1.0,0.75,1.0,0.625,0.1875,0.9375,0.0625,0.4375,0.8125,0.25,0.1875,0.125,0.0,0.0,1,1,5,2,1,3,1,2,0.1751412429378531,0.9830508474576272,0.984251968503937,0.9606299212598425
2021,1,150126,1,1,3,3,1.0,0.5976860478517849,0.9931862352673178,0.46753721854370767,0.13067408251226087,0.8139181108746325,0.02574270557029178,0.39454255613416234,0.5171040946410976,0.07364661653120841,0.09961103171513178,0.04146792353742859,0.0721499895985022,0.05503201701166549,1,1,5,2,1,3,1,1,0.0859682063595634,0.9775939509556544,0.9798043984287143,0.9717459192323149
2021,1,150127,1,1,3,3,1.0,0.5972199935299313,0.9932286293731629,0.46753721854370767,0.13067408251226087,0.8139181108746325,0.02574270557029178,0.41272437431598047,0.5171040946410976,0.07364661653120841,0.09961103171513178,0.04146792353742859,0.0721499895985022,0.05503201701166549,1,1,5,2,1,3,1,1,0.0859682063595634,0.9775939509556544,0.9798043984287143,0.9731445206309164
2021,1,150128,1,1,3,3,1.0,0.7899655568684618,0.9960452980198458,0.46753721854370767,0.13867813514538888,0.9916317016317016,0.02574270557029178,0.057236097236097225,0.9915018315018316,0.007469176102724759,0.05450681147003327,0.012143738135569916,0.006698564593301435,0.0,1,1,5,2,1,3,1,2,0.1311475409836066,0.9836065573770492,1.0,1.0
2021,1,150129,1,1,3,3,1.0,0.585687757412031,0.9935078650315584,0.46753721854370767,0.13067408251226087,0.8370183439748656,0.02574270557029178,0.3766517450448022,0.5407417027930443,0.0381635280342859,0.08930150972171355,0.03568044977932367,0.02224880382775119,0.028148659850787506,3,2,5,2,1,3,1,1,0.0,0.8333333333333334,0.9517224909678627,0.9232195417854957
2021,1,150130,1,1,3,3,1.0,1.0,1.0,0.4,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1,3,1,4,0.1111111111111111,1.0,0.7894736842105263,0.7368421052631579
2021,1,150131,1,1,3,3,1.0,0.8557201141005272,0.9958963353182435,0.46753721854370767,0.1395096279752814,0.993030303030303,0.02574270557029178,0.0464135864135864,0.9983216783216783,0.007469176102724759,0.0442050197586843,0.009697073852844287,0.006698564593301435,0.0,1,1,2,2,1,3,0,4,0.0,1.0,1.0,1.0
2021,1,150132,1,1,2,3,1.0,0.4347826086956522,1.0,0.5652173913043478,0.04347826086956522,0.9565217391304348,0.0,0.1739130434782609,0.9130434782608695,0.3043478260869565,0.04347826086956522,0.1739130434782609,0.2173913043478261,0.2608695652173913,1,1,5,2,1,3,1,1,0.120253164556962,0.9908536585365854,0.9950980392156863,0.9803921568627451
2021,1,150133,1,1,3,3,1.0,0.6202051752965346,0.9970332685802427,0.46753721854370767,0.12406018496721458,0.9953030303030304,0.02574270557029178,0.09311793469688205,0.9857449796580232,0.012028565988201605,0.04677111808299982,0.01471996390824912,0.00861244019138756,0.0,1,1,5,2,1,3,1,3,0.04347826086956522,0.9891304347826086,0.9523809523809523,0.9047619047619048
2021,1,150134,1,1,3,3,1.0,1.0,1.0,0.4545454545454545,0.1818181818181818,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,1,3,1,3,0.25,1.0,1.0,0.875
2021,1,150135,1,1,2,2,1.0,1.0,1.0,0.45,0.1,1.0,0.0,0.1052631578947368,1.0,0.0,0.2631578947368421,0.05263157894736842,0.0,0.0,1,1,5,2,1,3,1,4,0.124113475177305,0.9929078014184397,0.9765625,0.9609375
2021,1,150136,1,1,3,3,1.0,0.8528474244968041,0.9946157969467245,0.46753721854370767,0.1488701144314659,0.993030303030303,0.02574270557029178,0.03699800199800199,0.997022977022977,0.006898080531629189,0.046238124214037564,0.010857340296688887,0.006698564593301435,0.0,1,1,2,2,1,3,0,4,0.05128205128205128,0.9743589743589743,1.0,1.0
2021,1,150137,1,1,2,3,1.0,1.0,1.0,0.1428571428571428,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,3,0.1774193548387097,0.9516129032258065,0.9714285714285714,0.9714285714285714
2021,1,150138,1,1,3,3,1.0,0.6973332397481035,0.9931898402127175,0.46753721854370767,0.125426956291785,0.8759848484848485,0.02574270557029178,0.24109640359640358,0.7070536709667145,0.023919281122470864,0.06247935835612192,0.022046099753780253,0.026201372997711667,0.016731141199226307,1,1,5,2,1,3,1,3,0.0964317392678827,0.9764102045523897,0.972078545292733,0.9493848825722274
2021,1,150139,1,1,3,3,1.0,0.7762046273827626,0.9927676304324942,0.46753721854370767,0.14593062342921886,0.9112853812853814,0.02574270557029178,0.24073001093717772,0.8654965047286972,0.06887708761949879,0.07249555789925802,0.026252507211208035,0.004784688995215311,0.03539387531986976,1,1,5,2,1,3,1,1,0.05882352941176471,1.0,0.9,0.9
2021,1,150140,1,1,3,3,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.008547008547008548,0.9914529914529915,0.9230769230769231,0.9230769230769231
2021,1,150141,1,1,3,3,1.0,0.75,1.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,1,3,2,4,0.0,1.0,0.9408337305789929,0.878256329498532
2021,1,70106,1,1,3,3,1.0,0.7708333333333334,0.9791666666666666,0.6666666666666666,0.1875,0.4042553191489361,0.0,0.851063829787234,0.148936170212766,0.0,0.1063829787234043,0.06382978723404255,0.0,0.0851063829787234,1,1,5,2,2,3,1,1,0.09523809523809523,0.9886877828054299,0.9812206572769953,0.9765258215962441
2021,1,150142,1,1,3,3,1.0,0.0,1.0,0.625,0.0625,0.5625,0.1875,0.375,0.5,0.0,0.0625,0.0625,0.0,0.0,1,1,5,2,1,3,1,3,0.0898876404494382,0.9662921348314607,0.9565217391304348,0.9565217391304348
2021,1,150143,1,1,3,3,1.0,0.0,1.0,0.45,0.2,1.0,0.0,0.05263157894736842,1.0,0.0,0.1052631578947368,0.0,0.05263157894736842,0.0,1,1,5,2,2,3,1,1,0.0423728813559322,0.9915966386554622,1.0,1.0
2021,2,150102,1,1,3,3,0.9985574409473511,0.6834215196107938,0.9876523376638362,0.46745872595270666,0.13859752365348604,0.8630672433428205,0.03522097037300069,0.30983145058328787,0.6542419105308225,0.1575222439314222,0.11386972501807377,0.0494037181388938,0.051172494721977387,0.15240767422595916,1,1,5,2,1,3,1,2,0.07944075108247844,0.9629903521556201,1.0,0.9991380538679226
2021,2,150103,1,1,3,3,1.0,0.9399857954545454,0.9712357954545455,0.6368999304267161,0.06001420454545455,0.9397321428571428,0.0,0.04854910714285714,0.8794642857142857,0.0,0.15597098214285715,0.09319196428571427,0.0,0.03125,1,1,5,2,1,3,1,3,0.13631594439571743,0.9901948925455097,0.9977898797114189,0.9900942867148317
2021,2,150104,1,1,3,3,0.9997847229407055,0.944078592325688,0.9962107506245219,0.46538571868842177,0.16379017808364035,0.968075284090909,0.03522097037300069,0.04271067914466225,0.9518914303768498,0.023709598981315673,0.03429077558513683,0.010452580405308616,0.005507508426918812,0.0010957792207792203,1,1,2,2,1,3,1,3,0.11669677401001366,0.9970698680018206,0.9461641028006357,0.9019548767350776
2021,2,70102,1,1,3,2,1.0,1.0,1.0,0.5799479166666666,0.010937499999999996,1.0,0.0,0.03125,1.0,0.03125,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.0541076744076929,0.9530293615408261,0.9455412498281976,0.8790236195446852
2021,2,150105,1,1,2,3,1.0,1.0,1.0,0.15920682448787268,0.1428571428571428,0.9705400955578511,0.03522097037300069,0.02052183796790763,0.9966620686975122,0.020549029719742883,0.04102110129358872,0.003511934542088463,0.0017698581685809127,0.0,1,1,4,2,1,3,0,4,0.11108303194317244,0.9984295066081795,0.9984581416487851,0.9528781571849813
2021,2,70101,1,1,3,3,0.9933712121212122,0.8356023125613283,1.0,0.4599584258637608,0.17638491689476493,0.9149912587412588,0.029621940559440566,0.17650786713286712,0.8909819347319348,0.01722569642176874,0.11796612638773657,0.06975888694638695,0.0,0.0,1,1,5,2,1,3,1,4,0.1068618839712319,0.9847663215202114,0.9746243608110157,0.9700711416369516
2021,2,150106,1,1,3,3,1.0,0.7542401886610847,0.9905749170025223,0.4844794675382615,0.07273516544705143,0.7490779770501239,0.010860203912466844,0.5631733387616935,0.4489496206051697,0.19466528741602512,0.12229462776570431,0.023343527638107292,0.04944547014770128,0.16741164983058418,1,1,5,2,2,3,1,2,0.06299248020111593,0.9614014329069362,0.8998517443677401,0.8493049979644887
2021,2,70103,1,1,3,3,1.0,1.0,1.0,0.4755859375,0.21875,0.875,0.055664062500000014,0.0,1.0,0.0,0.0791015625,0.0,0.0,0.0,1,1,5,2,1,3,1,3,0.17320085778068253,0.9868841863970162,0.8980605316887329,0.8982222337948143
2021,2,150107,1,1,3,3,0.9996274680793062,0.6072118590887244,0.9947643909744706,0.4666204764888518,0.12467559535526418,0.8937232096848027,0.03522097037300069,0.26748322182937007,0.722721868840345,0.08311833634896984,0.08352142337802017,0.03428037354062865,0.017233488681374753,0.024979496365935938,1,1,5,2,1,3,1,4,0.06629559893518108,0.9370881871188027,0.8912169813272872,0.8909992643188913
2021,2,150108,1,1,3,3,1.0,0.9109375,1.0,0.35156249999999994,0.0,0.80625,0.0,0.49687500000000007,0.490625,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.13743180909959932,0.9992422337059612,0.9642951496348243,0.9296901071748946
2021,2,150109,1,1,3,3,0.9985157511944569,0.6450637345805369,0.9929079055144411,0.46887352019767803,0.12460807026081165,0.8659014495571129,0.03522097037300069,0.291449498646275,0.6921015834420342,0.10549880434521747,0.08881798889857698,0.04979682974754104,0.045542815040546955,0.0763881336822091,1,1,5,2,1,3,1,4,0.07619846077786167,0.9791164701011407,0.9892183198520179,0.9776498463171742
2021,2,150110,1,1,2,3,1.0,0.151171875,1.0,0.2808054702268431,0.10614366729678637,0.8649147727272728,0.042187499999999996,0.6839359504132232,0.23243503655435468,0.4282799586776859,0.2855678589876033,0.059659090909090925,0.0,0.1987086776859504,1,1,5,2,1,3,1,2,0.18482188333181665,0.9754623184843498,0.9523161559694433,0.9331881995018602
2021,2,150111,1,1,3,3,1.0,0.6988681980375989,0.9971131303974803,0.55172277110969,0.13057207683832173,0.997428430944056,0.01350451416538703,0.08624476383250022,0.9951940954250446,0.0035701171544182584,0.08501081173834761,0.06108058354724461,0.004163734871939205,0.0,1,1,5,2,1,3,0,3,0.20890855155060473,1.0,0.9947409053227697,0.9948789518618087
2021,2,150112,1,1,2,3,0.9602272727272728,0.7613636363636364,1.0,0.6190792871900826,0.28353402634297525,0.9125,0.0,0.12296875,0.86875,0.46445312499999997,0.12296875,0.0,0.0,0.043750000000000004,1,1,4,2,1,3,1,4,0.09422935074982418,0.9992761750454876,0.9990286325767708,0.9984921295348507
2021,2,150113,1,1,3,3,1.0,1.0,1.0,0.24040178571428572,0.22142857142857142,0.9453125,0.10546875000000003,0.0,1.0,0.10546875000000003,0.10546875000000003,0.0,0.0,0.0,1,1,2,2,1,3,0,4,0.0,1.0,0.8179079870988849,0.8179079870988849
2021,2,150114,1,1,3,3,0.99989077313925,0.648114581857715,0.9968542458047823,0.4656736414054068,0.11754896264013455,0.94278388951916,0.027615974284911058,0.13928307018934863,0.8720983675879856,0.051589284183821416,0.06780488068230951,0.022755618105956315,0.008703944032257785,0.00234284332688588,1,1,4,2,1,3,1,4,0.001033068567384967,1.0,0.9293957927781662,0.929684827719279
2021,2,70104,1,1,3,3,1.0,1.0,1.0,0.24716796875,0.3808166365504535,1.0,0.0,0.060042461394226386,1.0,0.0,0.059804560996344236,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.03370803177177325,0.9331444576664757,0.9345433999604754,0.9130451142909369
2021,2,70105,1,1,3,3,0.9993828575971643,0.9769926997523617,0.9977728436930042,0.6384813315446085,0.23185021320683044,0.9608700087138566,0.018930664504300424,0.025588111235245587,0.9604700428793111,0.014235645534400734,0.020444753835982706,0.0009428280864055814,0.0016223494273221713,0.000637864868123855,1,1,2,2,1,3,5,4,0.0,0.9892905330000401,0.8004228931643748,0.6066211660218856
2021,2,150115,1,1,3,3,1.0,0.9208984375,1.0,0.575859375,0.02005208333333333,0.9208984375,0.0791015625,0.0791015625,0.841796875,0.0,0.11322146045918367,0.0,0.0,0.0,1,1,5,2,1,3,1,2,0.40532673224555443,0.9622682622596347,0.9608855005514513,0.9601083444936568
2021,2,150101,1,1,3,3,1.0,1.0,1.0,0.3360770089285714,0.0546875,0.8368963068181818,0.051901708296686756,0.41707442758979557,0.8371978069087914,0.0,0.0,0.0,0.0,0.0,1,1,4,2,1,3,2,4,0.02613052978120369,0.9881155060576751,0.9995621641841802,0.9444491848187391
2021,2,150116,1,1,3,3,0.9998743732293282,0.9713243210399207,0.9981373917742583,0.16834366924999478,0.12464299568953403,0.9702840909090908,0.018930664504300424,0.02208798324222988,0.9644526995304902,0.013501434868682912,0.08868308533708966,0.001044716826097736,0.0017698581685809127,0.0,1,1,2,2,1,3,2,4,0.0,1.0,0.9501574219291129,0.9516989416150482
2021,2,150117,1,1,3,3,1.0,0.8734375,1.0,0.5078125,0.03046875,0.890625,0.109375,0.09040178571428567,0.9547991071428572,0.0,0.0,0.0,0.0,0.0,1,1,4,2,1,3,1,4,0.1445698368046154,0.9943197098368606,0.983919559342892,0.9671618357056819
2021,2,150118,1,1,3,3,0.997946185528704,0.8829158716472733,0.9976321005109372,0.5830742421388722,0.04061786083938541,0.7732989758437128,0.018930664504300424,0.6870842370478704,0.20489398751536622,0.5659550835929912,0.11905243320161041,0.026551735306162175,0.23834047275619916,0.5306440774076601,1,1,5,2,1,3,3,2,0.1161134888263342,0.9908793418582158,1.0,0.9989902230470313
2021,2,150119,1,1,3,3,0.9027777777777777,0.7816216221743256,0.995657419408419,0.5132905944439955,0.12656022209674192,0.7614424120210566,0.01350451416538703,0.5547766719380149,0.5539525831408074,0.052577082737386135,0.062223177639893275,0.07200120401035467,0.05970376855590735,0.08699483638173969,1,1,5,2,2,3,3,1,0.06667217669064593,1.0,1.0,0.9983438384358116
2021,2,150120,1,1,3,3,0.9999473278133038,0.9615239870551294,0.9954036027978068,0.4660406802968233,0.18364024190616218,0.9635976239669423,0.038006762076313934,0.020054391818412797,0.9749892507864069,0.020466253258284207,0.02833431092557244,0.010556420317031226,0.00554945708062253,0.0,1,1,2,2,1,3,0,4,0.0,0.9992229300971641,0.9982409843915946,0.9982409843915946
2021,2,70107,1,1,3,3,0.9998949742286359,0.8643943116431834,0.9979835878567952,0.7339204390061702,0.41397307863889987,0.40203532530445985,0.018930664504300424,0.6855447751991396,0.5367528543510784,0.031280523660159765,0.0293323742798244,0.008101227083179185,0.001720688588161332,0.10634390274528958,1,1,5,2,2,3,1,2,0.10208187168434399,0.9607821389437553,0.926751157727258,0.926751157727258
2021,2,150122,1,1,3,3,1.0,0.9072251205800022,0.997403149693576,0.4230658980481829,0.08110754876318617,0.9955894886363637,0.01350451416538703,0.02568725621804666,0.9987440684315684,0.003892530804593651,0.025829255434368825,0.005579772975310385,0.004201335139318885,0.0,1,1,2,2,1,3,0,4,0.02212812766621938,0.9603609223616619,0.8125093838504526,0.7500204469162495
2021,2,150123,1,1,3,3,0.9990968434339949,0.6231942079668468,0.993419262338043,0.47015683603584846,0.12330443009207422,0.8667802542214696,0.03522097037300069,0.3353743607901413,0.6267549128426979,0.11013095125143146,0.09042773491714795,0.049945663531549195,0.057884435983962805,0.09083032806851246,1,1,5,2,2,3,1,2,0.0713347494680386,0.9768772047109695,1.0,0.9640312073281747
2021,2,150124,1,1,2,2,0.9991378716302876,0.8985530771878646,0.9974093908247029,0.6623243933765514,0.20756904226535622,0.4635646384556625,0.018930664504300424,0.8110849210882083,0.18334638676321072,0.04403437546426002,0.09185725792054442,0.019963189523266395,0.001076128531301906,0.0006958542327581622,1,1,5,2,2,3,1,3,0.0038406744977415473,1.0,1.0,1.0
2021,2,150121,1,1,3,3,1.0,1.0,0.9296875,0.5576680616921462,0.12698589119066467,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1,3,0,4,0.0033461643345149257,0.9992734475214134,0.9981060634417747,0.9981060634417747
2021,2,150125,1,1,3,3,1.0,0.7660590277777778,1.0,0.619212962962963,0.2070855034722222,0.8234049479166666,0.23399522569444445,0.6393771701388888,0.5012478298611112,0.158203125,0.10986328125,0.0791015625,0.0,0.0,1,1,5,2,1,3,1,2,0.1740755291746555,0.9830505948141873,0.984706182643476,0.961493358812371
2021,2,150126,1,1,3,3,0.9987637509075035,0.648743835998188,0.9932785166253338,0.47015683603584846,0.12976871219822558,0.8166379181280585,0.03522097037300069,0.4063494853017764,0.520799960062049,0.10476873768376299,0.08558834730572822,0.05378942282338391,0.04675393944246083,0.054924465727594525,1,1,5,2,1,3,1,1,0.08635289065307683,0.9781413223706159,0.9799384806212698,0.9715292118245508
2021,2,150127,1,1,3,3,0.9993364735513298,0.6450504647721336,0.9933210293360486,0.47015683603584846,0.12995278590143577,0.8166379181280585,0.03522097037300069,0.41401993984723096,0.520799960062049,0.10476873768376299,0.08558834730572822,0.05378942282338391,0.04675393944246083,0.054924465727594525,1,1,5,2,1,3,1,1,0.08668779583100161,0.9780107326972072,0.9798176642504287,0.9727925584383411
2021,2,150128,1,1,3,3,1.0,0.8670875789558236,0.9974974151531837,0.4574685282174729,0.25181975739669143,0.9947044361888112,0.12287951416538702,0.1427692268163043,0.9962943978022313,0.2225694853398221,0.08750897842991498,0.0067298324421828076,0.004201335139318885,0.0,1,1,5,2,1,3,1,2,0.12876513925063282,0.9826824184592815,0.9986551689939789,0.9986551689939789
2021,2,150129,1,1,3,3,0.9992657191386302,0.6315980162278215,0.993525671822257,0.4700951269135967,0.1301699439324063,0.8375709473936338,0.03522097037300069,0.41624030810885276,0.5363271329415371,0.0767997077489168,0.06813570204746935,0.043068414647759554,0.015337815704466079,0.02029781934730239,3,2,5,2,1,3,1,1,0.0,0.8381404329767865,0.9531149397465939,0.9254340896653384
