Fecha,Semana,Provincia,Distrito,Min,Max
2020-01-01,1,HUARAL,LAMPIAN,13 °C,12 °C
2020-01-08,2,HUARAL,LAMPIAN,,17 °C
2020-01-16,3,HUARAL,LAMPIAN,14 °C,21 °C
2020-01-23,4,HUARAL,LAMPIAN,12 °C,11 °C
2020-01-31,5,HUARAL,LAMPIAN,13 °C,17 °C
2020-02-01,5,HUARAL,LAMPIAN,13 °C,15 °C
2020-02-08,6,HUARAL,LAMPIAN,13 °C,15 °C
2020-02-15,7,HUARAL,LAMPIAN,13 °C,17 °C
2020-02-22,8,HUARAL,LAMPIAN,13 °C,16 °C
2020-02-29,9,HUARAL,LAMPIAN,14 °C,16 °C
2020-03-01,9,HUARAL,LAMPIAN,14 °C,16 °C
2020-03-08,10,HUARAL,LAMPIAN,13 °C,15 °C
2020-03-16,12,HUARAL,LAMPIAN,13 °C,12 °C
2020-03-23,13,HUARAL,LAMPIAN,11 °C,16 °C
2020-03-31,14,HUARAL,LAMPIAN,13 °C,16 °C
2020-04-01,14,HUARAL,LAMPIAN,12 °C,16 °C
2020-04-08,15,HUARAL,LAMPIAN,15 °C,17 °C
2020-04-15,16,HUARAL,LAMPIAN,12 °C,16 °C
2020-04-22,17,HUARAL,LAMPIAN,14 °C,19 °C
2020-04-30,18,HUARAL,LAMPIAN,13 °C,19 °C
2020-05-01,18,HUARAL,LAMPIAN,13 °C,18 °C
2020-05-08,19,HUARAL,LAMPIAN,14 °C,19 °C
2020-05-16,20,HUARAL,LAMPIAN,13 °C,20 °C
2020-05-23,21,HUARAL,LAMPIAN,16 °C,21 °C
2020-05-31,22,HUARAL,LAMPIAN,12 °C,17 °C
2020-06-01,23,HUARAL,LAMPIAN,12 °C,18 °C
2020-06-08,24,HUARAL,LAMPIAN,13 °C,20 °C
2020-06-15,25,HUARAL,LAMPIAN,12 °C,19 °C
2020-06-22,26,HUARAL,LAMPIAN,14 °C,19 °C
2020-06-30,27,HUARAL,LAMPIAN,12 °C,18 °C
2020-07-01,27,HUARAL,LAMPIAN,,19 °C
2020-07-08,28,HUARAL,LAMPIAN,12 °C,17 °C
2020-07-16,29,HUARAL,LAMPIAN,12 °C,20 °C
2020-07-23,30,HUARAL,LAMPIAN,10 °C,17 °C
2020-07-31,31,HUARAL,LAMPIAN,16 °C,21 °C
2020-08-01,31,HUARAL,LAMPIAN,16 °C,21 °C
2020-08-08,32,HUARAL,LAMPIAN,,22 °C
2020-08-16,33,HUARAL,LAMPIAN,14 °C,18 °C
2020-08-23,34,HUARAL,LAMPIAN,10 °C,16 °C
2020-08-31,36,HUARAL,LAMPIAN,14 °C,20 °C
2020-09-01,36,HUARAL,LAMPIAN,15 °C,18 °C
2020-09-08,37,HUARAL,LAMPIAN,11 °C,16 °C
2020-09-15,38,HUARAL,LAMPIAN,13 °C,19 °C
2020-09-22,39,HUARAL,LAMPIAN,12 °C,17 °C
2020-09-30,40,HUARAL,LAMPIAN,12 °C,18 °C
2020-10-01,40,HUARAL,LAMPIAN,11 °C,18 °C
2020-10-08,41,HUARAL,LAMPIAN,12 °C,18 °C
2020-10-16,42,HUARAL,LAMPIAN,13 °C,20 °C
2020-10-23,43,HUARAL,LAMPIAN,14 °C,19 °C
2020-10-31,44,HUARAL,LAMPIAN,13 °C,15 °C
2020-11-01,44,HUARAL,LAMPIAN,13 °C,18 °C
2020-11-08,45,HUARAL,LAMPIAN,13 °C,21 °C
2020-11-15,46,HUARAL,LAMPIAN,10 °C,15 °C
2020-11-22,47,HUARAL,LAMPIAN,13 °C,16 °C
2020-11-30,49,HUARAL,LAMPIAN,12 °C,17 °C
2020-12-01,49,HUARAL,LAMPIAN,,14 °C
2020-12-08,50,HUARAL,LAMPIAN,12 °C,13 °C
2020-12-16,51,HUARAL,LAMPIAN,12 °C,14 °C
2020-12-23,52,HUARAL,LAMPIAN,11 °C,15 °C
2020-12-31,53,HUARAL,LAMPIAN,10 °C,15 °C
2021-01-01,53,HUARAL,LAMPIAN,12 °C,15 °C
2021-01-08,1,HUARAL,LAMPIAN,11 °C,15 °C
2021-01-16,2,HUARAL,LAMPIAN,11 °C,13 °C
2021-01-23,3,HUARAL,LAMPIAN,13 °C,14 °C
2021-01-31,4,HUARAL,LAMPIAN,13 °C,16 °C
2021-02-01,5,HUARAL,LAMPIAN,14 °C,15 °C
2021-02-07,5,HUARAL,LAMPIAN,13 °C,15 °C
2021-02-14,6,HUARAL,LAMPIAN,13 °C,17 °C
2021-02-21,7,HUARAL,LAMPIAN,12 °C,15 °C
2021-02-28,8,HUARAL,LAMPIAN,13 °C,15 °C
2021-03-01,9,HUARAL,LAMPIAN,12 °C,14 °C
2021-03-08,10,HUARAL,LAMPIAN,13 °C,13 °C
2021-03-16,11,HUARAL,LAMPIAN,12 °C,13 °C
2021-03-23,12,HUARAL,LAMPIAN,13 °C,15 °C
2021-03-31,13,HUARAL,LAMPIAN,14 °C,18 °C
2021-04-01,13,HUARAL,LAMPIAN,13 °C,17 °C
2021-04-08,14,HUARAL,LAMPIAN,13 °C,14 °C
2021-04-15,15,HUARAL,LAMPIAN,13 °C,13 °C
2021-04-22,16,HUARAL,LAMPIAN,13 °C,16 °C
2021-04-30,17,HUARAL,LAMPIAN,13 °C,14 °C
2021-05-01,17,HUARAL,LAMPIAN,12 °C,13 °C
2021-05-08,18,HUARAL,LAMPIAN,11 °C,17 °C
2021-05-16,19,HUARAL,LAMPIAN,13 °C,19 °C
2021-05-23,20,HUARAL,LAMPIAN,13 °C,17 °C
2021-05-31,22,HUARAL,LAMPIAN,12 °C,18 °C
2021-06-01,22,HUARAL,LAMPIAN,13 °C,18 °C
2021-06-08,23,HUARAL,LAMPIAN,11 °C,18 °C
2021-06-15,24,HUARAL,LAMPIAN,10 °C,16 °C
2021-06-22,25,HUARAL,LAMPIAN,13 °C,17 °C
2021-06-30,26,HUARAL,LAMPIAN,14 °C,18 °C
2021-07-01,26,HUARAL,LAMPIAN,12 °C,18 °C
2021-07-08,27,HUARAL,LAMPIAN,10 °C,19 °C
2021-07-16,28,HUARAL,LAMPIAN,10 °C,18 °C
2021-07-23,29,HUARAL,LAMPIAN,15 °C,20 °C
2021-07-31,30,HUARAL,LAMPIAN,14 °C,18 °C
2021-08-01,30,HUARAL,LAMPIAN,12 °C,18 °C
2021-08-08,31,HUARAL,LAMPIAN,13 °C,18 °C
2021-08-16,33,HUARAL,LAMPIAN,12 °C,17 °C
2021-08-23,34,HUARAL,LAMPIAN,14 °C,18 °C
2021-08-31,35,HUARAL,LAMPIAN,12 °C,19 °C
2021-09-01,35,HUARAL,LAMPIAN,15 °C,15 °C
2021-09-08,36,HUARAL,LAMPIAN,13 °C,18 °C
2021-09-15,37,HUARAL,LAMPIAN,11 °C,18 °C
2021-09-22,38,HUARAL,LAMPIAN,12 °C,18 °C
2021-09-30,39,HUARAL,LAMPIAN,11 °C,18 °C
2021-10-01,39,HUARAL,LAMPIAN,14 °C,18 °C
2021-10-08,40,HUARAL,LAMPIAN,13 °C,19 °C
2021-10-16,41,HUARAL,LAMPIAN,12 °C,15 °C
2021-10-23,42,HUARAL,LAMPIAN,13 °C,18 °C
2021-10-31,43,HUARAL,LAMPIAN,13 °C,19 °C
2021-11-01,44,HUARAL,LAMPIAN,11 °C,16 °C
2021-11-08,45,HUARAL,LAMPIAN,11 °C,16 °C
2021-11-15,46,HUARAL,LAMPIAN,12 °C,17 °C
2021-11-22,47,HUARAL,LAMPIAN,12 °C,17 °C
2021-11-30,48,HUARAL,LAMPIAN,12 °C,17 °C
2021-12-01,48,HUARAL,LAMPIAN,12 °C,15 °C
2021-12-08,49,HUARAL,LAMPIAN,14 °C,16 °C
2021-12-16,50,HUARAL,LAMPIAN,13 °C,17 °C
2021-12-23,51,HUARAL,LAMPIAN,11 °C,15 °C
2021-12-31,52,HUARAL,LAMPIAN,13 °C,17 °C
2022-01-01,52,HUARAL,LAMPIAN,13 °C,17 °C
2022-01-08,1,HUARAL,LAMPIAN,11 °C,14 °C
2022-01-16,2,HUARAL,LAMPIAN,11 °C,15 °C
2022-01-23,3,HUARAL,LAMPIAN,11 °C,13 °C
2022-01-31,5,HUARAL,LAMPIAN,10 °C,14 °C
2022-02-01,5,HUARAL,LAMPIAN,10 °C,14 °C
2022-02-07,6,HUARAL,LAMPIAN,12 °C,14 °C
2022-02-14,7,HUARAL,LAMPIAN,11 °C,16 °C
2022-02-21,8,HUARAL,LAMPIAN,11 °C,13 °C
2022-02-28,9,HUARAL,LAMPIAN,12 °C,14 °C
2022-03-01,9,HUARAL,LAMPIAN,12 °C,14 °C
2022-03-08,10,HUARAL,LAMPIAN,10 °C,13 °C
2022-03-16,11,HUARAL,LAMPIAN,12 °C,15 °C
2022-03-23,12,HUARAL,LAMPIAN,13 °C,16 °C
2022-03-31,13,HUARAL,LAMPIAN,14 °C,16 °C
2022-04-01,13,HUARAL,LAMPIAN,12 °C,14 °C
2022-04-08,14,HUARAL,LAMPIAN,13 °C,16 °C
2022-04-15,15,HUARAL,LAMPIAN,13 °C,16 °C
2022-04-22,16,HUARAL,LAMPIAN,11 °C,15 °C
2022-04-30,17,HUARAL,LAMPIAN,12 °C,18 °C
2022-05-01,17,HUARAL,LAMPIAN,12 °C,19 °C
2022-05-08,18,HUARAL,LAMPIAN,11 °C,18 °C
2022-05-16,20,HUARAL,LAMPIAN,11 °C,19 °C
2022-05-23,21,HUARAL,LAMPIAN,12 °C,18 °C
2022-05-31,22,HUARAL,LAMPIAN,10 °C,14 °C
2022-06-01,22,HUARAL,LAMPIAN,11 °C,16 °C
2022-06-08,23,HUARAL,LAMPIAN,12 °C,14 °C
2022-06-15,24,HUARAL,LAMPIAN,,18 °C
2022-06-22,25,HUARAL,LAMPIAN,12 °C,17 °C
2022-06-30,26,HUARAL,LAMPIAN,12 °C,18 °C
2022-07-01,26,HUARAL,LAMPIAN,14 °C,19 °C
2022-07-08,27,HUARAL,LAMPIAN,11 °C,18 °C
2022-07-16,28,HUARAL,LAMPIAN,12 °C,17 °C
2022-07-23,29,HUARAL,LAMPIAN,11 °C,18 °C
2022-07-31,30,HUARAL,LAMPIAN,,18 °C
2022-08-01,31,HUARAL,LAMPIAN,14 °C,18 °C
2022-08-08,32,HUARAL,LAMPIAN,17 °C,20 °C
2022-08-16,33,HUARAL,LAMPIAN,12 °C,20 °C
2022-08-23,34,HUARAL,LAMPIAN,10 °C,18 °C
2022-08-31,35,HUARAL,LAMPIAN,12 °C,18 °C
2022-09-01,35,HUARAL,LAMPIAN,13 °C,20 °C
2022-09-08,36,HUARAL,LAMPIAN,13 °C,17 °C
2022-09-15,37,HUARAL,LAMPIAN,14 °C,19 °C
2022-09-22,38,HUARAL,LAMPIAN,12 °C,18 °C
2022-09-30,39,HUARAL,LAMPIAN,12 °C,16 °C
2022-10-01,39,HUARAL,LAMPIAN,12 °C,19 °C
2022-10-08,40,HUARAL,LAMPIAN,11 °C,18 °C
2022-10-16,41,HUARAL,LAMPIAN,12 °C,17 °C
2022-10-23,42,HUARAL,LAMPIAN,11 °C,19 °C
2022-10-31,44,HUARAL,LAMPIAN,10 °C,18 °C
2022-11-01,44,HUARAL,LAMPIAN,11 °C,18 °C
2022-11-08,45,HUARAL,LAMPIAN,12 °C,17 °C
2022-11-15,46,HUARAL,LAMPIAN,13 °C,17 °C
2022-11-22,47,HUARAL,LAMPIAN,11 °C,15 °C
2022-11-30,48,HUARAL,LAMPIAN,12 °C,15 °C
2022-12-01,48,HUARAL,LAMPIAN,10 °C,14 °C
2022-12-08,49,HUARAL,LAMPIAN,12 °C,13 °C
2022-12-16,50,HUARAL,LAMPIAN,12 °C,10 °C
2022-12-23,51,HUARAL,LAMPIAN,13 °C,17 °C
2022-12-31,52,HUARAL,LAMPIAN,,12 °C
2023-01-01,52,HUARAL,LAMPIAN,11 °C,12 °C
2023-01-08,1,HUARAL,LAMPIAN,11 °C,13 °C
2023-01-16,3,HUARAL,LAMPIAN,11 °C,14 °C
2023-01-23,4,HUARAL,LAMPIAN,13 °C,14 °C
2023-01-31,5,HUARAL,LAMPIAN,11 °C,14 °C
2023-02-01,5,HUARAL,LAMPIAN,12 °C,12 °C
2023-02-07,6,HUARAL,LAMPIAN,13 °C,15 °C
2023-02-14,7,HUARAL,LAMPIAN,11 °C,14 °C
2023-02-21,8,HUARAL,LAMPIAN,13 °C,14 °C
2023-02-28,9,HUARAL,LAMPIAN,14 °C,17 °C
2023-03-01,9,HUARAL,LAMPIAN,15 °C,17 °C
2023-03-08,10,HUARAL,LAMPIAN,13 °C,14 °C
2023-03-16,11,HUARAL,LAMPIAN,12 °C,13 °C
2023-03-23,12,HUARAL,LAMPIAN,13 °C,15 °C
2023-03-31,13,HUARAL,LAMPIAN,12 °C,16 °C
2023-04-01,13,HUARAL,LAMPIAN,14 °C,17 °C
2023-04-08,14,HUARAL,LAMPIAN,11 °C,13 °C
2023-04-15,15,HUARAL,LAMPIAN,16 °C,14 °C
2023-04-22,16,HUARAL,LAMPIAN,14 °C,14 °C
2023-04-30,17,HUARAL,LAMPIAN,14 °C,15 °C
2023-05-01,18,HUARAL,LAMPIAN,13 °C,16 °C
2023-05-08,19,HUARAL,LAMPIAN,,18 °C
2023-05-16,20,HUARAL,LAMPIAN,15 °C,17 °C
2023-05-23,21,HUARAL,LAMPIAN,15 °C,19 °C
2023-05-31,22,HUARAL,LAMPIAN,14 °C,20 °C
2023-06-01,22,HUARAL,LAMPIAN,13 °C,19 °C
2023-06-08,23,HUARAL,LAMPIAN,12 °C,16 °C
2023-06-15,24,HUARAL,LAMPIAN,15 °C,19 °C
2023-06-22,25,HUARAL,LAMPIAN,16 °C,18 °C
2023-06-30,26,HUARAL,LAMPIAN,14 °C,19 °C
2023-07-01,26,HUARAL,LAMPIAN,15 °C,17 °C
2023-07-08,27,HUARAL,LAMPIAN,15 °C,17 °C
2023-07-16,28,HUARAL,LAMPIAN,14 °C,18 °C
2023-07-23,29,HUARAL,LAMPIAN,15 °C,18 °C
2023-07-31,31,HUARAL,LAMPIAN,,20 °C
2023-08-01,31,HUARAL,LAMPIAN,16 °C,21 °C
2023-08-08,32,HUARAL,LAMPIAN,13 °C,19 °C
2023-08-16,33,HUARAL,LAMPIAN,14 °C,19 °C
2023-08-23,34,HUARAL,LAMPIAN,13 °C,18 °C
2023-08-31,35,HUARAL,LAMPIAN,17 °C,20 °C
2023-09-01,35,HUARAL,LAMPIAN,17 °C,18 °C
2023-09-08,36,HUARAL,LAMPIAN,14 °C,20 °C
2023-09-15,37,HUARAL,LAMPIAN,15 °C,18 °C
2023-09-22,38,HUARAL,LAMPIAN,14 °C,18 °C
2023-09-30,39,HUARAL,LAMPIAN,15 °C,16 °C
2023-10-01,39,HUARAL,LAMPIAN,14 °C,16 °C
2023-10-08,40,HUARAL,LAMPIAN,15 °C,16 °C
2023-10-16,42,HUARAL,LAMPIAN,,19 °C
2023-10-23,43,HUARAL,LAMPIAN,15 °C,17 °C
2023-10-31,44,HUARAL,LAMPIAN,,18 °C
2023-11-01,44,HUARAL,LAMPIAN,13 °C,17 °C
2023-11-08,45,HUARAL,LAMPIAN,15 °C,19 °C
2023-11-15,46,HUARAL,LAMPIAN,13 °C,18 °C
2023-11-22,47,HUARAL,LAMPIAN,13 °C,17 °C
2023-11-30,48,HUARAL,LAMPIAN,14 °C,17 °C
2023-12-01,48,HUARAL,LAMPIAN,13 °C,16 °C
2023-12-08,49,HUARAL,LAMPIAN,14 °C,16 °C
2023-12-16,50,HUARAL,LAMPIAN,13 °C,15 °C
2023-12-23,51,HUARAL,LAMPIAN,13 °C,16 °C
2023-12-31,52,HUARAL,LAMPIAN,13 °C,14 °C
2024-01-01,1,HUARAL,LAMPIAN,14 °C,13 °C
2024-01-08,2,HUARAL,LAMPIAN,14 °C,17 °C
2024-01-16,3,HUARAL,LAMPIAN,13 °C,18 °C
2024-01-23,4,HUARAL,LAMPIAN,16 °C,18 °C
2024-01-31,5,HUARAL,LAMPIAN,14 °C,14 °C
2024-02-01,5,HUARAL,LAMPIAN,,14 °C
2024-02-08,6,HUARAL,LAMPIAN,15 °C,15 °C
2024-02-15,7,HUARAL,LAMPIAN,18 °C,18 °C
2024-02-22,8,HUARAL,LAMPIAN,13 °C,13 °C
2024-02-29,9,HUARAL,LAMPIAN,14 °C,14 °C
2024-03-01,9,HUARAL,LAMPIAN,13 °C,15 °C
2024-03-08,10,HUARAL,LAMPIAN,14 °C,14 °C
2024-03-16,11,HUARAL,LAMPIAN,15 °C,15 °C
2024-03-23,12,HUARAL,LAMPIAN,14 °C,
2024-03-31,13,HUARAL,LAMPIAN,13 °C,13 °C
2024-04-01,14,HUARAL,LAMPIAN,14 °C,14 °C
2024-04-08,15,HUARAL,LAMPIAN,15 °C,15 °C
2024-04-15,16,HUARAL,LAMPIAN,14 °C,14 °C
2024-04-22,17,HUARAL,LAMPIAN,12 °C,12 °C
2024-04-30,18,HUARAL,LAMPIAN,15 °C,15 °C
2020-01-01,1,HUARAL,AUCALLAMA,,24 °C
2020-01-08,2,HUARAL,AUCALLAMA,,25 °C
2020-01-16,3,HUARAL,AUCALLAMA,18 °C,25 °C
2020-01-23,4,HUARAL,AUCALLAMA,,24 °C
2020-01-31,5,HUARAL,AUCALLAMA,21 °C,24 °C
2020-02-01,5,HUARAL,AUCALLAMA,20 °C,24 °C
2020-02-08,6,HUARAL,AUCALLAMA,21 °C,25 °C
2020-02-15,7,HUARAL,AUCALLAMA,19 °C,25 °C
2020-02-22,8,HUARAL,AUCALLAMA,19 °C,24 °C
2020-02-29,9,HUARAL,AUCALLAMA,20 °C,27 °C
2020-03-01,9,HUARAL,AUCALLAMA,20 °C,24 °C
2020-03-08,10,HUARAL,AUCALLAMA,20 °C,27 °C
2020-03-16,12,HUARAL,AUCALLAMA,,22 °C
2020-03-23,13,HUARAL,AUCALLAMA,20 °C,27 °C
2020-03-31,14,HUARAL,AUCALLAMA,20 °C,26 °C
2020-04-01,14,HUARAL,AUCALLAMA,20 °C,26 °C
2020-04-08,15,HUARAL,AUCALLAMA,,26 °C
2020-04-15,16,HUARAL,AUCALLAMA,18 °C,25 °C
2020-04-22,17,HUARAL,AUCALLAMA,,24 °C
2020-04-30,18,HUARAL,AUCALLAMA,17 °C,26 °C
2020-05-01,18,HUARAL,AUCALLAMA,,26 °C
2020-05-08,19,HUARAL,AUCALLAMA,19 °C,25 °C
2020-05-16,20,HUARAL,AUCALLAMA,,22 °C
2020-05-23,21,HUARAL,AUCALLAMA,18 °C,23 °C
2020-05-31,22,HUARAL,AUCALLAMA,,22 °C
2020-06-01,23,HUARAL,AUCALLAMA,17 °C,23 °C
2020-06-08,24,HUARAL,AUCALLAMA,17 °C,21 °C
2020-06-15,25,HUARAL,AUCALLAMA,17 °C,20 °C
2020-06-22,26,HUARAL,AUCALLAMA,,20 °C
2020-06-30,27,HUARAL,AUCALLAMA,,20 °C
2020-07-01,27,HUARAL,AUCALLAMA,,20 °C
2020-07-08,28,HUARAL,AUCALLAMA,14 °C,17 °C
2020-07-16,29,HUARAL,AUCALLAMA,,19 °C
2020-07-23,30,HUARAL,AUCALLAMA,15 °C,21 °C
2020-07-31,31,HUARAL,AUCALLAMA,15 °C,21 °C
2020-08-01,31,HUARAL,AUCALLAMA,13 °C,20 °C
2020-08-08,32,HUARAL,AUCALLAMA,,24 °C
2020-08-16,33,HUARAL,AUCALLAMA,,21 °C
2020-08-23,34,HUARAL,AUCALLAMA,,21 °C
2020-08-31,36,HUARAL,AUCALLAMA,,20 °C
2020-09-01,36,HUARAL,AUCALLAMA,14 °C,19 °C
2020-09-08,37,HUARAL,AUCALLAMA,18 °C,22 °C
2020-09-15,38,HUARAL,AUCALLAMA,15 °C,22 °C
2020-09-22,39,HUARAL,AUCALLAMA,16 °C,22 °C
2020-09-30,40,HUARAL,AUCALLAMA,16 °C,24 °C
2020-10-01,40,HUARAL,AUCALLAMA,15 °C,23 °C
2020-10-08,41,HUARAL,AUCALLAMA,,24 °C
2020-10-16,42,HUARAL,AUCALLAMA,15 °C,24 °C
2020-10-23,43,HUARAL,AUCALLAMA,,23 °C
2020-10-31,44,HUARAL,AUCALLAMA,,22 °C
2020-11-01,44,HUARAL,AUCALLAMA,,21 °C
2020-11-08,45,HUARAL,AUCALLAMA,,22 °C
2020-11-15,46,HUARAL,AUCALLAMA,14 °C,23 °C
2020-11-22,47,HUARAL,AUCALLAMA,18 °C,22 °C
2020-11-30,49,HUARAL,AUCALLAMA,,23 °C
2020-12-01,49,HUARAL,AUCALLAMA,,25 °C
2020-12-08,50,HUARAL,AUCALLAMA,,22 °C
2020-12-16,51,HUARAL,AUCALLAMA,18 °C,24 °C
2020-12-23,52,HUARAL,AUCALLAMA,,23 °C
2020-12-31,53,HUARAL,AUCALLAMA,,24 °C
2021-01-01,53,HUARAL,AUCALLAMA,17 °C,24 °C
2021-01-08,1,HUARAL,AUCALLAMA,18 °C,23 °C
2021-01-16,2,HUARAL,AUCALLAMA,19 °C,23 °C
2021-01-23,3,HUARAL,AUCALLAMA,,24 °C
2021-01-31,4,HUARAL,AUCALLAMA,17 °C,26 °C
2021-02-01,5,HUARAL,AUCALLAMA,17 °C,23 °C
2021-02-07,5,HUARAL,AUCALLAMA,,24 °C
2021-02-14,6,HUARAL,AUCALLAMA,18 °C,26 °C
2021-02-21,7,HUARAL,AUCALLAMA,16 °C,23 °C
2021-02-28,8,HUARAL,AUCALLAMA,19 °C,26 °C
2021-03-01,9,HUARAL,AUCALLAMA,19 °C,28 °C
2021-03-08,10,HUARAL,AUCALLAMA,20 °C,27 °C
2021-03-16,11,HUARAL,AUCALLAMA,20 °C,26 °C
2021-03-23,12,HUARAL,AUCALLAMA,,27 °C
2021-03-31,13,HUARAL,AUCALLAMA,19 °C,25 °C
2021-04-01,13,HUARAL,AUCALLAMA,17 °C,25 °C
2021-04-08,14,HUARAL,AUCALLAMA,19 °C,25 °C
2021-04-15,15,HUARAL,AUCALLAMA,17 °C,24 °C
2021-04-22,16,HUARAL,AUCALLAMA,,25 °C
2021-04-30,17,HUARAL,AUCALLAMA,17 °C,24 °C
2021-05-01,17,HUARAL,AUCALLAMA,18 °C,24 °C
2021-05-08,18,HUARAL,AUCALLAMA,,22 °C
2021-05-16,19,HUARAL,AUCALLAMA,17 °C,23 °C
2021-05-23,20,HUARAL,AUCALLAMA,,22 °C
2021-05-31,22,HUARAL,AUCALLAMA,,22 °C
2021-06-01,22,HUARAL,AUCALLAMA,18 °C,21 °C
2021-06-08,23,HUARAL,AUCALLAMA,15 °C,22 °C
2021-06-15,24,HUARAL,AUCALLAMA,,22 °C
2021-06-22,25,HUARAL,AUCALLAMA,,19 °C
2021-06-30,26,HUARAL,AUCALLAMA,14 °C,21 °C
2021-07-01,26,HUARAL,AUCALLAMA,,20 °C
2021-07-08,27,HUARAL,AUCALLAMA,16 °C,22 °C
2021-07-16,28,HUARAL,AUCALLAMA,,18 °C
2021-07-23,29,HUARAL,AUCALLAMA,,22 °C
2021-07-31,30,HUARAL,AUCALLAMA,13 °C,19 °C
2021-08-01,30,HUARAL,AUCALLAMA,,20 °C
2021-08-08,31,HUARAL,AUCALLAMA,,18 °C
2021-08-16,33,HUARAL,AUCALLAMA,,19 °C
2021-08-23,34,HUARAL,AUCALLAMA,,20 °C
2021-08-31,35,HUARAL,AUCALLAMA,,21 °C
2021-09-01,35,HUARAL,AUCALLAMA,16 °C,21 °C
2021-09-08,36,HUARAL,AUCALLAMA,,19 °C
2021-09-15,37,HUARAL,AUCALLAMA,,20 °C
2021-09-22,38,HUARAL,AUCALLAMA,,21 °C
2021-09-30,39,HUARAL,AUCALLAMA,,24 °C
2021-10-01,39,HUARAL,AUCALLAMA,17 °C,24 °C
2021-10-08,40,HUARAL,AUCALLAMA,18 °C,22 °C
2021-10-16,41,HUARAL,AUCALLAMA,,24 °C
2021-10-23,42,HUARAL,AUCALLAMA,,24 °C
2021-10-31,43,HUARAL,AUCALLAMA,18 °C,26 °C
2021-11-01,44,HUARAL,AUCALLAMA,18 °C,25 °C
2021-11-08,45,HUARAL,AUCALLAMA,,22 °C
2021-11-15,46,HUARAL,AUCALLAMA,,22 °C
2021-11-22,47,HUARAL,AUCALLAMA,15 °C,21 °C
2021-11-30,48,HUARAL,AUCALLAMA,,21 °C
2021-12-01,48,HUARAL,AUCALLAMA,17 °C,21 °C
2021-12-08,49,HUARAL,AUCALLAMA,,24 °C
2021-12-16,50,HUARAL,AUCALLAMA,16 °C,20 °C
2021-12-23,51,HUARAL,AUCALLAMA,15 °C,26 °C
2021-12-31,52,HUARAL,AUCALLAMA,20 °C,26 °C
2022-01-01,52,HUARAL,AUCALLAMA,,24 °C
2022-01-08,1,HUARAL,AUCALLAMA,,25 °C
2022-01-16,2,HUARAL,AUCALLAMA,19 °C,25 °C
2022-01-23,3,HUARAL,AUCALLAMA,18 °C,26 °C
2022-01-31,5,HUARAL,AUCALLAMA,,24 °C
2022-02-01,5,HUARAL,AUCALLAMA,,26 °C
2022-02-07,6,HUARAL,AUCALLAMA,,25 °C
2022-02-14,7,HUARAL,AUCALLAMA,,26 °C
2022-02-21,8,HUARAL,AUCALLAMA,18 °C,23 °C
2022-02-28,9,HUARAL,AUCALLAMA,,25 °C
2022-03-01,9,HUARAL,AUCALLAMA,,23 °C
2022-03-08,10,HUARAL,AUCALLAMA,,27 °C
2022-03-16,11,HUARAL,AUCALLAMA,20 °C,27 °C
2022-03-23,12,HUARAL,AUCALLAMA,,27 °C
2022-03-31,13,HUARAL,AUCALLAMA,,28 °C
2022-04-01,13,HUARAL,AUCALLAMA,,26 °C
2022-04-08,14,HUARAL,AUCALLAMA,,24 °C
2022-04-15,15,HUARAL,AUCALLAMA,,23 °C
2022-04-22,16,HUARAL,AUCALLAMA,,24 °C
2022-04-30,17,HUARAL,AUCALLAMA,,26 °C
2022-05-01,17,HUARAL,AUCALLAMA,19 °C,23 °C
2022-05-08,18,HUARAL,AUCALLAMA,,24 °C
2022-05-16,20,HUARAL,AUCALLAMA,,23 °C
2022-05-23,21,HUARAL,AUCALLAMA,,22 °C
2022-05-31,22,HUARAL,AUCALLAMA,14 °C,21 °C
2022-06-01,22,HUARAL,AUCALLAMA,15 °C,22 °C
2022-06-08,23,HUARAL,AUCALLAMA,15 °C,19 °C
2022-06-15,24,HUARAL,AUCALLAMA,,19 °C
2022-06-22,25,HUARAL,AUCALLAMA,,18 °C
2022-06-30,26,HUARAL,AUCALLAMA,,20 °C
2022-07-01,26,HUARAL,AUCALLAMA,,20 °C
2022-07-08,27,HUARAL,AUCALLAMA,,22 °C
2022-07-16,28,HUARAL,AUCALLAMA,,18 °C
2022-07-23,29,HUARAL,AUCALLAMA,14 °C,20 °C
2022-07-31,30,HUARAL,AUCALLAMA,,20 °C
2022-08-01,31,HUARAL,AUCALLAMA,,22 °C
2022-08-08,32,HUARAL,AUCALLAMA,14 °C,21 °C
2022-08-16,33,HUARAL,AUCALLAMA,16 °C,20 °C
2022-08-23,34,HUARAL,AUCALLAMA,17 °C,22 °C
2022-08-31,35,HUARAL,AUCALLAMA,,21 °C
2022-09-01,35,HUARAL,AUCALLAMA,13 °C,21 °C
2022-09-08,36,HUARAL,AUCALLAMA,,19 °C
2022-09-15,37,HUARAL,AUCALLAMA,,22 °C
2022-09-22,38,HUARAL,AUCALLAMA,14 °C,22 °C
2022-09-30,39,HUARAL,AUCALLAMA,,22 °C
2022-10-01,39,HUARAL,AUCALLAMA,16 °C,23 °C
2022-10-08,40,HUARAL,AUCALLAMA,,22 °C
2022-10-16,41,HUARAL,AUCALLAMA,,24 °C
2022-10-23,42,HUARAL,AUCALLAMA,,24 °C
2022-10-31,44,HUARAL,AUCALLAMA,,24 °C
