,Año,Semana,Ubigeo,Casos
2227,2021,45,150123,0.0
2228,2021,45,150124,0.0
2229,2021,45,150121,0.0
2230,2021,45,150125,0.0
2231,2021,45,150126,0.0
2232,2021,45,150127,0.0
2233,2021,45,150128,0.0
2234,2021,45,150129,0.0
2235,2021,45,150130,0.0
2236,2021,45,150131,0.0
2237,2021,45,150132,0.0
2238,2021,45,150133,0.0
2239,2021,45,150134,0.0
2240,2021,45,150135,0.0
2241,2021,45,150136,0.0
2242,2021,45,150137,0.0
2243,2021,45,150138,0.0
2244,2021,45,150139,0.0
2245,2021,45,150140,0.0
2246,2021,45,150141,0.0
2247,2021,45,70106,0.0
2248,2021,45,150142,0.0
2249,2021,45,150143,0.0
2250,2021,46,150102,0.0
2251,2021,46,150103,0.0
2252,2021,46,150104,0.0
2253,2021,46,70102,0.0
2254,2021,46,150105,0.0
2255,2021,46,70101,0.0
2256,2021,46,150106,0.0
2257,2021,46,70103,0.0
2258,2021,46,150107,0.0
2259,2021,46,150108,0.0
2260,2021,46,150109,0.0
2261,2021,46,150110,0.0
2262,2021,46,150111,0.0
2263,2021,46,150112,0.0
2264,2021,46,150113,0.0
2265,2021,46,150114,0.0
2266,2021,46,70104,0.0
2267,2021,46,70105,0.0
2268,2021,46,150115,0.0
2269,2021,46,150101,0.0
2270,2021,46,150116,0.0
2271,2021,46,150117,0.0
2272,2021,46,150118,0.0
2273,2021,46,150119,0.0
2274,2021,46,150120,0.0
2275,2021,46,70107,0.0
2276,2021,46,150122,0.0
2277,2021,46,150123,0.0
2278,2021,46,150124,0.0
2279,2021,46,150121,0.0
2280,2021,46,150125,0.0
2281,2021,46,150126,0.0
2282,2021,46,150127,0.0
2283,2021,46,150128,0.0
2284,2021,46,150129,0.0
2285,2021,46,150130,0.0
2286,2021,46,150131,0.0
2287,2021,46,150132,0.0
2288,2021,46,150133,0.0
2289,2021,46,150134,0.0
2290,2021,46,150135,0.0
2291,2021,46,150136,0.0
2292,2021,46,150137,0.0
2293,2021,46,150138,0.0
2294,2021,46,150139,0.0
2295,2021,46,150140,0.0
2296,2021,46,150141,0.0
2297,2021,46,70106,0.0
2298,2021,46,150142,0.0
2299,2021,46,150143,0.0
2300,2021,47,150102,0.0
2301,2021,47,150103,0.0
2302,2021,47,150104,0.0
2303,2021,47,70102,0.0
2304,2021,47,150105,0.0
2305,2021,47,70101,0.0
2306,2021,47,150106,0.0
2307,2021,47,70103,0.0
2308,2021,47,150107,0.0
2309,2021,47,150108,0.0
2310,2021,47,150109,0.0
2311,2021,47,150110,0.0
2312,2021,47,150111,0.0
2313,2021,47,150112,0.0
2314,2021,47,150113,0.0
2315,2021,47,150114,0.0
2316,2021,47,70104,0.0
2317,2021,47,70105,0.0
2318,2021,47,150115,0.0
2319,2021,47,150101,0.0
2320,2021,47,150116,0.0
2321,2021,47,150117,0.0
2322,2021,47,150118,0.0
2323,2021,47,150119,0.0
2324,2021,47,150120,0.0
2325,2021,47,70107,0.0
2326,2021,47,150122,0.0
2327,2021,47,150123,0.0
2328,2021,47,150124,0.0
2329,2021,47,150121,0.0
2330,2021,47,150125,0.0
2331,2021,47,150126,0.0
2332,2021,47,150127,0.0
2333,2021,47,150128,0.0
2334,2021,47,150129,0.0
2335,2021,47,150130,0.0
2336,2021,47,150131,0.0
2337,2021,47,150132,0.0
2338,2021,47,150133,0.0
2339,2021,47,150134,0.0
2340,2021,47,150135,0.0
2341,2021,47,150136,0.0
2342,2021,47,150137,0.0
2343,2021,47,150138,0.0
2344,2021,47,150139,0.0
2345,2021,47,150140,0.0
2346,2021,47,150141,0.0
2347,2021,47,70106,0.0
2348,2021,47,150142,0.0
2349,2021,47,150143,0.0
2350,2021,48,150102,0.0
2351,2021,48,150103,0.0
2352,2021,48,150104,0.0
2353,2021,48,70102,0.0
2354,2021,48,150105,0.0
2355,2021,48,70101,0.0
2356,2021,48,150106,0.0
2357,2021,48,70103,0.0
2358,2021,48,150107,1.0
2359,2021,48,150108,0.0
2360,2021,48,150109,0.0
2361,2021,48,150110,0.0
2362,2021,48,150111,0.0
2363,2021,48,150112,0.0
2364,2021,48,150113,0.0
2365,2021,48,150114,0.0
2366,2021,48,70104,0.0
2367,2021,48,70105,0.0
2368,2021,48,150115,0.0
2369,2021,48,150101,0.0
2370,2021,48,150116,1.0
2371,2021,48,150117,0.0
2372,2021,48,150118,0.0
2373,2021,48,150119,0.0
2374,2021,48,150120,0.0
2375,2021,48,70107,0.0
2376,2021,48,150122,0.0
2377,2021,48,150123,0.0
2378,2021,48,150124,0.0
2379,2021,48,150121,0.0
2380,2021,48,150125,0.0
2381,2021,48,150126,0.0
2382,2021,48,150127,0.0
2383,2021,48,150128,0.0
2384,2021,48,150129,0.0
2385,2021,48,150130,0.0
2386,2021,48,150131,0.0
2387,2021,48,150132,0.0
2388,2021,48,150133,0.0
2389,2021,48,150134,0.0
2390,2021,48,150135,0.0
2391,2021,48,150136,0.0
2392,2021,48,150137,0.0
2393,2021,48,150138,0.0
2394,2021,48,150139,0.0
2395,2021,48,150140,0.0
2396,2021,48,150141,0.0
2397,2021,48,70106,0.0
2398,2021,48,150142,0.0
2399,2021,48,150143,0.0
2400,2021,49,150102,0.0
2401,2021,49,150103,0.0
2402,2021,49,150104,0.0
2403,2021,49,70102,0.0
2404,2021,49,150105,0.0
2405,2021,49,70101,0.0
2406,2021,49,150106,0.0
2407,2021,49,70103,0.0
2408,2021,49,150107,0.0
2409,2021,49,150108,0.0
2410,2021,49,150109,0.0
2411,2021,49,150110,0.0
2412,2021,49,150111,0.0
2413,2021,49,150112,0.0
2414,2021,49,150113,0.0
2415,2021,49,150114,0.0
2416,2021,49,70104,0.0
2417,2021,49,70105,0.0
2418,2021,49,150115,0.0
2419,2021,49,150101,0.0
2420,2021,49,150116,0.0
2421,2021,49,150117,0.0
2422,2021,49,150118,0.0
2423,2021,49,150119,0.0
2424,2021,49,150120,0.0
2425,2021,49,70107,0.0
2426,2021,49,150122,0.0
2427,2021,49,150123,0.0
2428,2021,49,150124,0.0
2429,2021,49,150121,0.0
2430,2021,49,150125,0.0
2431,2021,49,150126,0.0
2432,2021,49,150127,0.0
2433,2021,49,150128,0.0
2434,2021,49,150129,0.0
2435,2021,49,150130,0.0
2436,2021,49,150131,0.0
2437,2021,49,150132,0.0
2438,2021,49,150133,0.0
2439,2021,49,150134,0.0
2440,2021,49,150135,0.0
2441,2021,49,150136,0.0
2442,2021,49,150137,0.0
2443,2021,49,150138,0.0
2444,2021,49,150139,0.0
2445,2021,49,150140,0.0
2446,2021,49,150141,0.0
2447,2021,49,70106,0.0
2448,2021,49,150142,0.0
2449,2021,49,150143,0.0
2450,2021,50,150102,0.0
2451,2021,50,150103,0.0
2452,2021,50,150104,0.0
2453,2021,50,70102,0.0
2454,2021,50,150105,0.0
2455,2021,50,70101,0.0
2456,2021,50,150106,0.0
2457,2021,50,70103,0.0
2458,2021,50,150107,0.0
2459,2021,50,150108,0.0
2460,2021,50,150109,0.0
2461,2021,50,150110,0.0
2462,2021,50,150111,0.0
2463,2021,50,150112,0.0
2464,2021,50,150113,0.0
2465,2021,50,150114,0.0
2466,2021,50,70104,0.0
2467,2021,50,70105,0.0
2468,2021,50,150115,0.0
2469,2021,50,150101,0.0
2470,2021,50,150116,0.0
2471,2021,50,150117,0.0
2472,2021,50,150118,0.0
2473,2021,50,150119,0.0
2474,2021,50,150120,0.0
2475,2021,50,70107,0.0
2476,2021,50,150122,0.0
2477,2021,50,150123,0.0
2478,2021,50,150124,0.0
2479,2021,50,150121,0.0
2480,2021,50,150125,0.0
2481,2021,50,150126,0.0
2482,2021,50,150127,0.0
2483,2021,50,150128,0.0
2484,2021,50,150129,0.0
2485,2021,50,150130,0.0
2486,2021,50,150131,0.0
2487,2021,50,150132,0.0
2488,2021,50,150133,0.0
2489,2021,50,150134,0.0
2490,2021,50,150135,0.0
2491,2021,50,150136,0.0
2492,2021,50,150137,0.0
2493,2021,50,150138,0.0
2494,2021,50,150139,0.0
2495,2021,50,150140,0.0
2496,2021,50,150141,0.0
2497,2021,50,70106,0.0
2498,2021,50,150142,0.0
2499,2021,50,150143,0.0
2500,2021,51,150102,0.0
2501,2021,51,150103,0.0
2502,2021,51,150104,0.0
2503,2021,51,70102,0.0
2504,2021,51,150105,0.0
2505,2021,51,70101,0.0
2506,2021,51,150106,0.0
2507,2021,51,70103,0.0
2508,2021,51,150107,0.0
2509,2021,51,150108,0.0
2510,2021,51,150109,0.0
2511,2021,51,150110,0.0
2512,2021,51,150111,0.0
2513,2021,51,150112,0.0
2514,2021,51,150113,0.0
2515,2021,51,150114,0.0
2516,2021,51,70104,0.0
2517,2021,51,70105,0.0
2518,2021,51,150115,0.0
2519,2021,51,150101,0.0
2520,2021,51,150116,0.0
2521,2021,51,150117,0.0
2522,2021,51,150118,0.0
2523,2021,51,150119,0.0
2524,2021,51,150120,0.0
2525,2021,51,70107,0.0
2526,2021,51,150122,0.0
2527,2021,51,150123,0.0
2528,2021,51,150124,0.0
2529,2021,51,150121,0.0
2530,2021,51,150125,0.0
2531,2021,51,150126,0.0
2532,2021,51,150127,0.0
2533,2021,51,150128,0.0
2534,2021,51,150129,0.0
2535,2021,51,150130,0.0
2536,2021,51,150131,0.0
2537,2021,51,150132,0.0
2538,2021,51,150133,0.0
2539,2021,51,150134,0.0
2540,2021,51,150135,0.0
2541,2021,51,150136,0.0
2542,2021,51,150137,0.0
2543,2021,51,150138,0.0
2544,2021,51,150139,0.0
2545,2021,51,150140,0.0
2546,2021,51,150141,0.0
2547,2021,51,70106,0.0
2548,2021,51,150142,0.0
2549,2021,51,150143,0.0
2550,2021,52,150102,0.0
2551,2021,52,150103,0.0
2552,2021,52,150104,0.0
2553,2021,52,70102,0.0
2554,2021,52,150105,0.0
2555,2021,52,70101,0.0
2556,2021,52,150106,0.0
2557,2021,52,70103,0.0
2558,2021,52,150107,0.0
2559,2021,52,150108,0.0
2560,2021,52,150109,0.0
2561,2021,52,150110,0.0
2562,2021,52,150111,0.0
2563,2021,52,150112,0.0
2564,2021,52,150113,0.0
2565,2021,52,150114,0.0
2566,2021,52,70104,0.0
2567,2021,52,70105,0.0
2568,2021,52,150115,0.0
2569,2021,52,150101,0.0
2570,2021,52,150116,0.0
2571,2021,52,150117,0.0
2572,2021,52,150118,0.0
2573,2021,52,150119,0.0
2574,2021,52,150120,0.0
2575,2021,52,70107,0.0
2576,2021,52,150122,0.0
2577,2021,52,150123,0.0
2578,2021,52,150124,0.0
2579,2021,52,150121,0.0
2580,2021,52,150125,0.0
2581,2021,52,150126,0.0
2582,2021,52,150127,0.0
2583,2021,52,150128,0.0
2584,2021,52,150129,0.0
2585,2021,52,150130,1.0
2586,2021,52,150131,0.0
2587,2021,52,150132,0.0
2588,2021,52,150133,0.0
2589,2021,52,150134,0.0
2590,2021,52,150135,0.0
2591,2021,52,150136,0.0
2592,2021,52,150137,0.0
2593,2021,52,150138,0.0
2594,2021,52,150139,0.0
2595,2021,52,150140,0.0
2596,2021,52,150141,0.0
2597,2021,52,70106,0.0
2598,2021,52,150142,0.0
2599,2021,52,150143,0.0
2600,2022,1,150102,0.0
2601,2022,1,150103,0.0
2602,2022,1,150104,0.0
2603,2022,1,70102,0.0
2604,2022,1,150105,0.0
2605,2022,1,70101,0.0
2606,2022,1,150106,0.0
2607,2022,1,70103,0.0
2608,2022,1,150107,0.0
2609,2022,1,150108,0.0
2610,2022,1,150109,0.0
2611,2022,1,150110,2.0
2612,2022,1,150111,0.0
2613,2022,1,150112,0.0
2614,2022,1,150113,0.0
2615,2022,1,150114,0.0
2616,2022,1,70104,0.0
2617,2022,1,70105,0.0
2618,2022,1,150115,0.0
2619,2022,1,150101,0.0
2620,2022,1,150116,0.0
2621,2022,1,150117,0.0
2622,2022,1,150118,0.0
2623,2022,1,150119,0.0
2624,2022,1,150120,0.0
2625,2022,1,70107,0.0
2626,2022,1,150122,0.0
2627,2022,1,150123,0.0
2628,2022,1,150124,0.0
2629,2022,1,150121,0.0
2630,2022,1,150125,0.0
2631,2022,1,150126,0.0
2632,2022,1,150127,0.0
2633,2022,1,150128,0.0
2634,2022,1,150129,0.0
2635,2022,1,150130,0.0
2636,2022,1,150131,0.0
2637,2022,1,150132,0.0
2638,2022,1,150133,0.0
2639,2022,1,150134,0.0
2640,2022,1,150135,0.0
2641,2022,1,150136,0.0
2642,2022,1,150137,0.0
2643,2022,1,150138,0.0
2644,2022,1,150139,0.0
2645,2022,1,150140,0.0
2646,2022,1,150141,0.0
2647,2022,1,70106,0.0
2648,2022,1,150142,0.0
2649,2022,1,150143,0.0
2650,2022,2,150102,0.0
2651,2022,2,150103,0.0
2652,2022,2,150104,0.0
2653,2022,2,70102,0.0
2654,2022,2,150105,0.0
2655,2022,2,70101,0.0
2656,2022,2,150106,0.0
2657,2022,2,70103,0.0
2658,2022,2,150107,0.0
2659,2022,2,150108,0.0
2660,2022,2,150109,0.0
2661,2022,2,150110,0.0
2662,2022,2,150111,0.0
2663,2022,2,150112,0.0
2664,2022,2,150113,0.0
2665,2022,2,150114,0.0
2666,2022,2,70104,0.0
2667,2022,2,70105,0.0
2668,2022,2,150115,0.0
2669,2022,2,150101,0.0
2670,2022,2,150116,0.0
2671,2022,2,150117,0.0
2672,2022,2,150118,0.0
2673,2022,2,150119,0.0
2674,2022,2,150120,0.0
2675,2022,2,70107,0.0
2676,2022,2,150122,0.0
2677,2022,2,150123,0.0
2678,2022,2,150124,0.0
2679,2022,2,150121,0.0
2680,2022,2,150125,0.0
2681,2022,2,150126,0.0
2682,2022,2,150127,0.0
2683,2022,2,150128,0.0
2684,2022,2,150129,0.0
2685,2022,2,150130,0.0
2686,2022,2,150131,0.0
2687,2022,2,150132,0.0
2688,2022,2,150133,0.0
2689,2022,2,150134,0.0
2690,2022,2,150135,0.0
2691,2022,2,150136,0.0
2692,2022,2,150137,0.0
2693,2022,2,150138,0.0
2694,2022,2,150139,0.0
2695,2022,2,150140,0.0
2696,2022,2,150141,0.0
2697,2022,2,70106,0.0
2698,2022,2,150142,0.0
2699,2022,2,150143,0.0
2700,2022,3,150102,0.0
2701,2022,3,150103,0.0
2702,2022,3,150104,0.0
2703,2022,3,70102,0.0
2704,2022,3,150105,0.0
2705,2022,3,70101,0.0
2706,2022,3,150106,0.0
2707,2022,3,70103,0.0
2708,2022,3,150107,0.0
2709,2022,3,150108,0.0
2710,2022,3,150109,0.0
2711,2022,3,150110,1.0
2712,2022,3,150111,0.0
2713,2022,3,150112,1.0
2714,2022,3,150113,0.0
2715,2022,3,150114,0.0
2716,2022,3,70104,0.0
2717,2022,3,70105,0.0
2718,2022,3,150115,0.0
2719,2022,3,150101,0.0
2720,2022,3,150116,0.0
2721,2022,3,150117,0.0
2722,2022,3,150118,0.0
2723,2022,3,150119,0.0
2724,2022,3,150120,0.0
2725,2022,3,70107,0.0
2726,2022,3,150122,0.0
2727,2022,3,150123,0.0
2728,2022,3,150124,0.0
2729,2022,3,150121,0.0
2730,2022,3,150125,0.0
2731,2022,3,150126,0.0
2732,2022,3,150127,0.0
2733,2022,3,150128,0.0
2734,2022,3,150129,0.0
2735,2022,3,150130,0.0
2736,2022,3,150131,0.0
2737,2022,3,150132,0.0
2738,2022,3,150133,0.0
2739,2022,3,150134,0.0
2740,2022,3,150135,0.0
2741,2022,3,150136,0.0
2742,2022,3,150137,0.0
2743,2022,3,150138,0.0
2744,2022,3,150139,0.0
2745,2022,3,150140,0.0
2746,2022,3,150141,0.0
2747,2022,3,70106,0.0
2748,2022,3,150142,0.0
2749,2022,3,150143,0.0
2750,2022,4,150102,0.0
2751,2022,4,150103,0.0
2752,2022,4,150104,0.0
2753,2022,4,70102,0.0
2754,2022,4,150105,0.0
2755,2022,4,70101,0.0
2756,2022,4,150106,0.0
2757,2022,4,70103,0.0
2758,2022,4,150107,0.0
2759,2022,4,150108,0.0
2760,2022,4,150109,0.0
2761,2022,4,150110,0.0
2762,2022,4,150111,0.0
2763,2022,4,150112,0.0
2764,2022,4,150113,0.0
2765,2022,4,150114,0.0
2766,2022,4,70104,0.0
2767,2022,4,70105,0.0
2768,2022,4,150115,0.0
2769,2022,4,150101,0.0
2770,2022,4,150116,0.0
2771,2022,4,150117,0.0
2772,2022,4,150118,0.0
2773,2022,4,150119,0.0
2774,2022,4,150120,0.0
2775,2022,4,70107,0.0
2776,2022,4,150122,0.0
2777,2022,4,150123,0.0
2778,2022,4,150124,0.0
2779,2022,4,150121,0.0
2780,2022,4,150125,0.0
2781,2022,4,150126,0.0
2782,2022,4,150127,0.0
2783,2022,4,150128,0.0
2784,2022,4,150129,0.0
2785,2022,4,150130,0.0
2786,2022,4,150131,0.0
2787,2022,4,150132,1.0
2788,2022,4,150133,0.0
2789,2022,4,150134,0.0
2790,2022,4,150135,0.0
2791,2022,4,150136,0.0
2792,2022,4,150137,0.0
2793,2022,4,150138,0.0
2794,2022,4,150139,0.0
2795,2022,4,150140,0.0
2796,2022,4,150141,0.0
2797,2022,4,70106,0.0
2798,2022,4,150142,0.0
2799,2022,4,150143,0.0
2800,2022,5,150102,0.0
2801,2022,5,150103,0.0
2802,2022,5,150104,0.0
2803,2022,5,70102,0.0
2804,2022,5,150105,0.0
2805,2022,5,70101,0.0
2806,2022,5,150106,0.0
2807,2022,5,70103,0.0
2808,2022,5,150107,0.0
2809,2022,5,150108,0.0
2810,2022,5,150109,0.0
2811,2022,5,150110,0.0
2812,2022,5,150111,0.0
2813,2022,5,150112,1.0
2814,2022,5,150113,0.0
2815,2022,5,150114,0.0
2816,2022,5,70104,0.0
2817,2022,5,70105,0.0
2818,2022,5,150115,0.0
2819,2022,5,150101,0.0
2820,2022,5,150116,0.0
2821,2022,5,150117,0.0
2822,2022,5,150118,0.0
2823,2022,5,150119,0.0
2824,2022,5,150120,0.0
2825,2022,5,70107,0.0
2826,2022,5,150122,0.0
2827,2022,5,150123,0.0
2828,2022,5,150124,0.0
2829,2022,5,150121,0.0
2830,2022,5,150125,0.0
2831,2022,5,150126,0.0
2832,2022,5,150127,0.0
2833,2022,5,150128,0.0
2834,2022,5,150129,0.0
2835,2022,5,150130,0.0
2836,2022,5,150131,0.0
2837,2022,5,150132,0.0
2838,2022,5,150133,0.0
2839,2022,5,150134,0.0
2840,2022,5,150135,0.0
2841,2022,5,150136,0.0
2842,2022,5,150137,0.0
2843,2022,5,150138,0.0
2844,2022,5,150139,0.0
2845,2022,5,150140,0.0
2846,2022,5,150141,0.0
2847,2022,5,70106,0.0
2848,2022,5,150142,0.0
2849,2022,5,150143,0.0
2850,2022,6,150102,0.0
2851,2022,6,150103,0.0
2852,2022,6,150104,0.0
2853,2022,6,70102,0.0
2854,2022,6,150105,0.0
2855,2022,6,70101,0.0
2856,2022,6,150106,0.0
2857,2022,6,70103,0.0
2858,2022,6,150107,0.0
2859,2022,6,150108,0.0
2860,2022,6,150109,0.0
2861,2022,6,150110,2.0
2862,2022,6,150111,0.0
2863,2022,6,150112,0.0
2864,2022,6,150113,0.0
2865,2022,6,150114,0.0
2866,2022,6,70104,0.0
2867,2022,6,70105,0.0
2868,2022,6,150115,0.0
2869,2022,6,150101,0.0
2870,2022,6,150116,0.0
2871,2022,6,150117,0.0
2872,2022,6,150118,0.0
2873,2022,6,150119,0.0
2874,2022,6,150120,0.0
2875,2022,6,70107,0.0
2876,2022,6,150122,0.0
2877,2022,6,150123,0.0
2878,2022,6,150124,0.0
2879,2022,6,150121,0.0
2880,2022,6,150125,0.0
2881,2022,6,150126,0.0
2882,2022,6,150127,0.0
2883,2022,6,150128,0.0
2884,2022,6,150129,0.0
2885,2022,6,150130,0.0
2886,2022,6,150131,0.0
2887,2022,6,150132,0.0
2888,2022,6,150133,0.0
2889,2022,6,150134,0.0
2890,2022,6,150135,0.0
2891,2022,6,150136,0.0
2892,2022,6,150137,0.0
2893,2022,6,150138,0.0
2894,2022,6,150139,0.0
2895,2022,6,150140,0.0
2896,2022,6,150141,0.0
2897,2022,6,70106,0.0
2898,2022,6,150142,0.0
2899,2022,6,150143,0.0
2900,2022,7,150102,0.0
2901,2022,7,150103,0.0
2902,2022,7,150104,0.0
2903,2022,7,70102,0.0
2904,2022,7,150105,0.0
2905,2022,7,70101,0.0
2906,2022,7,150106,0.0
2907,2022,7,70103,0.0
2908,2022,7,150107,0.0
2909,2022,7,150108,0.0
2910,2022,7,150109,0.0
2911,2022,7,150110,1.0
2912,2022,7,150111,0.0
2913,2022,7,150112,0.0
2914,2022,7,150113,0.0
2915,2022,7,150114,0.0
2916,2022,7,70104,0.0
2917,2022,7,70105,0.0
2918,2022,7,150115,0.0
2919,2022,7,150101,0.0
2920,2022,7,150116,0.0
2921,2022,7,150117,0.0
2922,2022,7,150118,3.0
2923,2022,7,150119,0.0
2924,2022,7,150120,0.0
2925,2022,7,70107,0.0
2926,2022,7,150122,0.0
2927,2022,7,150123,0.0
2928,2022,7,150124,0.0
2929,2022,7,150121,0.0
2930,2022,7,150125,0.0
2931,2022,7,150126,0.0
2932,2022,7,150127,0.0
2933,2022,7,150128,0.0
2934,2022,7,150129,0.0
2935,2022,7,150130,0.0
2936,2022,7,150131,0.0
2937,2022,7,150132,0.0
2938,2022,7,150133,0.0
2939,2022,7,150134,0.0
2940,2022,7,150135,0.0
2941,2022,7,150136,0.0
2942,2022,7,150137,0.0
2943,2022,7,150138,0.0
2944,2022,7,150139,0.0
2945,2022,7,150140,0.0
2946,2022,7,150141,0.0
2947,2022,7,70106,0.0
2948,2022,7,150142,0.0
2949,2022,7,150143,0.0
2950,2022,8,150102,0.0
2951,2022,8,150103,0.0
2952,2022,8,150104,0.0
2953,2022,8,70102,0.0
2954,2022,8,150105,0.0
2955,2022,8,70101,0.0
2956,2022,8,150106,0.0
2957,2022,8,70103,0.0
2958,2022,8,150107,0.0
2959,2022,8,150108,0.0
2960,2022,8,150109,0.0
2961,2022,8,150110,1.0
2962,2022,8,150111,0.0
2963,2022,8,150112,0.0
2964,2022,8,150113,0.0
2965,2022,8,150114,0.0
2966,2022,8,70104,0.0
2967,2022,8,70105,0.0
2968,2022,8,150115,0.0
2969,2022,8,150101,0.0
2970,2022,8,150116,0.0
2971,2022,8,150117,0.0
2972,2022,8,150118,4.0
2973,2022,8,150119,0.0
2974,2022,8,150120,0.0
2975,2022,8,70107,0.0
2976,2022,8,150122,0.0
2977,2022,8,150123,0.0
2978,2022,8,150124,0.0
2979,2022,8,150121,0.0
2980,2022,8,150125,0.0
2981,2022,8,150126,0.0
2982,2022,8,150127,0.0
2983,2022,8,150128,1.0
2984,2022,8,150129,0.0
2985,2022,8,150130,0.0
2986,2022,8,150131,0.0
2987,2022,8,150132,1.0
2988,2022,8,150133,0.0
2989,2022,8,150134,0.0
2990,2022,8,150135,0.0
2991,2022,8,150136,0.0
2992,2022,8,150137,0.0
2993,2022,8,150138,0.0
2994,2022,8,150139,0.0
2995,2022,8,150140,0.0
2996,2022,8,150141,0.0
2997,2022,8,70106,0.0
2998,2022,8,150142,0.0
2999,2022,8,150143,0.0
3000,2022,9,150102,0.0
3001,2022,9,150103,0.0
3002,2022,9,150104,0.0
3003,2022,9,70102,0.0
3004,2022,9,150105,0.0
3005,2022,9,70101,0.0
3006,2022,9,150106,0.0
3007,2022,9,70103,0.0
3008,2022,9,150107,0.0
3009,2022,9,150108,1.0
3010,2022,9,150109,0.0
3011,2022,9,150110,0.0
3012,2022,9,150111,0.0
3013,2022,9,150112,0.0
3014,2022,9,150113,0.0
3015,2022,9,150114,2.0
3016,2022,9,70104,0.0
3017,2022,9,70105,0.0
3018,2022,9,150115,0.0
3019,2022,9,150101,0.0
3020,2022,9,150116,0.0
3021,2022,9,150117,0.0
3022,2022,9,150118,2.0
3023,2022,9,150119,0.0
3024,2022,9,150120,0.0
3025,2022,9,70107,0.0
3026,2022,9,150122,0.0
3027,2022,9,150123,0.0
3028,2022,9,150124,0.0
3029,2022,9,150121,0.0
3030,2022,9,150125,0.0
3031,2022,9,150126,0.0
3032,2022,9,150127,0.0
3033,2022,9,150128,0.0
3034,2022,9,150129,0.0
3035,2022,9,150130,0.0
3036,2022,9,150131,0.0
3037,2022,9,150132,4.0
3038,2022,9,150133,0.0
3039,2022,9,150134,0.0
3040,2022,9,150135,0.0
3041,2022,9,150136,0.0
3042,2022,9,150137,0.0
3043,2022,9,150138,0.0
3044,2022,9,150139,0.0
3045,2022,9,150140,0.0
3046,2022,9,150141,0.0
3047,2022,9,70106,0.0
3048,2022,9,150142,0.0
3049,2022,9,150143,0.0
3050,2022,10,150102,0.0
3051,2022,10,150103,1.0
3052,2022,10,150104,0.0
3053,2022,10,70102,0.0
3054,2022,10,150105,0.0
3055,2022,10,70101,0.0
3056,2022,10,150106,0.0
3057,2022,10,70103,0.0
3058,2022,10,150107,0.0
3059,2022,10,150108,0.0
3060,2022,10,150109,0.0
3061,2022,10,150110,1.0
3062,2022,10,150111,0.0
3063,2022,10,150112,0.0
3064,2022,10,150113,0.0
3065,2022,10,150114,0.0
3066,2022,10,70104,0.0
3067,2022,10,70105,0.0
3068,2022,10,150115,0.0
3069,2022,10,150101,0.0
3070,2022,10,150116,0.0
3071,2022,10,150117,1.0
3072,2022,10,150118,6.0
3073,2022,10,150119,0.0
3074,2022,10,150120,0.0
3075,2022,10,70107,0.0
3076,2022,10,150122,0.0
3077,2022,10,150123,0.0
3078,2022,10,150124,0.0
3079,2022,10,150121,0.0
3080,2022,10,150125,0.0
3081,2022,10,150126,0.0
3082,2022,10,150127,0.0
3083,2022,10,150128,0.0
3084,2022,10,150129,0.0
3085,2022,10,150130,0.0
3086,2022,10,150131,0.0
3087,2022,10,150132,3.0
3088,2022,10,150133,0.0
3089,2022,10,150134,0.0
3090,2022,10,150135,0.0
3091,2022,10,150136,0.0
3092,2022,10,150137,0.0
3093,2022,10,150138,0.0
3094,2022,10,150139,0.0
3095,2022,10,150140,0.0
3096,2022,10,150141,0.0
3097,2022,10,70106,0.0
3098,2022,10,150142,0.0
3099,2022,10,150143,0.0
3100,2022,11,150102,0.0
3101,2022,11,150103,2.0
3102,2022,11,150104,0.0
3103,2022,11,70102,0.0
3104,2022,11,150105,0.0
3105,2022,11,70101,0.0
3106,2022,11,150106,0.0
3107,2022,11,70103,0.0
3108,2022,11,150107,0.0
3109,2022,11,150108,0.0
3110,2022,11,150109,0.0
3111,2022,11,150110,21.0
3112,2022,11,150111,0.0
3113,2022,11,150112,0.0
3114,2022,11,150113,0.0
3115,2022,11,150114,0.0
3116,2022,11,70104,0.0
3117,2022,11,70105,0.0
3118,2022,11,150115,0.0
3119,2022,11,150101,0.0
3120,2022,11,150116,0.0
3121,2022,11,150117,1.0
3122,2022,11,150118,1.0
3123,2022,11,150119,0.0
3124,2022,11,150120,0.0
3125,2022,11,70107,0.0
3126,2022,11,150122,0.0
3127,2022,11,150123,2.0
3128,2022,11,150124,0.0
3129,2022,11,150121,0.0
3130,2022,11,150125,1.0
3131,2022,11,150126,0.0
3132,2022,11,150127,0.0
3133,2022,11,150128,0.0
3134,2022,11,150129,0.0
3135,2022,11,150130,0.0
3136,2022,11,150131,0.0
3137,2022,11,150132,11.0
3138,2022,11,150133,0.0
3139,2022,11,150134,0.0
3140,2022,11,150135,1.0
3141,2022,11,150136,0.0
3142,2022,11,150137,0.0
3143,2022,11,150138,0.0
3144,2022,11,150139,0.0
3145,2022,11,150140,0.0
3146,2022,11,150141,0.0
3147,2022,11,70106,0.0
3148,2022,11,150142,0.0
3149,2022,11,150143,0.0
3150,2022,12,150102,0.0
3151,2022,12,150103,4.0
3152,2022,12,150104,0.0
3153,2022,12,70102,0.0
3154,2022,12,150105,0.0
3155,2022,12,70101,0.0
3156,2022,12,150106,2.0
3157,2022,12,70103,0.0
3158,2022,12,150107,0.0
