,Año,Provincia,Distrito,Semana,Casos
698,2023,LIMA,SAN JUAN DE LURIGANCHO,35,6.0
699,2023,LIMA,CARABAYLLO,35,5.0
700,2023,LIMA,INDEPENDENCIA,35,11.0
701,2023,LIMA,RIMAC,35,3.0
702,2023,LIMA,ATE,35,6.0
703,2023,LIMA,SAN MARTIN DE PORRES,35,3.0
704,2023,LIMA,LOS OLIVOS,35,1.0
705,2023,LIMA,LA VICTORIA,35,2.0
706,2023,LIMA,LURIGANCHO,35,5.0
707,2023,LIMA,CHACLACAYO,35,3.0
708,2023,LIMA,EL AGUSTINO,35,1.0
709,2023,LIMA,PUENTE PIEDRA,35,24.0
710,2023,LIMA,COMAS,35,10.0
711,2023,LIMA,ANCON,35,4.0
712,2023,LIMA,VILLA EL SALVADOR,35,2.0
713,2023,CALLAO,MI PERU,35,10.0
714,2023,CALLAO,CALLAO,35,1.0
715,2023,CALLAO,BELLAVISTA,35,0.0
716,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,35,1.0
717,2023,CALLAO,LA PERLA,35,0.0
718,2023,CALLAO,LA PUNTA,35,0.0
719,2023,LIMA,PUCUSANA,35,1.0
720,2023,LIMA,LURIN,35,1.0
721,2023,CALLAO,MI PERU,36,8.0
722,2023,CALLAO,CALLAO,36,4.0
723,2023,CALLAO,BELLAVISTA,36,1.0
724,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,36,0.0
725,2023,CALLAO,LA PERLA,36,0.0
726,2023,CALLAO,LA PUNTA,36,0.0
727,2023,LIMA,SAN JUAN DE LURIGANCHO,36,2.0
728,2023,LIMA,CHORRILLOS,36,2.0
729,2023,LIMA,PUEBLO LIBRE,36,2.0
730,2023,LIMA,LA VICTORIA,36,2.0
731,2023,LIMA,PACHACAMAC,36,1.0
732,2023,LIMA,SANTIAGO DE SURCO,36,2.0
733,2023,LIMA,VILLA EL SALVADOR,36,3.0
734,2023,LIMA,SANTA ANITA,36,2.0
735,2023,LIMA,LA MOLINA,36,1.0
736,2023,LIMA,CHACLACAYO,36,1.0
737,2023,LIMA,LURIGANCHO,36,4.0
738,2023,LIMA,ANCON,36,3.0
739,2023,LIMA,SANTA ROSA,36,2.0
740,2023,LIMA,SAN MARTIN DE PORRES,36,1.0
741,2023,LIMA,ATE,36,3.0
742,2023,LIMA,RIMAC,36,1.0
743,2023,LIMA,INDEPENDENCIA,36,8.0
744,2023,LIMA,CARABAYLLO,36,5.0
745,2023,LIMA,PUENTE PIEDRA,36,18.0
746,2023,LIMA,COMAS,36,16.0
747,2023,LIMA,LOS OLIVOS,36,1.0
748,2023,LIMA,PUENTE PIEDRA,37,19.0
749,2023,CALLAO,CALLAO,37,0.0
750,2023,CALLAO,BELLAVISTA,37,0.0
751,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,37,0.0
752,2023,CALLAO,MI PERU,37,5.0
753,2023,LIMA,SAN JUAN DE LURIGANCHO,37,2.0
754,2023,LIMA,COMAS,37,10.0
755,2023,LIMA,CARABAYLLO,37,7.0
756,2023,LIMA,RIMAC,37,1.0
757,2023,LIMA,INDEPENDENCIA,37,10.0
758,2023,LIMA,CHORRILLOS,37,1.0
759,2023,LIMA,ATE,37,4.0
760,2023,LIMA,SAN MARTIN DE PORRES,37,7.0
761,2023,LIMA,LOS OLIVOS,37,3.0
762,2023,CALLAO,LA PERLA,37,0.0
763,2023,LIMA,ANCON,37,1.0
764,2023,LIMA,LURIGANCHO,37,1.0
765,2023,LIMA,EL AGUSTINO,37,3.0
766,2023,LIMA,SAN JUAN DE MIRAFLORES,37,1.0
767,2023,CALLAO,LA PUNTA,37,0.0
768,2023,LIMA,VILLA EL SALVADOR,37,5.0
769,2023,LIMA,BREÑA,37,1.0
770,2023,HUAROCHIRI,SANTA EULALIA,37,1.0
771,2023,LIMA,SANTA ANITA,37,2.0
772,2023,LIMA,LA VICTORIA,37,2.0
773,2023,LIMA,BREÑA,38,1.0
774,2023,LIMA,SAN MIGUEL,38,1.0
775,2023,LIMA,LINCE,38,2.0
776,2023,LIMA,LURIN,38,1.0
777,2023,LIMA,CHORRILLOS,38,1.0
778,2023,LIMA,VILLA MARIA DEL TRIUNFO,38,1.0
779,2023,LIMA,LURIGANCHO,38,1.0
780,2023,LIMA,LOS OLIVOS,38,4.0
781,2023,LIMA,SAN MARTIN DE PORRES,38,3.0
782,2023,LIMA,ATE,38,1.0
783,2023,LIMA,INDEPENDENCIA,38,4.0
784,2023,LIMA,SAN JUAN DE MIRAFLORES,38,1.0
785,2023,LIMA,CARABAYLLO,38,2.0
786,2023,LIMA,PUENTE PIEDRA,38,11.0
787,2023,LIMA,COMAS,38,8.0
788,2023,LIMA,SAN JUAN DE LURIGANCHO,38,1.0
789,2023,LIMA,ANCON,38,1.0
790,2023,LIMA,RIMAC,38,6.0
791,2023,LIMA,VILLA EL SALVADOR,38,2.0
792,2023,CALLAO,MI PERU,38,10.0
793,2023,CALLAO,LA PUNTA,38,0.0
794,2023,CALLAO,LA PERLA,38,0.0
795,2023,HUAROCHIRI,SAN ANTONIO,38,1.0
796,2023,CALLAO,BELLAVISTA,38,0.0
797,2023,CALLAO,CALLAO,38,0.0
798,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,38,0.0
799,2023,LIMA,LINCE,39,1.0
800,2023,LIMA,LA VICTORIA,39,1.0
801,2023,LIMA,SAN JUAN DE LURIGANCHO,39,2.0
802,2023,LIMA,CHORRILLOS,39,1.0
803,2023,LIMA,SAN MARTIN DE PORRES,39,1.0
804,2023,LIMA,ATE,39,1.0
805,2023,LIMA,RIMAC,39,1.0
806,2023,LIMA,INDEPENDENCIA,39,2.0
807,2023,LIMA,CARABAYLLO,39,4.0
808,2023,LIMA,COMAS,39,7.0
809,2023,LIMA,PACHACAMAC,39,1.0
810,2023,LIMA,PUENTE PIEDRA,39,7.0
811,2023,CALLAO,LA PUNTA,39,0.0
812,2023,CALLAO,LA PERLA,39,0.0
813,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,39,0.0
814,2023,CALLAO,BELLAVISTA,39,0.0
815,2023,CALLAO,CALLAO,39,1.0
816,2023,CALLAO,MI PERU,39,8.0
817,2023,HUAROCHIRI,SAN ANTONIO,40,1.0
818,2023,LIMA,LA VICTORIA,40,1.0
819,2023,LIMA,PACHACAMAC,40,3.0
820,2023,LIMA,VILLA EL SALVADOR,40,6.0
821,2023,LIMA,VILLA MARIA DEL TRIUNFO,40,1.0
822,2023,LIMA,SAN MARTIN DE PORRES,40,3.0
823,2023,LIMA,ATE,40,3.0
824,2023,LIMA,RIMAC,40,3.0
825,2023,LIMA,INDEPENDENCIA,40,2.0
826,2023,LIMA,SAN JUAN DE MIRAFLORES,40,1.0
827,2023,LIMA,SAN JUAN DE LURIGANCHO,40,1.0
828,2023,LIMA,COMAS,40,5.0
829,2023,CALLAO,LA PUNTA,40,0.0
830,2023,CALLAO,MI PERU,40,1.0
831,2023,CALLAO,CALLAO,40,2.0
832,2023,CALLAO,BELLAVISTA,40,0.0
833,2023,LIMA,PUEBLO LIBRE,40,1.0
834,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,40,0.0
835,2023,CALLAO,LA PERLA,40,0.0
836,2023,LIMA,PUENTE PIEDRA,40,5.0
837,2023,LIMA,BREÑA,40,1.0
838,2023,LIMA,CARABAYLLO,40,3.0
839,2023,LIMA,RIMAC,41,2.0
840,2023,CALLAO,CALLAO,41,1.0
841,2023,CALLAO,BELLAVISTA,41,0.0
842,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,41,0.0
843,2023,CALLAO,LA PERLA,41,0.0
844,2023,CALLAO,LA PUNTA,41,0.0
845,2023,CALLAO,MI PERU,41,3.0
846,2023,LIMA,BREÑA,41,1.0
847,2023,LIMA,LA VICTORIA,41,2.0
848,2023,LIMA,ATE,41,7.0
849,2023,LIMA,VILLA MARIA DEL TRIUNFO,41,2.0
850,2023,LIMA,SAN JUAN DE MIRAFLORES,41,1.0
851,2023,LIMA,CARABAYLLO,41,1.0
852,2023,LIMA,PUENTE PIEDRA,41,8.0
853,2023,LIMA,COMAS,41,11.0
854,2023,LIMA,SAN JUAN DE LURIGANCHO,41,2.0
855,2023,LIMA,VILLA EL SALVADOR,41,3.0
856,2023,LIMA,SAN MARTIN DE PORRES,41,1.0
857,2023,HUARAL,AUCALLAMA,42,1.0
858,2023,CALLAO,VENTANILLA,43,2.0
859,2023,CALLAO,MI PERU,43,10.0
860,2023,CALLAO,CALLAO,43,1.0
861,2023,CALLAO,BELLAVISTA,43,0.0
862,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,43,0.0
863,2023,CALLAO,LA PERLA,43,0.0
864,2023,CALLAO,LA PUNTA,43,0.0
865,2023,HUAROCHIRI,SAN ANTONIO,43,1.0
866,2023,LIMA,LURIGANCHO,43,2.0
867,2023,LIMA,SAN JUAN DE LURIGANCHO,43,2.0
868,2023,LIMA,COMAS,43,3.0
869,2023,LIMA,PUENTE PIEDRA,43,4.0
870,2023,LIMA,CARABAYLLO,43,2.0
871,2023,LIMA,SAN JUAN DE MIRAFLORES,43,3.0
872,2023,LIMA,INDEPENDENCIA,43,1.0
873,2023,LIMA,RIMAC,43,2.0
874,2023,LIMA,ATE,43,3.0
875,2023,LIMA,SAN MARTIN DE PORRES,43,4.0
876,2023,LIMA,PACHACAMAC,43,1.0
877,2023,LIMA,VILLA EL SALVADOR,43,5.0
878,2023,LIMA,SANTIAGO DE SURCO,43,1.0
879,2023,LIMA,SANTA ANITA,43,1.0
880,2023,LIMA,VILLA EL SALVADOR,44,2.0
881,2023,CALLAO,MI PERU,44,4.0
882,2023,CALLAO,CALLAO,44,0.0
883,2023,CALLAO,BELLAVISTA,44,0.0
884,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,44,0.0
885,2023,CALLAO,LA PERLA,44,0.0
886,2023,CALLAO,LA PUNTA,44,0.0
887,2023,LIMA,SAN MIGUEL,44,1.0
888,2023,LIMA,SANTIAGO DE SURCO,44,1.0
889,2023,LIMA,VILLA MARIA DEL TRIUNFO,44,1.0
890,2023,LIMA,CIENEGUILLA,44,1.0
891,2023,LIMA,SAN JUAN DE LURIGANCHO,44,3.0
892,2023,LIMA,COMAS,44,2.0
893,2023,LIMA,PUENTE PIEDRA,44,4.0
894,2023,LIMA,CARABAYLLO,44,1.0
895,2023,LIMA,CHACLACAYO,44,1.0
896,2023,LIMA,LURIGANCHO,44,5.0
897,2023,LIMA,LOS OLIVOS,44,1.0
898,2023,LIMA,EL AGUSTINO,44,1.0
899,2023,LIMA,ATE,44,3.0
900,2023,CALLAO,LA PUNTA,45,0.0
901,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,45,0.0
902,2023,CALLAO,MI PERU,45,11.0
903,2023,CALLAO,CALLAO,45,1.0
904,2023,LIMA,PACHACAMAC,45,2.0
905,2023,CALLAO,BELLAVISTA,45,0.0
906,2023,LIMA,SANTA ANITA,45,1.0
907,2023,CALLAO,LA PERLA,45,0.0
908,2023,LIMA,SANTA ROSA,45,1.0
909,2023,LIMA,LOS OLIVOS,45,1.0
910,2023,LIMA,COMAS,45,1.0
911,2023,LIMA,SAN MARTIN DE PORRES,45,1.0
912,2023,LIMA,PUENTE PIEDRA,45,2.0
913,2023,HUAROCHIRI,SAN ANTONIO,45,2.0
914,2023,LIMA,CARABAYLLO,45,2.0
915,2023,LIMA,SAN JUAN DE MIRAFLORES,45,3.0
916,2023,LIMA,RIMAC,45,1.0
917,2023,LIMA,ATE,45,8.0
918,2023,LIMA,LURIGANCHO,45,2.0
919,2023,HUAROCHIRI,SAN ANTONIO,46,1.0
920,2023,CALLAO,VENTANILLA,46,3.0
921,2023,CALLAO,CALLAO,46,1.0
922,2023,CALLAO,BELLAVISTA,46,0.0
923,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,46,0.0
924,2023,CALLAO,LA PERLA,46,0.0
925,2023,CALLAO,LA PUNTA,46,0.0
926,2023,LIMA,ANCON,46,1.0
927,2023,LIMA,ATE,46,1.0
928,2023,LIMA,SAN MARTIN DE PORRES,46,5.0
929,2023,LIMA,CARABAYLLO,46,1.0
930,2023,LIMA,COMAS,46,2.0
931,2023,CALLAO,MI PERU,46,8.0
932,2023,LIMA,PUENTE PIEDRA,46,2.0
933,2023,LIMA,VILLA MARIA DEL TRIUNFO,46,2.0
934,2023,LIMA,VILLA EL SALVADOR,46,2.0
935,2023,LIMA,PACHACAMAC,46,1.0
936,2023,LIMA,LA VICTORIA,46,1.0
937,2023,LIMA,SANTA ROSA,46,1.0
938,2023,LIMA,SANTA ANITA,46,1.0
939,2023,LIMA,SANTIAGO DE SURCO,46,1.0
940,2023,LIMA,COMAS,48,3.0
941,2023,LIMA,PUENTE PIEDRA,48,2.0
942,2023,LIMA,CARABAYLLO,48,3.0
943,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,48,0.0
944,2023,LIMA,INDEPENDENCIA,48,1.0
945,2023,LIMA,ANCON,48,1.0
946,2023,LIMA,SANTA ROSA,48,1.0
947,2023,LIMA,LURIGANCHO,48,3.0
948,2023,LIMA,PACHACAMAC,48,1.0
949,2023,LIMA,SAN JUAN DE MIRAFLORES,48,1.0
950,2023,CALLAO,BELLAVISTA,48,0.0
951,2023,CALLAO,MI PERU,48,5.0
952,2023,CALLAO,LA PERLA,48,0.0
953,2023,CALLAO,LA PUNTA,48,0.0
954,2023,HUAROCHIRI,SAN ANTONIO,48,1.0
955,2023,CALLAO,CALLAO,48,0.0
956,2023,CALLAO,MI PERU,49,5.0
957,2023,CALLAO,CALLAO,49,0.0
958,2023,CALLAO,BELLAVISTA,49,1.0
959,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,49,0.0
960,2023,CALLAO,LA PERLA,49,0.0
961,2023,CALLAO,LA PUNTA,49,0.0
962,2023,LIMA,SANTIAGO DE SURCO,49,1.0
963,2023,LIMA,EL AGUSTINO,49,1.0
964,2023,LIMA,LURIGANCHO,49,4.0
965,2023,LIMA,SAN JUAN DE LURIGANCHO,49,1.0
966,2023,LIMA,CARABAYLLO,49,1.0
967,2023,LIMA,SAN JUAN DE MIRAFLORES,49,2.0
968,2023,LIMA,PUENTE PIEDRA,49,7.0
969,2023,LIMA,SAN JUAN DE LURIGANCHO,50,1.0
970,2023,LIMA,COMAS,50,1.0
971,2023,LIMA,PUENTE PIEDRA,50,4.0
972,2023,LIMA,CARABAYLLO,50,3.0
973,2023,LIMA,SAN JUAN DE MIRAFLORES,50,2.0
974,2023,LIMA,LOS OLIVOS,50,1.0
975,2023,LIMA,LURIGANCHO,50,5.0
976,2023,CALLAO,LA PUNTA,50,0.0
977,2023,CALLAO,LA PERLA,50,0.0
978,2023,CALLAO,BELLAVISTA,50,0.0
979,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,50,0.0
980,2023,CALLAO,MI PERU,50,8.0
981,2023,LIMA,LINCE,50,1.0
982,2023,LIMA,PUCUSANA,50,1.0
983,2023,LIMA,CHORRILLOS,50,1.0
984,2023,LIMA,VILLA MARIA DEL TRIUNFO,50,2.0
985,2023,LIMA,LA MOLINA,50,1.0
986,2023,CALLAO,CALLAO,50,1.0
987,2023,LIMA,CARABAYLLO,51,1.0
988,2023,LIMA,PUENTE PIEDRA,51,4.0
989,2023,HUAROCHIRI,SAN ANTONIO,51,1.0
990,2023,LIMA,COMAS,51,3.0
991,2023,LIMA,SAN JUAN DE LURIGANCHO,51,1.0
992,2023,LIMA,INDEPENDENCIA,51,2.0
993,2023,LIMA,ATE,51,1.0
994,2023,LIMA,ANCON,51,1.0
995,2023,LIMA,SAN JUAN DE MIRAFLORES,51,3.0
996,2023,LIMA,VILLA MARIA DEL TRIUNFO,51,2.0
997,2023,LIMA,LURIGANCHO,51,5.0
998,2023,LIMA,SANTA ANITA,51,1.0
999,2023,LIMA,CHACLACAYO,51,3.0
1000,2023,CALLAO,VENTANILLA,51,2.0
1001,2023,CALLAO,MI PERU,51,10.0
1002,2023,CALLAO,BELLAVISTA,51,0.0
1003,2023,CALLAO,CALLAO,51,0.0
1004,2023,CALLAO,LA PERLA,51,0.0
1005,2023,CALLAO,LA PUNTA,51,0.0
1006,2023,LIMA,PACHACAMAC,51,1.0
1007,2023,LIMA,SANTIAGO DE SURCO,51,1.0
1008,2023,LIMA,CHORRILLOS,51,1.0
1009,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,51,0.0
1010,2023,LIMA,SAN JUAN DE MIRAFLORES,52,2.0
1011,2023,LIMA,SAN JUAN DE LURIGANCHO,52,1.0
1012,2023,LIMA,COMAS,52,1.0
1013,2023,LIMA,PUENTE PIEDRA,52,5.0
1014,2023,LIMA,ATE,52,1.0
1015,2023,CALLAO,CARMEN DE LA LEGUA REYNOSO,52,0.0
1016,2023,LIMA,LURIGANCHO,52,3.0
1017,2023,LIMA,LA MOLINA,52,1.0
1018,2023,LIMA,EL AGUSTINO,52,1.0
1019,2023,CALLAO,LA PERLA,52,0.0
1020,2023,CALLAO,MI PERU,52,3.0
1021,2023,CALLAO,CALLAO,52,2.0
1022,2023,CALLAO,BELLAVISTA,52,0.0
1023,2023,LIMA,SAN MARTIN DE PORRES,52,1.0
1024,2023,LIMA,CHORRILLOS,52,1.0
