Año,Semana,Ubigeo,casos,pluvio_min,pluvio_max,presión,viento_min,viento_max,temp_min,temp_max,humedad,agua_procedencia_1,conexión_sanitario_1,satisf_barrido,satisf_basura,agua_potable,barrido_calle,basura_recolec,separacion_basura,informacion_basura,pistas_asfaltadas,pistas_empedradas,pistas_tierra,veredas_concreto,escaleras_concreto,exposicion_basurales,exposicion_inundaciones,exposicion_precipicios,exposicion_deslizamientos,agua_procedencia_2,conexión_sanitario_2,vivienda_piso,vivienda_pared,vivienda_techo,tipo_envase,prueba_cloro,indice_riqueza,sanitario_compartido,purificacion_agua,conserva_agua,tapa_agua
2021,1,150109,0.0,0.0,0.0,1015.0,2.0,13.0,17.0,24.0,16.0,1,1,3,3,1.0,0.5972593652557234,0.9927202085243502,0.4675372185437076,0.1271919517427689,0.8708336952902171,0.0257427055702917,0.2861725927641989,0.6886553247862223,0.0845832859224232,0.1047365804455042,0.0413208647138991,0.070236114000416,0.0870532335379698,1,1,5,2,1,3,1,4,0.0798220383174184,0.978496245971192,0.9888981125775986,0.9769860646342268
2021,1,150110,0.0,0.0,0.0,1015.0,6.0,13.0,18.5,26.0,18.0,1,1,2,3,1.0,0.2666666666666667,1.0,0.2666666666666667,0.1333333333333333,0.8666666666666667,0.0666666666666666,0.8,0.1333333333333333,0.5333333333333333,0.3333333333333333,0.0,0.0,0.2,1,1,5,2,1,3,1,2,0.185929648241206,0.9748743718592964,0.9519230769230768,0.9326923076923076
2021,1,150111,0.0,0.0,0.0,1015.0,5.0,12.0,20.0,26.0,19.0,1,1,3,3,1.0,0.6287986916446793,0.9954380332207096,0.4675372185437076,0.1309707685002613,0.9939044289044288,0.0257427055702917,0.0536953397479713,0.9903004242134678,0.0074691761027247,0.0506108209252739,0.011865375835931,0.0066985645933014,0.0,1,1,5,2,1,3,0,3,0.2121212121212121,1.0,1.0,1.0
2021,1,150112,0.0,0.0,0.0,1013.0,7.0,12.0,20.0,25.0,19.0,1,1,2,3,1.0,1.0,1.0,0.625,0.375,1.0,0.0,0.125,1.0,0.25,0.125,0.0,0.0,0.0,1,1,4,2,1,3,1,4,0.0909090909090909,1.0,1.0,1.0
2021,1,150113,0.0,0.0,0.0,1015.0,9.0,12.0,20.0,24.0,20.0,1,1,3,3,1.0,1.0,1.0,0.1428571428571428,0.2857142857142857,1.0,0.1666666666666667,0.0,1.0,0.1666666666666667,0.1666666666666667,0.0,0.0,0.0,1,1,2,2,1,3,0,4,0.0,1.0,0.8125,0.8125
2021,1,150114,0.0,0.0,0.0,1013.0,5.0,12.0,19.0,24.0,19.0,1,1,3,3,1.0,0.607961293642817,0.9970705667980684,0.4675372185437076,0.1189722116878987,0.97636399832052,0.0257427055702917,0.0895041557919497,0.9548349476610348,0.0240187336459373,0.0767743530205534,0.0212069529811355,0.0105263157894736,0.0015473887814313,1,1,4,2,1,3,1,4,0.0,1.0,0.9285714285714286,0.9285714285714286
2021,1,70104,0.0,0.0,0.0,1012.0,12.0,12.0,21.0,22.0,19.0,1,1,3,3,1.0,1.0,1.0,0.2,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.0337078651685393,0.9325842696629212,0.9347826086956522,0.9130434782608696
2021,1,70105,0.0,0.0,0.0,1013.0,10.25,12.0,21.0,22.0,19.0,1,1,3,3,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1,3,5,4,0.0,1.0,0.8,0.6
2021,1,150115,0.0,0.0,0.0,1013.0,7.0,12.0,19.5,25.0,19.0,1,1,3,3,1.0,0.875,1.0,0.75,0.0,0.875,0.125,0.125,0.75,0.0,0.125,0.0,0.0,0.0,1,1,5,2,1,3,1,2,0.4150943396226415,0.9622641509433962,0.9615384615384616,0.9615384615384616
2021,1,150101,0.0,0.0,0.0,1013.0,8.0,12.0,18.0,25.0,20.0,1,1,3,3,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,1,1,4,2,1,3,2,4,0.0246913580246913,0.9876543209876544,1.0,0.9444444444444444
2021,1,150116,0.0,0.0,0.0,1014.0,9.0,12.0,20.0,24.0,19.0,1,1,3,3,1.0,1.0,1.0,0.0,0.125,1.0,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,1,1,2,2,1,3,2,4,0.0,1.0,0.9565217391304348,0.9565217391304348
2021,1,150117,0.0,0.0,0.0,1013.0,7.0,13.0,21.0,24.0,19.0,1,1,3,3,1.0,0.8,1.0,0.6666666666666666,0.0666666666666666,1.0,0.0,0.1428571428571428,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,1,1,4,2,1,3,1,4,0.144578313253012,0.994011976047904,0.9838709677419356,0.967741935483871
2021,1,150118,0.0,0.0,0.0,1016.0,2.0,13.0,17.0,22.0,16.0,1,1,3,3,1.0,1.0,1.0,0.625,0.0,0.75,0.0,0.875,0.0,0.75,0.125,0.0,0.375,0.75,1,1,5,2,1,3,3,2,0.116504854368932,0.9904761904761904,1.0,1.0
2021,1,150119,0.0,0.0,0.0,1015.0,2.0,11.0,19.0,24.0,17.0,1,1,3,3,1.0,0.6032048429438973,0.9931376504231806,0.4675372185437076,0.1306740825122608,0.8457362926928144,0.0257427055702917,0.3763607379523441,0.5538447452947918,0.0868373651765025,0.1031426716438305,0.0414679235374285,0.0954701477012689,0.1400512993019931,1,1,5,2,2,3,3,1,0.0666666666666666,1.0,1.0,1.0
2021,1,150120,0.0,0.0,0.0,1012.0,10.0,12.0,20.0,23.0,19.0,1,1,3,3,1.0,0.987924047506712,0.9953752485849228,0.4675372185437076,0.2005120880485668,0.9975757575757576,0.0257427055702917,0.0121678321678321,0.9983216783216784,0.0117167912326928,0.0327013129849766,0.0106666046417484,0.0057416267942583,0.0,1,1,2,2,1,3,0,4,0.0,1.0,1.0,1.0
2021,1,70107,0.0,0.0,0.0,1013.0,7.0,10.0,21.0,24.0,19.0,1,1,3,3,1.0,0.8571428571428571,1.0,0.8571428571428571,0.5714285714285714,0.1428571428571428,0.0,1.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.1428571428571428,1,1,5,2,2,3,1,2,0.1,0.96,0.925,0.925
2021,1,150122,0.0,0.0,0.0,1013.0,9.0,12.0,19.0,24.0,19.0,1,1,3,3,1.0,0.8488421044484976,0.9958963353182436,0.4675372185437076,0.1373774341886758,0.993030303030303,0.0257427055702917,0.0519330669330669,0.997022977022977,0.0074691761027247,0.0430467781464953,0.0105207266083732,0.0066985645933014,0.0,1,1,2,2,1,3,0,4,0.0204081632653061,0.9591836734693876,0.8125,0.75
2021,1,150123,0.0,0.0,0.0,1015.0,2.0,11.0,18.0,24.0,18.0,1,1,3,3,1.0,0.5766926259800901,0.9933241520985184,0.4675372185437076,0.1260992844190208,0.8945999290564507,0.0257427055702917,0.2943523077860192,0.6869994806303781,0.0845832859224232,0.1031426716438305,0.0416574331625181,0.0897389224048263,0.1038852913968547,1,1,5,2,2,3,1,2,0.0714285714285714,0.9761904761904762,1.0,0.9629629629629628
2021,1,150124,0.0,0.0,0.0,1015.0,2.0,10.0,20.0,23.0,19.0,1,1,2,2,1.0,1.0,1.0,0.75,0.25,0.25,0.0,1.0,0.0,0.0,0.125,0.0,0.0,0.0,1,1,5,2,2,3,1,3,0.0,1.0,1.0,1.0
2021,1,150121,0.0,0.0,0.0,1015.0,10.0,12.0,20.0,23.0,19.0,1,1,3,3,1.0,1.0,0.8888888888888888,0.2222222222222222,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1,3,0,4,0.0,1.0,1.0,1.0
2021,1,150125,0.0,0.0,0.0,1013.0,6.0,11.0,21.0,25.0,19.0,1,1,3,3,1.0,0.75,1.0,0.625,0.1875,0.9375,0.0625,0.4375,0.8125,0.25,0.1875,0.125,0.0,0.0,1,1,5,2,1,3,1,2,0.1751412429378531,0.9830508474576272,0.984251968503937,0.9606299212598424
2021,1,150126,0.0,0.0,0.0,1015.0,0.0,12.0,19.0,25.0,18.0,1,1,3,3,1.0,0.5976860478517849,0.9931862352673178,0.4675372185437076,0.1306740825122608,0.8139181108746325,0.0257427055702917,0.3945425561341623,0.5171040946410976,0.0736466165312084,0.0996110317151317,0.0414679235374285,0.0721499895985022,0.0550320170116654,1,1,5,2,1,3,1,1,0.0859682063595634,0.9775939509556544,0.9798043984287144,0.9717459192323148
2021,1,150127,0.0,0.0,0.0,1013.0,0.0,12.0,18.0,25.0,17.0,1,1,3,3,1.0,0.5972199935299313,0.9932286293731628,0.4675372185437076,0.1306740825122608,0.8139181108746325,0.0257427055702917,0.4127243743159804,0.5171040946410976,0.0736466165312084,0.0996110317151317,0.0414679235374285,0.0721499895985022,0.0550320170116654,1,1,5,2,1,3,1,1,0.0859682063595634,0.9775939509556544,0.9798043984287144,0.9731445206309164
2021,1,150128,0.0,0.0,0.0,1013.0,7.0,12.0,20.0,26.0,19.0,1,1,3,3,1.0,0.7899655568684618,0.9960452980198458,0.4675372185437076,0.1386781351453888,0.9916317016317016,0.0257427055702917,0.0572360972360972,0.9915018315018316,0.0074691761027247,0.0545068114700332,0.0121437381355699,0.0066985645933014,0.0,1,1,5,2,1,3,1,2,0.1311475409836066,0.9836065573770492,1.0,1.0
2021,1,150129,0.0,0.0,0.0,1014.0,0.0,12.0,19.0,25.0,18.0,1,1,3,3,1.0,0.585687757412031,0.9935078650315584,0.4675372185437076,0.1306740825122608,0.8370183439748656,0.0257427055702917,0.3766517450448022,0.5407417027930443,0.0381635280342859,0.0893015097217135,0.0356804497793236,0.0222488038277511,0.0281486598507875,3,2,5,2,1,3,1,1,0.0,0.8333333333333334,0.9517224909678628,0.9232195417854956
2021,1,150130,0.0,0.0,0.0,1015.0,7.0,12.0,20.0,25.0,19.0,1,1,3,3,1.0,1.0,1.0,0.4,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,2,2,1,3,1,4,0.1111111111111111,1.0,0.7894736842105263,0.7368421052631579
2021,1,150131,0.0,0.0,0.0,1013.0,9.0,12.0,20.0,24.0,19.0,1,1,3,3,1.0,0.8557201141005272,0.9958963353182436,0.4675372185437076,0.1395096279752814,0.993030303030303,0.0257427055702917,0.0464135864135864,0.9983216783216784,0.0074691761027247,0.0442050197586843,0.0096970738528442,0.0066985645933014,0.0,1,1,2,2,1,3,0,4,0.0,1.0,1.0,1.0
2021,1,150132,0.0,0.0,0.0,1013.0,4.0,13.0,20.0,26.0,18.0,1,1,2,3,1.0,0.4347826086956522,1.0,0.5652173913043478,0.0434782608695652,0.9565217391304348,0.0,0.1739130434782609,0.9130434782608696,0.3043478260869565,0.0434782608695652,0.1739130434782609,0.2173913043478261,0.2608695652173913,1,1,5,2,1,3,1,1,0.120253164556962,0.9908536585365854,0.9950980392156864,0.9803921568627452
2021,1,150133,0.0,0.0,0.0,1013.0,7.0,11.0,20.0,23.0,20.0,1,1,3,3,1.0,0.6202051752965346,0.9970332685802428,0.4675372185437076,0.1240601849672145,0.9953030303030304,0.0257427055702917,0.093117934696882,0.9857449796580232,0.0120285659882016,0.0467711180829998,0.0147199639082491,0.0086124401913875,0.0,1,1,5,2,1,3,1,3,0.0434782608695652,0.9891304347826086,0.9523809523809524,0.9047619047619048
2021,1,150134,0.0,0.0,0.0,1013.0,6.0,12.0,20.0,26.0,19.0,1,1,3,3,1.0,1.0,1.0,0.4545454545454545,0.1818181818181818,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,2,1,3,1,3,0.25,1.0,1.0,0.875
2021,1,150135,0.0,0.0,0.0,1012.0,9.0,12.0,19.5,23.0,19.0,1,1,2,2,1.0,1.0,1.0,0.45,0.1,1.0,0.0,0.1052631578947368,1.0,0.0,0.2631578947368421,0.0526315789473684,0.0,0.0,1,1,5,2,1,3,1,4,0.124113475177305,0.9929078014184396,0.9765625,0.9609375
2021,1,150136,0.0,0.0,0.0,1014.0,11.0,12.0,21.0,23.0,19.0,1,1,3,3,1.0,0.8528474244968041,0.9946157969467244,0.4675372185437076,0.1488701144314659,0.993030303030303,0.0257427055702917,0.0369980019980019,0.997022977022977,0.0068980805316291,0.0462381242140375,0.0108573402966888,0.0066985645933014,0.0,1,1,2,2,1,3,0,4,0.0512820512820512,0.9743589743589745,1.0,1.0
2021,1,150137,0.0,0.0,0.0,1013.0,5.0,12.0,19.0,26.0,19.0,1,1,2,3,1.0,1.0,1.0,0.1428571428571428,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,3,0.1774193548387097,0.9516129032258064,0.9714285714285714,0.9714285714285714
2021,1,150138,0.0,0.0,0.0,1014.0,1.0,12.0,20.0,24.0,19.0,1,1,3,3,1.0,0.6973332397481035,0.9931898402127176,0.4675372185437076,0.125426956291785,0.8759848484848485,0.0257427055702917,0.2410964035964035,0.7070536709667145,0.0239192811224708,0.0624793583561219,0.0220460997537802,0.0262013729977116,0.0167311411992263,1,1,5,2,1,3,1,3,0.0964317392678827,0.9764102045523896,0.972078545292733,0.9493848825722274
2021,1,150139,0.0,0.0,0.0,1014.0,7.0,9.0,21.0,24.0,18.0,1,1,3,3,1.0,0.7762046273827626,0.9927676304324942,0.4675372185437076,0.1459306234292188,0.9112853812853814,0.0257427055702917,0.2407300109371777,0.8654965047286972,0.0688770876194987,0.072495557899258,0.026252507211208,0.0047846889952153,0.0353938753198697,1,1,5,2,1,3,1,1,0.0588235294117647,1.0,0.9,0.9
2021,1,150140,0.0,0.0,0.0,1013.0,7.0,11.0,20.0,24.0,20.0,1,1,3,3,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.0085470085470085,0.9914529914529916,0.9230769230769232,0.9230769230769232
2021,1,150141,0.0,0.0,0.0,1013.0,7.0,11.0,19.0,25.0,19.0,1,1,3,3,1.0,0.75,1.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,1,3,2,4,0.0,1.0,0.9408337305789928,0.878256329498532
2021,1,70106,0.0,0.0,0.0,1014.0,8.0,11.0,21.0,24.0,19.0,1,1,3,3,1.0,0.7708333333333334,0.9791666666666666,0.6666666666666666,0.1875,0.4042553191489361,0.0,0.851063829787234,0.148936170212766,0.0,0.1063829787234043,0.0638297872340425,0.0,0.0851063829787234,1,1,5,2,2,3,1,1,0.0952380952380952,0.98868778280543,0.9812206572769951,0.976525821596244
2021,1,150142,0.0,0.0,0.0,1013.0,7.0,11.0,20.0,22.0,19.0,1,1,3,3,1.0,0.0,1.0,0.625,0.0625,0.5625,0.1875,0.375,0.5,0.0,0.0625,0.0625,0.0,0.0,1,1,5,2,1,3,1,3,0.0898876404494382,0.9662921348314608,0.9565217391304348,0.9565217391304348
2021,1,150143,0.0,0.0,0.0,1014.0,5.0,11.0,19.0,23.0,19.0,1,1,3,3,1.0,0.0,1.0,0.45,0.2,1.0,0.0,0.0526315789473684,1.0,0.0,0.1052631578947368,0.0,0.0526315789473684,0.0,1,1,5,2,2,3,1,1,0.0423728813559322,0.9915966386554622,1.0,1.0
2021,2,150102,0.0,0.0,0.0,1010.587301587302,2.188415976026596,11.0,20.0,24.0,18.0,1,1,3,3,0.9985574409473512,0.6834215196107938,0.9876523376638362,0.4674587259527066,0.138597523653486,0.8630672433428205,0.0352209703730006,0.3098314505832878,0.6542419105308225,0.1575222439314222,0.1138697250180737,0.0494037181388938,0.0511724947219773,0.1524076742259591,1,1,5,2,1,3,1,2,0.0794407510824784,0.96299035215562,1.0,0.9991380538679226
2021,2,150103,0.0,0.0,0.0,1013.726423902895,2.712388938804033,13.0,19.0,25.0,18.0,1,1,3,3,1.0,0.9399857954545454,0.9712357954545456,0.6368999304267161,0.0600142045454545,0.9397321428571428,0.0,0.0485491071428571,0.8794642857142857,0.0,0.1559709821428571,0.0931919642857142,0.0,0.03125,1,1,5,2,1,3,1,3,0.1363159443957174,0.9901948925455096,0.9977898797114187,0.9900942867148316
2021,2,150104,0.0,0.0,0.0,1010.974867724868,7.726423902894491,9.53968253968254,20.0,23.0,18.0,1,1,3,3,0.9997847229407056,0.944078592325688,0.996210750624522,0.4653857186884217,0.1637901780836403,0.968075284090909,0.0352209703730006,0.0427106791446622,0.9518914303768498,0.0237095989813156,0.0342907755851368,0.0104525804053086,0.0055075084269188,0.0010957792207792,1,1,2,2,1,3,1,3,0.1166967740100136,0.9970698680018206,0.9461641028006356,0.9019548767350776
2021,2,70102,0.0,0.0,0.0,1011.640646517359,10.11640211640212,10.92193955207654,20.0,22.0,18.0,1,1,3,2,1.0,1.0,1.0,0.5799479166666666,0.0109374999999999,1.0,0.0,0.03125,1.0,0.03125,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.0541076744076929,0.953029361540826,0.9455412498281976,0.8790236195446852
2021,2,150105,0.0,0.0,0.0,1012.712388938804,7.116402116402116,11.1884159760266,19.0,24.0,18.0,1,1,2,3,1.0,1.0,1.0,0.1592068244878726,0.1428571428571428,0.9705400955578511,0.0352209703730006,0.0205218379679076,0.9966620686975122,0.0205490297197428,0.0410211012935887,0.0035119345420884,0.0017698581685809,0.0,1,1,4,2,1,3,0,4,0.1110830319431724,0.9984295066081796,0.9984581416487852,0.9528781571849811
2021,2,70101,0.0,0.0,0.0,1012.712388938804,9.068783068783068,10.92193955207654,20.0,22.0,18.0,1,1,3,3,0.9933712121212122,0.8356023125613283,1.0,0.4599584258637608,0.1763849168947649,0.9149912587412588,0.0296219405594405,0.1765078671328671,0.8909819347319348,0.0172256964217687,0.1179661263877365,0.0697588869463869,0.0,0.0,1,1,5,2,1,3,1,4,0.1068618839712319,0.9847663215202114,0.9746243608110156,0.9700711416369516
2021,2,150106,0.0,0.0,0.0,1014.772677096418,1.296296296296296,12.56613756613757,19.0,25.0,16.0,1,1,3,3,1.0,0.7542401886610847,0.9905749170025224,0.4844794675382615,0.0727351654470514,0.7490779770501239,0.0108602039124668,0.5631733387616935,0.4489496206051697,0.1946652874160251,0.1222946277657043,0.0233435276381072,0.0494454701477012,0.1674116498305841,1,1,5,2,2,3,1,2,0.0629924802011159,0.9614014329069362,0.8998517443677401,0.8493049979644887
2021,2,70103,0.0,0.0,0.0,1010.587301587302,8.587301587301587,10.83307731694829,19.5,23.0,17.0,1,1,3,3,1.0,1.0,1.0,0.4755859375,0.21875,0.875,0.0556640625,0.0,1.0,0.0,0.0791015625,0.0,0.0,0.0,1,1,5,2,1,3,1,3,0.1732008577806825,0.9868841863970162,0.8980605316887329,0.8982222337948143
2021,2,150107,0.0,0.0,0.0,1012.587301587302,1.481481481481481,13.47089947089947,18.0,22.0,17.0,1,1,3,3,0.9996274680793062,0.6072118590887244,0.9947643909744706,0.4666204764888518,0.1246755953552641,0.8937232096848027,0.0352209703730006,0.26748322182937,0.722721868840345,0.0831183363489698,0.0835214233780201,0.0342803735406286,0.0172334886813747,0.0249794963659359,1,1,5,2,1,3,1,4,0.066295598935181,0.9370881871188028,0.8912169813272872,0.8909992643188913
2021,2,150108,0.0,0.0,0.0,1012.188415976027,8.281293034717693,9.068783068783068,20.0,22.0,19.0,1,1,3,3,1.0,0.9109375,1.0,0.3515624999999999,0.0,0.80625,0.0,0.496875,0.490625,0.0,0.0,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.1374318090995993,0.9992422337059612,0.9642951496348244,0.9296901071748946
2021,2,150109,0.0,0.0,0.0,1014.281293034718,1.01058201058201,13.56613756613757,18.0,23.0,17.0,1,1,3,3,0.9985157511944568,0.6450637345805369,0.9929079055144412,0.468873520197678,0.1246080702608116,0.8659014495571129,0.0352209703730006,0.291449498646275,0.6921015834420342,0.1054988043452174,0.0888179888985769,0.049796829747541,0.0455428150405469,0.0763881336822091,1,1,5,2,1,3,1,4,0.0761984607778616,0.9791164701011408,0.989218319852018,0.9776498463171742
2021,2,150110,0.0,0.0,0.0,1014.188415976027,4.492063492063492,13.0,18.5,25.0,17.0,1,1,2,3,1.0,0.151171875,1.0,0.2808054702268431,0.1061436672967863,0.8649147727272728,0.0421874999999999,0.6839359504132232,0.2324350365543546,0.4282799586776859,0.2855678589876033,0.0596590909090909,0.0,0.1987086776859504,1,1,5,2,1,3,1,2,0.1848218833318166,0.9754623184843498,0.9523161559694432,0.9331881995018602
2021,2,150111,0.0,0.0,0.0,1013.116402116402,3.53968253968254,12.0,19.0,25.0,16.0,1,1,3,3,1.0,0.6988681980375989,0.9971131303974804,0.55172277110969,0.1305720768383217,0.997428430944056,0.013504514165387,0.0862447638325002,0.9951940954250446,0.0035701171544182,0.0850108117383476,0.0610805835472446,0.0041637348719392,0.0,1,1,5,2,1,3,0,3,0.2089085515506047,1.0,0.9947409053227696,0.9948789518618087
2021,2,150112,0.0,0.0,0.0,1010.597883597884,5.53968253968254,11.64064651735885,19.0,24.0,18.0,1,1,2,3,0.9602272727272728,0.7613636363636364,1.0,0.6190792871900826,0.2835340263429752,0.9125,0.0,0.12296875,0.86875,0.4644531249999999,0.12296875,0.0,0.0,0.04375,1,1,4,2,1,3,1,4,0.0942293507498241,0.9992761750454876,0.9990286325767708,0.9984921295348508
2021,2,150113,0.0,0.0,0.0,1014.188415976027,7.116402116402116,11.1884159760266,19.0,23.0,17.0,1,1,3,3,1.0,1.0,1.0,0.2404017857142857,0.2214285714285714,0.9453125,0.10546875,0.0,1.0,0.10546875,0.10546875,0.0,0.0,0.0,1,1,2,2,1,3,0,4,0.0,1.0,0.8179079870988849,0.8179079870988849
2021,2,150114,0.0,0.025,0.0,1012.188415976027,4.188415976026596,11.52910052910053,19.0,25.0,17.0,1,1,3,3,0.99989077313925,0.648114581857715,0.9968542458047824,0.4656736414054068,0.1175489626401345,0.94278388951916,0.027615974284911,0.1392830701893486,0.8720983675879856,0.0515892841838214,0.0678048806823095,0.0227556181059563,0.0087039440322577,0.0023428433268858,1,1,4,2,1,3,1,4,0.0010330685673849,1.0,0.9293957927781662,0.929684827719279
2021,2,70104,0.0,0.0,0.0,1011.640646517359,10.11640211640212,10.92193955207654,20.0,22.0,18.0,1,1,3,3,1.0,1.0,1.0,0.24716796875,0.3808166365504535,1.0,0.0,0.0600424613942263,1.0,0.0,0.0598045609963442,0.0,0.0,0.0,1,1,5,2,1,3,1,4,0.0337080317717732,0.9331444576664756,0.9345433999604754,0.9130451142909368
2021,2,70105,0.0,0.0,0.0,1012.712388938804,9.661375661375661,11.48677248677249,20.0,22.0,19.0,1,1,3,3,0.9993828575971644,0.9769926997523616,0.9977728436930042,0.6384813315446085,0.2318502132068304,0.9608700087138566,0.0189306645043004,0.0255881112352455,0.9604700428793111,0.0142356455344007,0.0204447538359827,0.0009428280864055,0.0016223494273221,0.0006378648681238,1,1,2,2,1,3,5,4,0.0,0.98929053300004,0.8004228931643748,0.6066211660218856
