Año,Mes,Semana del mes,Semana,Ubigeo,HV201,HV205,HV213,HV214,HV215,SH49,SH227,HV270,HV225,HV237,SH48,SH50
2021,12,1,49,150141,,,,,,,,,,,,
2021,12,1,49,70106,,,,,,,,,,,,
2021,12,1,49,150142,,,,,,,,,,,,
2021,12,1,49,150143,,,,,,,,,,,,
2021,12,2,50,150102,,,,,,,,,,,,
2021,12,2,50,150103,,,,,,,,,,,,
2021,12,2,50,150104,,,,,,,,,,,,
2021,12,2,50,70102,,,,,,,,,,,,
2021,12,2,50,150105,,,,,,,,,,,,
2021,12,2,50,70101,,,,,,,,,,,,
2021,12,2,50,150106,,,,,,,,,,,,
2021,12,2,50,70103,,,,,,,,,,,,
2021,12,2,50,150107,,,,,,,,,,,,
2021,12,2,50,150108,,,,,,,,,,,,
2021,12,2,50,150109,,,,,,,,,,,,
2021,12,2,50,150110,,,,,,,,,,,,
2021,12,2,50,150111,,,,,,,,,,,,
2021,12,2,50,150112,,,,,,,,,,,,
2021,12,2,50,150113,,,,,,,,,,,,
2021,12,2,50,150114,,,,,,,,,,,,
2021,12,2,50,70104,,,,,,,,,,,,
2021,12,2,50,70105,,,,,,,,,,,,
2021,12,2,50,150115,,,,,,,,,,,,
2021,12,2,50,150101,,,,,,,,,,,,
2021,12,2,50,150116,,,,,,,,,,,,
2021,12,2,50,150117,,,,,,,,,,,,
2021,12,2,50,150118,,,,,,,,,,,,
2021,12,2,50,150119,,,,,,,,,,,,
2021,12,2,50,150120,,,,,,,,,,,,
2021,12,2,50,70107,,,,,,,,,,,,
2021,12,2,50,150122,,,,,,,,,,,,
2021,12,2,50,150123,,,,,,,,,,,,
2021,12,2,50,150124,,,,,,,,,,,,
2021,12,2,50,150121,,,,,,,,,,,,
2021,12,2,50,150125,,,,,,,,,,,,
2021,12,2,50,150126,,,,,,,,,,,,
2021,12,2,50,150127,,,,,,,,,,,,
2021,12,2,50,150128,,,,,,,,,,,,
2021,12,2,50,150129,,,,,,,,,,,,
2021,12,2,50,150130,,,,,,,,,,,,
2021,12,2,50,150131,,,,,,,,,,,,
2021,12,2,50,150132,,,,,,,,,,,,
2021,12,2,50,150133,,,,,,,,,,,,
2021,12,2,50,150134,,,,,,,,,,,,
2021,12,2,50,150135,,,,,,,,,,,,
2021,12,2,50,150136,,,,,,,,,,,,
2021,12,2,50,150137,,,,,,,,,,,,
2021,12,2,50,150138,,,,,,,,,,,,
2021,12,2,50,150139,,,,,,,,,,,,
2021,12,2,50,150140,,,,,,,,,,,,
2021,12,2,50,150141,,,,,,,,,,,,
2021,12,2,50,70106,,,,,,,,,,,,
2021,12,2,50,150142,,,,,,,,,,,,
2021,12,2,50,150143,,,,,,,,,,,,
2021,12,3,51,150102,,,,,,,,,,,,
2021,12,3,51,150103,,,,,,,,,,,,
2021,12,3,51,150104,,,,,,,,,,,,
2021,12,3,51,70102,,,,,,,,,,,,
2021,12,3,51,150105,,,,,,,,,,,,
2021,12,3,51,70101,,,,,,,,,,,,
2021,12,3,51,150106,,,,,,,,,,,,
2021,12,3,51,70103,,,,,,,,,,,,
2021,12,3,51,150107,,,,,,,,,,,,
2021,12,3,51,150108,,,,,,,,,,,,
2021,12,3,51,150109,,,,,,,,,,,,
2021,12,3,51,150110,,,,,,,,,,,,
2021,12,3,51,150111,,,,,,,,,,,,
2021,12,3,51,150112,,,,,,,,,,,,
2021,12,3,51,150113,,,,,,,,,,,,
2021,12,3,51,150114,,,,,,,,,,,,
2021,12,3,51,70104,,,,,,,,,,,,
2021,12,3,51,70105,,,,,,,,,,,,
2021,12,3,51,150115,,,,,,,,,,,,
2021,12,3,51,150101,,,,,,,,,,,,
2021,12,3,51,150116,,,,,,,,,,,,
2021,12,3,51,150117,,,,,,,,,,,,
2021,12,3,51,150118,,,,,,,,,,,,
2021,12,3,51,150119,,,,,,,,,,,,
2021,12,3,51,150120,,,,,,,,,,,,
2021,12,3,51,70107,,,,,,,,,,,,
2021,12,3,51,150122,,,,,,,,,,,,
2021,12,3,51,150123,,,,,,,,,,,,
2021,12,3,51,150124,,,,,,,,,,,,
2021,12,3,51,150121,,,,,,,,,,,,
2021,12,3,51,150125,,,,,,,,,,,,
2021,12,3,51,150126,,,,,,,,,,,,
2021,12,3,51,150127,,,,,,,,,,,,
2021,12,3,51,150128,,,,,,,,,,,,
2021,12,3,51,150129,,,,,,,,,,,,
2021,12,3,51,150130,,,,,,,,,,,,
2021,12,3,51,150131,,,,,,,,,,,,
2021,12,3,51,150132,,,,,,,,,,,,
2021,12,3,51,150133,,,,,,,,,,,,
2021,12,3,51,150134,,,,,,,,,,,,
2021,12,3,51,150135,,,,,,,,,,,,
2021,12,3,51,150136,,,,,,,,,,,,
2021,12,3,51,150137,,,,,,,,,,,,
2021,12,3,51,150138,,,,,,,,,,,,
2021,12,3,51,150139,,,,,,,,,,,,
2021,12,3,51,150140,,,,,,,,,,,,
2021,12,3,51,150141,,,,,,,,,,,,
2021,12,3,51,70106,,,,,,,,,,,,
2021,12,3,51,150142,,,,,,,,,,,,
2021,12,3,51,150143,,,,,,,,,,,,
2021,12,4,52,150102,,,,,,,,,,,,
2021,12,4,52,150103,,,,,,,,,,,,
2021,12,4,52,150104,,,,,,,,,,,,
2021,12,4,52,70102,,,,,,,,,,,,
2021,12,4,52,150105,,,,,,,,,,,,
2021,12,4,52,70101,,,,,,,,,,,,
2021,12,4,52,150106,,,,,,,,,,,,
2021,12,4,52,70103,,,,,,,,,,,,
2021,12,4,52,150107,,,,,,,,,,,,
2021,12,4,52,150108,,,,,,,,,,,,
2021,12,4,52,150109,,,,,,,,,,,,
2021,12,4,52,150110,,,,,,,,,,,,
2021,12,4,52,150111,,,,,,,,,,,,
2021,12,4,52,150112,,,,,,,,,,,,
2021,12,4,52,150113,,,,,,,,,,,,
2021,12,4,52,150114,,,,,,,,,,,,
2021,12,4,52,70104,,,,,,,,,,,,
2021,12,4,52,70105,,,,,,,,,,,,
2021,12,4,52,150115,,,,,,,,,,,,
2021,12,4,52,150101,,,,,,,,,,,,
2021,12,4,52,150116,,,,,,,,,,,,
2021,12,4,52,150117,,,,,,,,,,,,
2021,12,4,52,150118,,,,,,,,,,,,
2021,12,4,52,150119,,,,,,,,,,,,
2021,12,4,52,150120,,,,,,,,,,,,
2021,12,4,52,70107,,,,,,,,,,,,
2021,12,4,52,150122,,,,,,,,,,,,
2021,12,4,52,150123,,,,,,,,,,,,
2021,12,4,52,150124,,,,,,,,,,,,
2021,12,4,52,150121,,,,,,,,,,,,
2021,12,4,52,150125,,,,,,,,,,,,
2021,12,4,52,150126,,,,,,,,,,,,
2021,12,4,52,150127,,,,,,,,,,,,
2021,12,4,52,150128,,,,,,,,,,,,
2021,12,4,52,150129,,,,,,,,,,,,
2021,12,4,52,150130,,,,,,,,,,,,
2021,12,4,52,150131,,,,,,,,,,,,
2021,12,4,52,150132,,,,,,,,,,,,
2021,12,4,52,150133,,,,,,,,,,,,
2021,12,4,52,150134,,,,,,,,,,,,
2021,12,4,52,150135,,,,,,,,,,,,
2021,12,4,52,150136,,,,,,,,,,,,
2021,12,4,52,150137,,,,,,,,,,,,
2021,12,4,52,150138,,,,,,,,,,,,
2021,12,4,52,150139,,,,,,,,,,,,
2021,12,4,52,150140,,,,,,,,,,,,
2021,12,4,52,150141,,,,,,,,,,,,
2021,12,4,52,70106,,,,,,,,,,,,
2021,12,4,52,150142,,,,,,,,,,,,
2021,12,4,52,150143,,,,,,,,,,,,
2022,1,1,1,150102,3.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,0.1333333333333333,1.0,1.0,0.9666666666666667
2022,1,1,1,150103,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.07975460122699386,0.9880239520958084,0.9323308270676691,0.924812030075188
2022,1,1,1,150104,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.2307692307692308,0.9230769230769231,0.8181818181818182,0.8181818181818182
2022,1,1,1,70102,1.0,1.0,4.0,2.0,1.0,3.0,1.0,3.0,0.08,0.92,0.9545454545454546,0.9545454545454546
2022,1,1,1,150105,1.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,0.0,0.9523809523809523,0.9523809523809523,0.8571428571428571
2022,1,1,1,70101,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.1454183266932271,0.9702380952380952,0.9654377880184332,0.9470046082949308
2022,1,1,1,150106,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.09655172413793103,0.9724137931034482,0.9788732394366197,0.9577464788732394
2022,1,1,1,70103,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.1851851851851852,0.9629629629629629,0.975609756097561,0.975609756097561
2022,1,1,1,150107,,,,,,,,,,,,
2022,1,1,1,150108,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.1666666666666667,0.9761904761904762,0.9711538461538461,0.9711538461538461
2022,1,1,1,150109,3.0,2.0,5.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0
2022,1,1,1,150110,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.1479591836734694,0.9898477157360406,0.971830985915493,0.9577464788732394
2022,1,1,1,150111,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.1403508771929824,1.0,0.851063829787234,0.851063829787234
2022,1,1,1,150112,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,0.1935483870967742,0.978494623655914,0.971830985915493,0.9577464788732394
2022,1,1,1,150113,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,1.0
2022,1,1,1,150114,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,0.04081632653061224,1.0,0.9523809523809523,0.9523809523809523
2022,1,1,1,70104,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,0.03409090909090909,0.9545454545454546,0.9305555555555556,0.9166666666666666
2022,1,1,1,70105,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,0.7142857142857143,0.8571428571428571,0.8571428571428571
2022,1,1,1,150115,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,0.08955223880597014,0.9701492537313433,0.95,0.9333333333333333
2022,1,1,1,150101,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.09574468085106383,1.0,0.9885057471264368,0.9540229885057471
2022,1,1,1,150116,1.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,0.0,1.0,0.8,0.8
2022,1,1,1,150117,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,0.1290322580645161,1.0,0.9891304347826086,0.9565217391304348
2022,1,1,1,150118,1.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,0.1095890410958904,1.0,1.0,0.9696969696969697
2022,1,1,1,150119,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.07692307692307693,1.0,1.0,0.9565217391304348
2022,1,1,1,150120,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,0.9714285714285714,0.9333333333333333,0.9333333333333333
2022,1,1,1,70107,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,0.1730769230769231,0.9903846153846154,0.9857142857142858,0.9857142857142858
2022,1,1,1,150122,1.0,1.0,2.0,2.0,1.0,3.0,0.0,4.0,0.06060606060606061,1.0,0.8333333333333334,0.7916666666666666
2022,1,1,1,150123,1.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,0.06896551724137931,1.0,1.0,1.0
2022,1,1,1,150124,1.0,1.0,5.0,2.0,2.0,3.0,1.0,3.0,0.125,1.0,1.0,1.0
2022,1,1,1,150121,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,0.1212121212121212,0.9696969696969697,0.9375,0.9375
2022,1,1,1,150125,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,0.1327433628318584,0.9824561403508771,1.0,0.9906542056074766
2022,1,1,1,150126,,,,,,,,,,,,
2022,1,1,1,150127,,,,,,,,,,,,
2022,1,1,1,150128,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.08,0.96,0.9574468085106383,0.9574468085106383
2022,1,1,1,150129,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0
2022,1,1,1,150130,1.0,1.0,2.0,2.0,1.0,3.0,0.0,4.0,0.04166666666666666,1.0,0.8888888888888888,0.8333333333333334
2022,1,1,1,150131,1.0,1.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,0.9230769230769231,0.8333333333333334,0.8333333333333334
2022,1,1,1,150132,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.1387434554973822,0.9872122762148338,0.9772727272727273,0.9715909090909091
2022,1,1,1,150133,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.1372549019607843,0.9805194805194806,0.9859154929577465,0.971830985915493
2022,1,1,1,150134,,,,,,,,,,,,
2022,1,1,1,150135,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.1184668989547038,0.9895833333333334,0.9797979797979798,0.9797979797979798
2022,1,1,1,150136,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,0.02173913043478261,0.9782608695652174,0.9111111111111111,0.8666666666666667
2022,1,1,1,150137,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.1982758620689655,0.9568965517241379,0.9615384615384616,0.9615384615384616
2022,1,1,1,150138,,,,,,,,,,,,
2022,1,1,1,150139,3.0,4.0,5.0,1.0,2.0,3.0,3.0,1.0,0.05263157894736842,0.8947368421052632,1.0,1.0
2022,1,1,1,150140,1.0,1.0,4.0,2.0,1.0,3.0,0.0,4.0,0.046875,0.984375,0.9230769230769231,0.8846153846153846
2022,1,1,1,150141,1.0,1.0,2.0,2.0,1.0,3.0,0.0,4.0,0.04166666666666666,1.0,1.0,0.9444444444444444
2022,1,1,1,70106,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,0.08078602620087336,0.9912854030501089,0.9870801033591732,0.9819121447028424
2022,1,1,1,150142,1.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,0.171875,1.0,0.9758064516129032,0.967741935483871
2022,1,1,1,150143,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,0.1181102362204724,0.9921875,0.9913793103448276,0.9913793103448276
2022,1,2,2,150102,,,,,,,,,,,,
2022,1,2,2,150103,,,,,,,,,,,,
2022,1,2,2,150104,,,,,,,,,,,,
2022,1,2,2,70102,,,,,,,,,,,,
2022,1,2,2,150105,,,,,,,,,,,,
2022,1,2,2,70101,,,,,,,,,,,,
2022,1,2,2,150106,,,,,,,,,,,,
2022,1,2,2,70103,,,,,,,,,,,,
2022,1,2,2,150107,,,,,,,,,,,,
2022,1,2,2,150108,,,,,,,,,,,,
2022,1,2,2,150109,,,,,,,,,,,,
2022,1,2,2,150110,,,,,,,,,,,,
2022,1,2,2,150111,,,,,,,,,,,,
2022,1,2,2,150112,,,,,,,,,,,,
2022,1,2,2,150113,,,,,,,,,,,,
2022,1,2,2,150114,,,,,,,,,,,,
2022,1,2,2,70104,,,,,,,,,,,,
2022,1,2,2,70105,,,,,,,,,,,,
2022,1,2,2,150115,,,,,,,,,,,,
2022,1,2,2,150101,,,,,,,,,,,,
2022,1,2,2,150116,,,,,,,,,,,,
2022,1,2,2,150117,,,,,,,,,,,,
2022,1,2,2,150118,,,,,,,,,,,,
2022,1,2,2,150119,,,,,,,,,,,,
2022,1,2,2,150120,,,,,,,,,,,,
2022,1,2,2,70107,,,,,,,,,,,,
2022,1,2,2,150122,,,,,,,,,,,,
2022,1,2,2,150123,,,,,,,,,,,,
2022,1,2,2,150124,,,,,,,,,,,,
2022,1,2,2,150121,,,,,,,,,,,,
2022,1,2,2,150125,,,,,,,,,,,,
2022,1,2,2,150126,,,,,,,,,,,,
2022,1,2,2,150127,,,,,,,,,,,,
2022,1,2,2,150128,,,,,,,,,,,,
2022,1,2,2,150129,,,,,,,,,,,,
2022,1,2,2,150130,,,,,,,,,,,,
2022,1,2,2,150131,,,,,,,,,,,,
2022,1,2,2,150132,,,,,,,,,,,,
2022,1,2,2,150133,,,,,,,,,,,,
2022,1,2,2,150134,,,,,,,,,,,,
2022,1,2,2,150135,,,,,,,,,,,,
2022,1,2,2,150136,,,,,,,,,,,,
2022,1,2,2,150137,,,,,,,,,,,,
2022,1,2,2,150138,,,,,,,,,,,,
2022,1,2,2,150139,,,,,,,,,,,,
2022,1,2,2,150140,,,,,,,,,,,,
2022,1,2,2,150141,,,,,,,,,,,,
2022,1,2,2,70106,,,,,,,,,,,,
2022,1,2,2,150142,,,,,,,,,,,,
2022,1,2,2,150143,,,,,,,,,,,,
2022,1,3,3,150102,,,,,,,,,,,,
2022,1,3,3,150103,,,,,,,,,,,,
2022,1,3,3,150104,,,,,,,,,,,,
2022,1,3,3,70102,,,,,,,,,,,,
2022,1,3,3,150105,,,,,,,,,,,,
2022,1,3,3,70101,,,,,,,,,,,,
2022,1,3,3,150106,,,,,,,,,,,,
2022,1,3,3,70103,,,,,,,,,,,,
2022,1,3,3,150107,,,,,,,,,,,,
2022,1,3,3,150108,,,,,,,,,,,,
2022,1,3,3,150109,,,,,,,,,,,,
2022,1,3,3,150110,,,,,,,,,,,,
2022,1,3,3,150111,,,,,,,,,,,,
2022,1,3,3,150112,,,,,,,,,,,,
2022,1,3,3,150113,,,,,,,,,,,,
2022,1,3,3,150114,,,,,,,,,,,,
2022,1,3,3,70104,,,,,,,,,,,,
2022,1,3,3,70105,,,,,,,,,,,,
2022,1,3,3,150115,,,,,,,,,,,,
2022,1,3,3,150101,,,,,,,,,,,,
2022,1,3,3,150116,,,,,,,,,,,,
2022,1,3,3,150117,,,,,,,,,,,,
2022,1,3,3,150118,,,,,,,,,,,,
2022,1,3,3,150119,,,,,,,,,,,,
2022,1,3,3,150120,,,,,,,,,,,,
2022,1,3,3,70107,,,,,,,,,,,,
2022,1,3,3,150122,,,,,,,,,,,,
2022,1,3,3,150123,,,,,,,,,,,,
2022,1,3,3,150124,,,,,,,,,,,,
2022,1,3,3,150121,,,,,,,,,,,,
2022,1,3,3,150125,,,,,,,,,,,,
2022,1,3,3,150126,,,,,,,,,,,,
2022,1,3,3,150127,,,,,,,,,,,,
2022,1,3,3,150128,,,,,,,,,,,,
2022,1,3,3,150129,,,,,,,,,,,,
2022,1,3,3,150130,,,,,,,,,,,,
2022,1,3,3,150131,,,,,,,,,,,,
2022,1,3,3,150132,,,,,,,,,,,,
2022,1,3,3,150133,,,,,,,,,,,,
2022,1,3,3,150134,,,,,,,,,,,,
2022,1,3,3,150135,,,,,,,,,,,,
2022,1,3,3,150136,,,,,,,,,,,,
2022,1,3,3,150137,,,,,,,,,,,,
2022,1,3,3,150138,,,,,,,,,,,,
2022,1,3,3,150139,,,,,,,,,,,,
2022,1,3,3,150140,,,,,,,,,,,,
2022,1,3,3,150141,,,,,,,,,,,,
2022,1,3,3,70106,,,,,,,,,,,,
2022,1,3,3,150142,,,,,,,,,,,,
2022,1,3,3,150143,,,,,,,,,,,,
2022,1,4,4,150102,,,,,,,,,,,,
2022,1,4,4,150103,,,,,,,,,,,,
2022,1,4,4,150104,,,,,,,,,,,,
2022,1,4,4,70102,,,,,,,,,,,,
2022,1,4,4,150105,,,,,,,,,,,,
2022,1,4,4,70101,,,,,,,,,,,,
2022,1,4,4,150106,,,,,,,,,,,,
2022,1,4,4,70103,,,,,,,,,,,,
2022,1,4,4,150107,,,,,,,,,,,,
2022,1,4,4,150108,,,,,,,,,,,,
2022,1,4,4,150109,,,,,,,,,,,,
2022,1,4,4,150110,,,,,,,,,,,,
2022,1,4,4,150111,,,,,,,,,,,,
2022,1,4,4,150112,,,,,,,,,,,,
2022,1,4,4,150113,,,,,,,,,,,,
2022,1,4,4,150114,,,,,,,,,,,,
2022,1,4,4,70104,,,,,,,,,,,,
2022,1,4,4,70105,,,,,,,,,,,,
2022,1,4,4,150115,,,,,,,,,,,,
2022,1,4,4,150101,,,,,,,,,,,,
2022,1,4,4,150116,,,,,,,,,,,,
2022,1,4,4,150117,,,,,,,,,,,,
2022,1,4,4,150118,,,,,,,,,,,,
2022,1,4,4,150119,,,,,,,,,,,,
2022,1,4,4,150120,,,,,,,,,,,,
2022,1,4,4,70107,,,,,,,,,,,,
2022,1,4,4,150122,,,,,,,,,,,,
2022,1,4,4,150123,,,,,,,,,,,,
2022,1,4,4,150124,,,,,,,,,,,,
2022,1,4,4,150121,,,,,,,,,,,,
2022,1,4,4,150125,,,,,,,,,,,,
2022,1,4,4,150126,,,,,,,,,,,,
2022,1,4,4,150127,,,,,,,,,,,,
2022,1,4,4,150128,,,,,,,,,,,,
2022,1,4,4,150129,,,,,,,,,,,,
2022,1,4,4,150130,,,,,,,,,,,,
2022,1,4,4,150131,,,,,,,,,,,,
2022,1,4,4,150132,,,,,,,,,,,,
2022,1,4,4,150133,,,,,,,,,,,,
2022,1,4,4,150134,,,,,,,,,,,,
2022,1,4,4,150135,,,,,,,,,,,,
2022,1,4,4,150136,,,,,,,,,,,,
2022,1,4,4,150137,,,,,,,,,,,,
2022,1,4,4,150138,,,,,,,,,,,,
2022,1,4,4,150139,,,,,,,,,,,,
2022,1,4,4,150140,,,,,,,,,,,,
2022,1,4,4,150141,,,,,,,,,,,,
2022,1,4,4,70106,,,,,,,,,,,,
2022,1,4,4,150142,,,,,,,,,,,,
2022,1,4,4,150143,,,,,,,,,,,,
2022,1,5,5,150102,,,,,,,,,,,,
2022,1,5,5,150103,,,,,,,,,,,,
2022,1,5,5,150104,,,,,,,,,,,,
2022,1,5,5,70102,,,,,,,,,,,,
2022,1,5,5,150105,,,,,,,,,,,,
2022,1,5,5,70101,,,,,,,,,,,,
2022,1,5,5,150106,,,,,,,,,,,,
2022,1,5,5,70103,,,,,,,,,,,,
2022,1,5,5,150107,,,,,,,,,,,,
2022,1,5,5,150108,,,,,,,,,,,,
2022,1,5,5,150109,,,,,,,,,,,,
2022,1,5,5,150110,,,,,,,,,,,,
2022,1,5,5,150111,,,,,,,,,,,,
2022,1,5,5,150112,,,,,,,,,,,,
2022,1,5,5,150113,,,,,,,,,,,,
2022,1,5,5,150114,,,,,,,,,,,,
2022,1,5,5,70104,,,,,,,,,,,,
2022,1,5,5,70105,,,,,,,,,,,,
2022,1,5,5,150115,,,,,,,,,,,,
2022,1,5,5,150101,,,,,,,,,,,,
2022,1,5,5,150116,,,,,,,,,,,,
2022,1,5,5,150117,,,,,,,,,,,,
2022,1,5,5,150118,,,,,,,,,,,,
2022,1,5,5,150119,,,,,,,,,,,,
2022,1,5,5,150120,,,,,,,,,,,,
2022,1,5,5,70107,,,,,,,,,,,,
2022,1,5,5,150122,,,,,,,,,,,,
2022,1,5,5,150123,,,,,,,,,,,,
2022,1,5,5,150124,,,,,,,,,,,,
2022,1,5,5,150121,,,,,,,,,,,,
2022,1,5,5,150125,,,,,,,,,,,,
2022,1,5,5,150126,,,,,,,,,,,,
2022,1,5,5,150127,,,,,,,,,,,,
2022,1,5,5,150128,,,,,,,,,,,,
2022,1,5,5,150129,,,,,,,,,,,,
2022,1,5,5,150130,,,,,,,,,,,,
2022,1,5,5,150131,,,,,,,,,,,,
2022,1,5,5,150132,,,,,,,,,,,,
2022,1,5,5,150133,,,,,,,,,,,,
2022,1,5,5,150134,,,,,,,,,,,,
2022,1,5,5,150135,,,,,,,,,,,,
2022,1,5,5,150136,,,,,,,,,,,,
2022,1,5,5,150137,,,,,,,,,,,,
2022,1,5,5,150138,,,,,,,,,,,,
2022,1,5,5,150139,,,,,,,,,,,,
2022,1,5,5,150140,,,,,,,,,,,,
2022,1,5,5,150141,,,,,,,,,,,,
2022,1,5,5,70106,,,,,,,,,,,,
2022,1,5,5,150142,,,,,,,,,,,,
2022,1,5,5,150143,,,,,,,,,,,,
2022,2,1,6,150102,,,,,,,,,,,,
2022,2,1,6,150103,,,,,,,,,,,,
2022,2,1,6,150104,,,,,,,,,,,,
2022,2,1,6,70102,,,,,,,,,,,,
2022,2,1,6,150105,,,,,,,,,,,,
2022,2,1,6,70101,,,,,,,,,,,,
2022,2,1,6,150106,,,,,,,,,,,,
2022,2,1,6,70103,,,,,,,,,,,,
2022,2,1,6,150107,,,,,,,,,,,,
2022,2,1,6,150108,,,,,,,,,,,,
2022,2,1,6,150109,,,,,,,,,,,,
2022,2,1,6,150110,,,,,,,,,,,,
2022,2,1,6,150111,,,,,,,,,,,,
2022,2,1,6,150112,,,,,,,,,,,,
2022,2,1,6,150113,,,,,,,,,,,,
2022,2,1,6,150114,,,,,,,,,,,,
2022,2,1,6,70104,,,,,,,,,,,,
2022,2,1,6,70105,,,,,,,,,,,,
2022,2,1,6,150115,,,,,,,,,,,,
2022,2,1,6,150101,,,,,,,,,,,,
2022,2,1,6,150116,,,,,,,,,,,,
2022,2,1,6,150117,,,,,,,,,,,,
2022,2,1,6,150118,,,,,,,,,,,,
2022,2,1,6,150119,,,,,,,,,,,,
2022,2,1,6,150120,,,,,,,,,,,,
2022,2,1,6,70107,,,,,,,,,,,,
2022,2,1,6,150122,,,,,,,,,,,,
2022,2,1,6,150123,,,,,,,,,,,,
2022,2,1,6,150124,,,,,,,,,,,,
2022,2,1,6,150121,,,,,,,,,,,,
2022,2,1,6,150125,,,,,,,,,,,,
2022,2,1,6,150126,,,,,,,,,,,,
2022,2,1,6,150127,,,,,,,,,,,,
2022,2,1,6,150128,,,,,,,,,,,,
2022,2,1,6,150129,,,,,,,,,,,,
2022,2,1,6,150130,,,,,,,,,,,,
2022,2,1,6,150131,,,,,,,,,,,,
2022,2,1,6,150132,,,,,,,,,,,,
2022,2,1,6,150133,,,,,,,,,,,,
2022,2,1,6,150134,,,,,,,,,,,,
2022,2,1,6,150135,,,,,,,,,,,,
2022,2,1,6,150136,,,,,,,,,,,,
2022,2,1,6,150137,,,,,,,,,,,,
2022,2,1,6,150138,,,,,,,,,,,,
2022,2,1,6,150139,,,,,,,,,,,,
2022,2,1,6,150140,,,,,,,,,,,,
2022,2,1,6,150141,,,,,,,,,,,,
2022,2,1,6,70106,,,,,,,,,,,,
2022,2,1,6,150142,,,,,,,,,,,,
2022,2,1,6,150143,,,,,,,,,,,,
2022,2,2,7,150102,,,,,,,,,,,,
2022,2,2,7,150103,,,,,,,,,,,,
2022,2,2,7,150104,,,,,,,,,,,,
2022,2,2,7,70102,,,,,,,,,,,,
2022,2,2,7,150105,,,,,,,,,,,,
2022,2,2,7,70101,,,,,,,,,,,,
2022,2,2,7,150106,,,,,,,,,,,,
2022,2,2,7,70103,,,,,,,,,,,,
2022,2,2,7,150107,,,,,,,,,,,,
2022,2,2,7,150108,,,,,,,,,,,,
2022,2,2,7,150109,,,,,,,,,,,,
2022,2,2,7,150110,,,,,,,,,,,,
2022,2,2,7,150111,,,,,,,,,,,,
2022,2,2,7,150112,,,,,,,,,,,,
2022,2,2,7,150113,,,,,,,,,,,,
2022,2,2,7,150114,,,,,,,,,,,,
2022,2,2,7,70104,,,,,,,,,,,,
2022,2,2,7,70105,,,,,,,,,,,,
2022,2,2,7,150115,,,,,,,,,,,,
2022,2,2,7,150101,,,,,,,,,,,,
2022,2,2,7,150116,,,,,,,,,,,,
2022,2,2,7,150117,,,,,,,,,,,,
2022,2,2,7,150118,,,,,,,,,,,,
2022,2,2,7,150119,,,,,,,,,,,,
2022,2,2,7,150120,,,,,,,,,,,,
2022,2,2,7,70107,,,,,,,,,,,,
2022,2,2,7,150122,,,,,,,,,,,,
2022,2,2,7,150123,,,,,,,,,,,,
2022,2,2,7,150124,,,,,,,,,,,,
2022,2,2,7,150121,,,,,,,,,,,,
2022,2,2,7,150125,,,,,,,,,,,,
2022,2,2,7,150126,,,,,,,,,,,,
2022,2,2,7,150127,,,,,,,,,,,,
