Fecha,Semana,Provincia,Distrito,Clima,Pluvio_Min,Pluvio_Max,Nubosidad,Presión,Viento_Min,Viento_Max,Temp_Min,Temp_Max,Punto_Rocío
2020-05-16,20,LIMA,SAN JUAN DE MIRAFLORES,Despejado,0.0,0.0,0.8,,,,18.0,19.0,13.0
2020-05-16,20,LIMA,SAN LUIS,Niebla,0.0,0.0,0.6,,,,12.0,21.0,13.0
2020-05-16,20,LIMA,SAN MARTIN DE PORRES,Despejado,0.0,0.0,0.9,,,,17.0,20.0,15.0
2020-05-16,20,LIMA,SAN MIGUEL,Despejado,0.0,0.0,0.9,,,,18.0,19.0,15.0
2020-05-16,20,LIMA,SANTA ANITA,Niebla,0.0,0.0,0.7,,,,16.0,21.0,15.0
2020-05-16,20,LIMA,SANTA MARIA DEL MAR,Niebla,0.0,0.0,0.8,,,,16.0,20.0,16.0
2020-05-16,20,LIMA,SANTA ROSA,Niebla,0.0,0.0,0.5,,,,17.0,20.0,16.0
2020-05-16,20,LIMA,SANTIAGO DE SURCO,Despejado,0.0,0.0,,,,,17.0,20.0,15.0
2020-05-16,20,LIMA,SURQUILLO,Niebla,0.0,0.0,,,,,18.0,20.0,14.0
2020-05-16,20,LIMA,VILLA EL SALVADOR,Despejado,0.0,0.0,0.8,,,,18.0,19.0,15.0
2020-05-16,20,LIMA,VILLA MARIA DEL TRIUNFO,Despejado,0.0,0.0,0.6,,,,18.0,19.0,15.0
2020-05-22,21,CALLAO,BELLAVISTA,,,,,1013.0,8.0,13.0,,,
2020-05-22,21,CALLAO,CALLAO,,,,,1014.0,7.0,12.0,,,
2020-05-22,21,CALLAO,CARMEN DE LA LEGUA REYNOSO,,,,,1013.0,7.0,13.0,,,
2020-05-22,21,CALLAO,LA PERLA,,,,,1013.0,9.0,13.0,,,
2020-05-22,21,CALLAO,LA PUNTA,,,,,1014.0,11.0,13.0,,,
2020-05-22,21,CALLAO,MI PERU,,,,,1013.0,3.0,10.0,,,
2020-05-22,21,CALLAO,VENTANILLA,,,,,1014.0,4.0,9.0,,,
2020-05-22,21,LIMA,ANCON,,,,,1013.0,3.0,9.0,,,
2020-05-22,21,LIMA,ATE,,,,,1014.0,3.0,8.0,,,
2020-05-22,21,LIMA,BARRANCO,,,,,1013.0,5.0,13.0,,,
2020-05-22,21,LIMA,BREÑA,,,,,1014.0,6.0,13.0,,,
2020-05-22,21,LIMA,CARABAYLLO,,,,,1013.0,1.0,10.0,,,
2020-05-22,21,LIMA,CHACLACAYO,,,,,1012.0,4.0,6.0,,,
2020-05-22,21,LIMA,CHORRILLOS,,,,,1013.0,5.0,13.0,,,
2020-05-22,21,LIMA,CIENEGUILLA,,,,,1013.0,4.0,7.0,,,
2020-05-22,21,LIMA,COMAS,,,,,1014.0,6.0,12.0,,,
2020-05-22,21,LIMA,EL AGUSTINO,,,,,1014.0,4.0,13.0,,,
2020-05-22,21,LIMA,INDEPENDENCIA,,,,,1014.0,6.0,12.0,,,
2020-05-22,21,LIMA,JESUS MARIA,,,,,1014.0,6.0,13.0,,,
2020-05-22,21,LIMA,LA MOLINA,,,,,1013.0,3.0,11.0,,,
2020-05-22,21,LIMA,LA VICTORIA,,,,,1014.0,5.0,13.0,,,
2020-05-22,21,LIMA,LIMA,,,,,1014.0,6.0,13.0,,,
2020-05-22,21,LIMA,LINCE,,,,,1015.0,6.0,13.0,,,
2020-05-22,21,LIMA,LOS OLIVOS,,,,,1014.0,6.0,11.0,,,
2020-05-22,21,LIMA,LURIGANCHO,,,,,1013.0,4.0,6.0,,,
2020-05-22,21,LIMA,LURIN,,,,,1015.0,3.0,9.0,,,
2020-05-22,21,LIMA,MAGDALENA DEL MAR,,,,,1013.0,7.0,13.0,,,
2020-05-22,21,LIMA,MIRAFLORES,,,,,1014.0,6.0,13.0,,,
2020-05-22,21,LIMA,PACHACAMAC,,,,,1014.0,3.0,9.0,,,
2020-05-22,21,LIMA,PUCUSANA,,,,,1015.0,4.0,8.0,,,
2020-05-22,21,LIMA,PUEBLO LIBRE,,,,,1014.0,7.0,13.0,,,
2020-05-22,21,LIMA,PUENTE PIEDRA,,,,,1014.0,3.0,10.0,,,
2020-05-22,21,LIMA,PUNTA HERMOSA,,,,,1015.0,2.0,8.0,,,
2020-05-22,21,LIMA,PUNTA NEGRA,,,,,1013.0,2.0,8.0,,,
2020-05-22,21,LIMA,RIMAC,,,,,1013.0,5.0,13.0,,,
2020-05-22,21,LIMA,SAN BARTOLO,,,,,1016.0,2.0,8.0,,,
2020-05-22,21,LIMA,SAN BORJA,,,,,1014.0,4.0,13.0,,,
2020-05-22,21,LIMA,SAN ISIDRO,,,,,1014.0,6.0,13.0,,,
2020-05-22,21,LIMA,SAN JUAN DE LURIGANCHO,,,,,1013.0,5.0,12.0,,,
2020-05-22,21,LIMA,SAN JUAN DE MIRAFLORES,,,,,1013.0,3.0,12.0,,,
2020-05-22,21,LIMA,SAN LUIS,,,,,1014.0,4.0,13.0,,,
2020-05-22,21,LIMA,SAN MARTIN DE PORRES,,,,,1013.0,6.0,11.0,,,
2020-05-22,21,LIMA,SAN MIGUEL,,,,,1014.0,8.0,13.0,,,
2020-05-22,21,LIMA,SANTA ANITA,,,,,1013.0,4.0,12.0,,,
2020-05-22,21,LIMA,SANTA MARIA DEL MAR,,,,,1015.0,3.0,9.0,,,
2020-05-22,21,LIMA,SANTA ROSA,,,,,1014.0,4.0,11.0,,,
2020-05-22,21,LIMA,SANTIAGO DE SURCO,,,,,1013.0,4.0,12.0,,,
2020-05-22,21,LIMA,SURQUILLO,,,,,1014.0,4.0,13.0,,,
2020-05-22,21,LIMA,VILLA EL SALVADOR,,,,,1013.0,5.0,12.0,,,
2020-05-22,21,LIMA,VILLA MARIA DEL TRIUNFO,,,,,1013.0,4.0,12.0,,,
2020-05-23,21,CALLAO,BELLAVISTA,Despejado,0.0,0.0,0.6,,,,18.0,17.0,14.0
2020-05-23,21,CALLAO,CALLAO,Despejado,0.0,0.0,0.5,,,,17.0,17.0,14.0
2020-05-23,21,CALLAO,CARMEN DE LA LEGUA REYNOSO,Despejado,0.0,0.0,1.0,,,,16.0,18.0,13.0
2020-05-23,21,CALLAO,LA PERLA,Despejado,0.0,0.0,0.9,,,,17.0,17.0,15.0
2020-05-23,21,CALLAO,LA PUNTA,Despejado,0.0,0.0,0.8,,,,17.0,17.0,15.0
2020-05-23,21,CALLAO,MI PERU,Niebla,0.0,0.0,0.8,,,,14.0,18.0,14.0
2020-05-23,21,CALLAO,VENTANILLA,Despejado,0.0,0.0,1.0,,,,15.0,18.0,14.0
2020-05-23,21,LIMA,ANCON,Despejado,0.0,0.0,1.0,,,,15.0,20.0,11.0
2020-05-23,21,LIMA,ATE,Despejado,0.0,0.0,1.0,,,,15.0,20.0,12.0
2020-05-23,21,LIMA,BARRANCO,Despejado,0.0,0.0,1.0,,,,14.0,18.0,14.0
2020-05-23,21,LIMA,BREÑA,Despejado,0.0,0.0,,,,,14.0,19.0,14.0
2020-05-23,21,LIMA,CARABAYLLO,Despejado,0.0,0.0,1.0,,,,17.0,21.0,10.0
2020-05-23,21,LIMA,CHACLACAYO,Despejado,0.0,0.0,1.0,,,,18.0,22.0,9.0
2020-05-23,21,LIMA,CHORRILLOS,Despejado,0.0,0.0,0.9,,,,15.0,18.0,14.0
2020-05-23,21,LIMA,CIENEGUILLA,Despejado,0.0,0.0,1.0,,,,18.0,21.0,10.0
2020-05-23,21,LIMA,COMAS,Despejado,0.0,0.0,1.0,,,,16.0,21.0,13.0
2020-05-23,21,LIMA,EL AGUSTINO,Despejado,0.0,0.0,0.9,,,,12.0,20.0,12.0
2020-05-23,21,LIMA,INDEPENDENCIA,Despejado,0.0,0.0,0.9,,,,15.0,19.0,14.0
2020-05-23,21,LIMA,JESUS MARIA,Despejado,0.0,0.0,,,,,14.0,19.0,13.0
2020-05-23,21,LIMA,LA MOLINA,Despejado,0.0,0.0,0.9,,,,14.0,19.0,14.0
2020-05-23,21,LIMA,LA VICTORIA,Despejado,0.0,0.0,,,,,18.0,19.0,13.0
2020-05-23,21,LIMA,LIMA,Despejado,0.0,0.0,1.0,,,,16.0,19.0,13.0
2020-05-23,21,LIMA,LINCE,Despejado,0.0,0.0,0.5,,,,14.0,19.0,14.0
2020-05-23,21,LIMA,LOS OLIVOS,Despejado,0.0,0.0,1.0,,,,16.0,19.0,14.0
2020-05-23,21,LIMA,LURIGANCHO,Despejado,0.0,0.0,,,,,17.0,22.0,12.0
2020-05-23,21,LIMA,LURIN,Despejado,0.0,0.0,0.9,,,,17.0,20.0,11.0
2020-05-23,21,LIMA,MAGDALENA DEL MAR,Despejado,0.0,0.0,,,,,15.0,18.0,14.0
2020-05-23,21,LIMA,MIRAFLORES,Despejado,0.0,0.0,0.5,,,,14.0,19.0,15.0
2020-05-23,21,LIMA,PACHACAMAC,Despejado,0.0,0.0,0.9,,,,17.0,20.0,10.0
2020-05-23,21,LIMA,PUCUSANA,Niebla,0.0,0.0,1.0,,,,16.0,18.0,14.0
2020-05-23,21,LIMA,PUEBLO LIBRE,Despejado,0.0,0.0,1.0,,,,15.0,18.0,14.0
2020-05-23,21,LIMA,PUENTE PIEDRA,Despejado,0.0,0.0,,,,,15.0,19.0,13.0
2020-05-23,21,LIMA,PUNTA HERMOSA,Despejado,0.0,0.0,0.8,,,,16.0,20.0,12.0
2020-05-23,21,LIMA,PUNTA NEGRA,Despejado,0.0,0.0,0.9,,,,16.0,20.0,10.0
2020-05-23,21,LIMA,RIMAC,Despejado,0.0,0.0,1.0,,,,14.0,20.0,12.0
2020-05-23,21,LIMA,SAN BARTOLO,Niebla,0.0,0.0,0.8,,,,18.0,20.0,12.0
2020-05-23,21,LIMA,SAN BORJA,Despejado,0.0,0.0,0.9,,,,13.0,19.0,13.0
2020-05-23,21,LIMA,SAN ISIDRO,Despejado,0.0,0.0,1.0,,,,14.0,19.0,14.0
2020-05-23,21,LIMA,SAN JUAN DE LURIGANCHO,Despejado,0.0,0.0,0.9,,,,15.0,22.0,12.0
2020-05-23,21,LIMA,SAN JUAN DE MIRAFLORES,Despejado,0.0,0.0,0.9,,,,15.0,18.0,13.0
2020-05-23,21,LIMA,SAN LUIS,Despejado,0.0,0.0,0.9,,,,12.0,20.0,13.0
2020-05-23,21,LIMA,SAN MARTIN DE PORRES,Despejado,0.0,0.0,1.0,,,,16.0,18.0,13.0
2020-05-23,21,LIMA,SAN MIGUEL,Despejado,0.0,0.0,1.0,,,,16.0,18.0,15.0
2020-05-23,21,LIMA,SANTA ANITA,Despejado,0.0,0.0,1.0,,,,13.0,20.0,12.0
2020-05-23,21,LIMA,SANTA MARIA DEL MAR,Niebla,0.0,0.0,0.8,,,,16.0,19.0,15.0
2020-05-23,21,LIMA,SANTA ROSA,Niebla,0.0,0.0,1.0,,,,14.0,19.0,14.0
2020-05-23,21,LIMA,SANTIAGO DE SURCO,Despejado,0.0,0.0,,,,,14.0,19.0,13.0
2020-05-23,21,LIMA,SURQUILLO,Despejado,0.0,0.0,,,,,18.0,19.0,15.0
2020-05-23,21,LIMA,VILLA EL SALVADOR,Despejado,0.0,0.0,1.0,,,,16.0,18.0,14.0
2020-05-23,21,LIMA,VILLA MARIA DEL TRIUNFO,Despejado,0.0,0.0,1.0,,,,15.0,18.0,13.0
2020-05-31,22,CALLAO,BELLAVISTA,Despejado,0.0,0.0,0.8,1015.0,11.0,16.0,17.0,19.0,16.0
2020-05-31,22,CALLAO,CALLAO,Despejado,0.0,0.0,0.8,1016.0,11.0,16.0,18.0,19.0,16.0
2020-05-31,22,CALLAO,CARMEN DE LA LEGUA REYNOSO,Despejado,0.0,0.0,0.6,1015.0,9.0,15.0,17.0,20.0,16.0
2020-05-31,22,CALLAO,LA PERLA,Despejado,0.0,0.0,0.8,1015.0,12.0,16.0,17.0,19.0,17.0
2020-05-31,22,CALLAO,LA PUNTA,Despejado,0.0,0.0,0.4,1016.0,13.0,17.0,17.0,19.0,16.0
2020-05-31,22,CALLAO,MI PERU,Despejado,0.0,0.0,0.8,1016.0,8.0,14.0,16.0,20.0,15.0
2020-05-31,22,CALLAO,VENTANILLA,Despejado,0.0,0.0,0.7,1017.0,10.0,16.0,17.333333333333332,20.0,16.0
2020-05-31,22,LIMA,ANCON,Despejado,0.0,0.0,0.5,1017.0,3.0,11.0,17.0,21.0,14.0
2020-05-31,22,LIMA,ATE,Despejado,0.0,0.0,0.6,1017.0,3.0,12.0,16.0,20.0,14.0
2020-05-31,22,LIMA,BARRANCO,Despejado,0.0,0.0,0.7,1017.0,8.0,14.0,16.0,20.0,16.0
2020-05-31,22,LIMA,BREÑA,Despejado,0.0,0.0,,1015.0,6.0,13.0,16.0,20.0,15.0
2020-05-31,22,LIMA,CARABAYLLO,Despejado,0.0,0.0,0.6,1017.0,2.0,8.0,17.0,22.0,14.0
2020-05-31,22,LIMA,CHACLACAYO,Despejado,0.0,0.0,0.5,1016.0,2.0,11.0,16.0,22.0,12.0
2020-05-31,22,LIMA,CHORRILLOS,Despejado,0.0,0.0,0.9,1015.0,10.0,15.0,17.0,19.0,15.0
2020-05-31,22,LIMA,CIENEGUILLA,Despejado,0.0,0.0,0.7,1016.0,3.0,9.0,16.0,21.0,12.0
2020-05-31,22,LIMA,COMAS,Despejado,0.0,0.0,0.5,1017.0,5.0,12.0,17.25,22.0,16.0
2020-05-31,22,LIMA,EL AGUSTINO,Despejado,0.0,0.0,0.6,1017.0,2.0,11.0,15.0,21.0,15.0
2020-05-31,22,LIMA,INDEPENDENCIA,Despejado,0.0,0.0,0.7,1016.0,6.0,13.0,16.0,21.0,15.0
2020-05-31,22,LIMA,JESUS MARIA,Despejado,0.0,0.0,,1017.0,7.0,14.0,16.0,20.0,16.0
2020-05-31,22,LIMA,LA MOLINA,Despejado,0.0,0.0,0.7,1015.0,4.0,12.0,16.0,20.0,15.0
2020-05-31,22,LIMA,LA VICTORIA,Despejado,0.0,0.0,,1016.0,4.0,12.0,18.0,21.0,15.0
2020-05-31,22,LIMA,LIMA,Despejado,0.0,0.0,0.6,1016.0,6.0,13.0,16.0,20.0,15.0
2020-05-31,22,LIMA,LINCE,Despejado,0.0,0.0,0.5,1017.0,7.0,13.0,16.0,20.0,15.0
2020-05-31,22,LIMA,LOS OLIVOS,Despejado,0.0,0.0,0.6,1016.0,7.0,15.0,16.0,20.0,15.0
2020-05-31,22,LIMA,LURIGANCHO,Despejado,0.0,0.0,,1018.0,2.0,12.0,17.0,22.0,13.0
2020-05-31,22,LIMA,LURIN,Despejado,0.0,0.0,0.6,1018.0,7.0,10.0,18.0,19.0,13.0
2020-05-31,22,LIMA,MAGDALENA DEL MAR,Despejado,0.0,0.0,,1015.0,9.0,14.0,16.0,20.0,16.0
2020-05-31,22,LIMA,MIRAFLORES,Despejado,0.0,0.0,0.6,1015.0,8.0,14.0,16.0,20.0,16.0
2020-05-31,22,LIMA,PACHACAMAC,Despejado,0.0,0.0,0.6,1018.0,5.0,10.0,19.0,20.0,13.0
2020-05-31,22,LIMA,PUCUSANA,Despejado,0.0,0.0,0.6,1018.0,7.0,13.0,16.0,19.0,15.0
2020-05-31,22,LIMA,PUEBLO LIBRE,Despejado,0.0,0.0,0.7,1018.0,9.0,14.0,16.0,20.0,16.0
2020-05-31,22,LIMA,PUENTE PIEDRA,Despejado,0.0,0.0,,1016.0,8.0,13.0,16.0,21.0,15.0
2020-05-31,22,LIMA,PUNTA HERMOSA,Despejado,0.0,0.0,0.7,1017.0,6.0,8.0,17.0,20.0,15.0
2020-05-31,22,LIMA,PUNTA NEGRA,Despejado,0.0,0.0,0.5,1015.0,6.0,8.0,16.0,20.0,12.0
2020-05-31,22,LIMA,RIMAC,Despejado,0.0,0.0,0.6,1015.0,4.0,12.0,16.0,21.0,15.0
2020-05-31,22,LIMA,SAN BARTOLO,Despejado,0.0,0.0,0.7,1016.0,6.0,9.0,18.0,20.0,15.0
2020-05-31,22,LIMA,SAN BORJA,Despejado,0.0,0.0,0.8,1017.0,5.0,13.0,16.0,20.0,15.0
2020-05-31,22,LIMA,SAN ISIDRO,Despejado,0.0,0.0,0.7,1015.0,7.0,14.0,16.0,20.0,16.0
2020-05-31,22,LIMA,SAN JUAN DE LURIGANCHO,Despejado,0.0,0.0,0.4,1015.0,2.0,10.0,16.0,23.0,15.0
2020-05-31,22,LIMA,SAN JUAN DE MIRAFLORES,Despejado,0.0,0.0,0.8,1015.0,8.0,13.0,17.0,19.0,15.0
2020-05-31,22,LIMA,SAN LUIS,Despejado,0.0,0.0,0.6,1015.0,3.0,12.0,12.0,21.0,15.0
2020-05-31,22,LIMA,SAN MARTIN DE PORRES,Despejado,0.0,0.0,0.6,1015.0,9.0,16.0,17.0,20.0,16.0
2020-05-31,22,LIMA,SAN MIGUEL,Despejado,0.0,0.0,0.6,1017.0,10.0,15.0,17.0,19.0,16.0
2020-05-31,22,LIMA,SANTA ANITA,Despejado,0.0,0.0,0.6,1015.0,2.0,11.0,15.0,21.0,14.0
2020-05-31,22,LIMA,SANTA MARIA DEL MAR,Despejado,0.0,0.0,0.7,1017.0,7.0,12.0,15.0,20.0,15.0
2020-05-31,22,LIMA,SANTA ROSA,Despejado,0.0,0.0,0.6,1017.0,9.0,13.0,16.0,21.0,16.0
2020-05-31,22,LIMA,SANTIAGO DE SURCO,Despejado,0.0,0.0,,1015.0,6.0,13.0,16.0,20.0,15.0
2020-05-31,22,LIMA,SURQUILLO,Despejado,0.0,0.0,,1015.0,6.0,13.0,18.0,20.0,15.0
2020-05-31,22,LIMA,VILLA EL SALVADOR,Despejado,0.0,0.0,0.7,1015.0,10.0,15.0,18.0,18.0,15.0
2020-05-31,22,LIMA,VILLA MARIA DEL TRIUNFO,Despejado,0.0,0.0,0.8,1017.0,8.0,13.0,19.0,19.0,15.0
2020-06-01,23,CALLAO,BELLAVISTA,Niebla,0.0,0.0,0.9,1016.0,8.0,15.0,17.0,19.0,17.0
2020-06-01,23,CALLAO,CALLAO,Niebla,0.0,0.0,0.8,1017.0,7.0,16.0,17.0,19.0,17.0
2020-06-01,23,CALLAO,CARMEN DE LA LEGUA REYNOSO,Niebla,0.0,0.0,0.8,1016.0,7.0,15.0,16.0,20.0,16.0
2020-06-01,23,CALLAO,LA PERLA,Niebla,0.0,0.0,0.9,1016.0,9.0,16.0,17.0,19.0,16.0
2020-06-01,23,CALLAO,LA PUNTA,Niebla,0.0,0.0,0.4,1017.0,10.0,17.0,17.0,19.0,16.0
2020-06-01,23,CALLAO,MI PERU,Niebla,0.0,0.0,0.6,1017.0,5.0,14.0,17.0,20.0,16.0
2020-06-01,23,CALLAO,VENTANILLA,Despejado,0.0,0.0,0.7,1016.0,6.0,16.0,16.0,19.0,16.0
2020-06-01,23,LIMA,ANCON,Despejado,0.0,0.0,0.6,1016.0,2.0,10.0,16.0,21.0,15.0
2020-06-01,23,LIMA,ATE,Niebla,0.0,0.0,0.7,1017.0,3.0,11.0,17.0,20.0,13.0
2020-06-01,23,LIMA,BARRANCO,Despejado,0.0,0.0,0.8,1016.0,4.0,13.0,16.0,20.0,17.0
2020-06-01,23,LIMA,BREÑA,Niebla,0.0,0.0,,1017.0,5.0,13.0,15.0,20.0,16.0
2020-06-01,23,LIMA,CARABAYLLO,Despejado,0.0,0.0,0.6,1017.0,4.0,8.0,18.0,21.0,13.0
2020-06-01,23,LIMA,CHACLACAYO,Despejado,0.0,0.0,0.3,1016.0,4.0,9.0,17.0,21.0,12.0
2020-06-01,23,LIMA,CHORRILLOS,Despejado,0.0,0.0,1.0,1017.0,5.0,14.0,16.0,19.0,15.0
2020-06-01,23,LIMA,CIENEGUILLA,Despejado,0.0,0.0,0.5,1017.0,4.0,8.0,17.0,21.0,12.0
2020-06-01,23,LIMA,COMAS,Niebla,0.0,0.0,0.5,1018.0,5.0,13.0,16.0,22.0,16.0
2020-06-01,23,LIMA,EL AGUSTINO,Niebla,0.0,0.0,0.7,1017.0,3.0,11.0,14.0,21.0,15.0
2020-06-01,23,LIMA,INDEPENDENCIA,Niebla,0.0,0.0,0.7,1016.0,5.0,13.0,15.0,21.0,16.0
2020-06-01,23,LIMA,JESUS MARIA,Niebla,0.0,0.0,,1018.0,5.0,13.0,15.0,20.0,15.0
2020-06-01,23,LIMA,LA MOLINA,Niebla,0.0,0.0,0.7,1015.0,3.0,11.0,16.0,20.0,15.0
2020-06-01,23,LIMA,LA VICTORIA,Niebla,0.0,0.0,,1016.0,4.0,12.0,13.333333333333334,21.0,15.0
2020-06-01,23,LIMA,LIMA,Niebla,0.0,0.0,0.7,1016.0,5.0,13.0,14.0,20.0,15.0
2020-06-01,23,LIMA,LINCE,Niebla,0.0,0.0,0.9,1016.0,5.0,13.0,14.666666666666666,20.0,16.0
2020-06-01,23,LIMA,LOS OLIVOS,Despejado,0.0,0.0,0.6,1017.0,6.0,15.0,16.0,20.0,16.0
2020-06-01,23,LIMA,LURIGANCHO,Despejado,0.0,0.0,,1017.0,4.0,10.0,17.0,22.0,13.0
2020-06-01,23,LIMA,LURIN,Despejado,0.0,0.0,0.8,1017.0,3.0,10.0,18.0,19.0,14.0
2020-06-01,23,LIMA,MAGDALENA DEL MAR,Niebla,0.0,0.0,,1016.0,7.0,14.0,16.0,20.0,16.0
2020-06-01,23,LIMA,MIRAFLORES,Despejado,0.0,0.0,0.9,1017.0,5.0,13.0,15.0,20.0,15.0
2020-06-01,23,LIMA,PACHACAMAC,Despejado,0.0,0.0,0.7,1017.0,3.0,9.0,18.0,20.0,12.0
2020-06-01,23,LIMA,PUCUSANA,Niebla,0.0,0.0,0.8,1018.0,3.0,12.0,17.0,19.0,16.0
2020-06-01,23,LIMA,PUEBLO LIBRE,Niebla,0.0,0.0,0.6,1017.0,6.0,14.0,16.0,20.0,16.0
2020-06-01,23,LIMA,PUENTE PIEDRA,Despejado,0.0,0.0,,1017.0,5.0,14.0,17.0,20.0,16.0
2020-06-01,23,LIMA,PUNTA HERMOSA,Despejado,0.0,0.0,0.9,1016.0,2.0,9.0,18.0,20.0,14.0
2020-06-01,23,LIMA,PUNTA NEGRA,Despejado,0.0,0.0,0.8,1016.0,1.0,9.0,18.0,20.0,12.0
2020-06-01,23,LIMA,RIMAC,Niebla,0.0,0.0,0.6,1015.0,4.0,12.0,15.0,21.0,15.0
2020-06-01,23,LIMA,SAN BARTOLO,Niebla,0.0,0.0,0.8,1017.0,2.0,10.0,17.0,20.0,16.0
2020-06-01,23,LIMA,SAN BORJA,Niebla,0.0,0.0,0.8,1017.0,3.0,12.0,15.0,20.0,15.0
2020-06-01,23,LIMA,SAN ISIDRO,Niebla,0.0,0.0,0.7,1017.0,5.0,13.0,15.0,20.0,16.0
2020-06-01,23,LIMA,SAN JUAN DE LURIGANCHO,Niebla,0.0,0.0,0.6,1015.0,4.0,11.0,15.0,23.0,16.0
2020-06-01,23,LIMA,SAN JUAN DE MIRAFLORES,Despejado,0.0,0.0,0.9,1015.0,3.0,13.0,16.0,19.0,15.0
2020-06-01,23,LIMA,SAN LUIS,Niebla,0.0,0.0,0.7,1017.0,3.0,11.0,14.0,21.0,15.0
2020-06-01,23,LIMA,SAN MARTIN DE PORRES,Despejado,0.0,0.0,0.7,1016.0,6.0,16.0,16.0,20.0,16.0
2020-06-01,23,LIMA,SAN MIGUEL,Niebla,0.0,0.0,0.8,1016.0,7.0,14.0,16.0,19.0,17.0
2020-06-01,23,LIMA,SANTA ANITA,Niebla,0.0,0.0,0.7,1015.0,3.0,11.0,15.0,21.0,14.0
2020-06-01,23,LIMA,SANTA MARIA DEL MAR,Niebla,0.0,0.0,0.7,1016.0,2.0,11.0,17.0,20.0,15.0
2020-06-01,23,LIMA,SANTA ROSA,Niebla,0.0,0.0,0.6,1017.0,5.0,14.0,17.0,20.0,15.0
2020-06-01,23,LIMA,SANTIAGO DE SURCO,Despejado,0.0,0.0,,1017.0,3.0,13.0,15.0,20.0,15.0
2020-06-01,23,LIMA,SURQUILLO,Niebla,0.0,0.0,,1017.0,4.0,12.0,,20.0,15.0
2020-06-01,23,LIMA,VILLA EL SALVADOR,Despejado,0.0,0.0,0.7,1017.0,5.0,14.0,17.0,18.0,15.0
2020-06-01,23,LIMA,VILLA MARIA DEL TRIUNFO,Despejado,0.0,0.0,0.9,1017.0,3.0,13.0,17.0,19.0,15.0
2020-06-08,24,CALLAO,BELLAVISTA,Despejado,0.0,0.0,0.9,1014.0,9.0,7.0,17.0,18.0,15.0
2020-06-08,24,CALLAO,CALLAO,Despejado,0.0,0.0,0.9,1015.0,9.0,8.0,16.0,19.0,15.0
2020-06-08,24,CALLAO,CARMEN DE LA LEGUA REYNOSO,Despejado,0.0,0.0,0.7,1014.0,8.0,8.0,16.0,19.0,14.0
2020-06-08,24,CALLAO,LA PERLA,Despejado,0.0,0.0,0.8,1014.0,10.0,7.0,16.0,18.0,16.0
2020-06-08,24,CALLAO,LA PUNTA,Despejado,0.0,0.0,1.0,1015.0,12.0,7.0,16.0,18.0,15.0
2020-06-08,24,CALLAO,MI PERU,Niebla,0.0,0.0,0.7,1015.0,6.0,9.0,16.0,20.0,14.0
2020-06-08,24,CALLAO,VENTANILLA,Despejado,0.0,0.0,0.8,1014.0,7.0,9.0,16.0,20.0,15.0
2020-06-08,24,LIMA,ANCON,Despejado,0.0,0.0,0.4,1014.0,2.0,9.0,15.0,21.0,14.0
2020-06-08,24,LIMA,ATE,Niebla,0.0,0.0,0.4,1015.0,2.0,9.0,15.0,19.0,13.0
2020-06-08,24,LIMA,BARRANCO,Despejado,0.0,0.0,0.4,1015.0,6.0,9.0,15.0,19.0,15.0
2020-06-08,24,LIMA,BREÑA,Niebla,0.0,0.0,,1015.0,5.0,9.0,14.0,20.0,14.0
2020-06-08,24,LIMA,CARABAYLLO,Despejado,0.0,0.0,0.2,1016.0,3.0,9.0,17.0,21.0,15.0
2020-06-08,24,LIMA,CHACLACAYO,Despejado,0.0,0.0,0.1,1012.0,4.0,7.0,16.0,21.0,9.0
2020-06-08,24,LIMA,CHORRILLOS,Despejado,0.0,0.0,0.9,1014.0,7.0,9.0,15.0,19.0,16.0
2020-06-08,24,LIMA,CIENEGUILLA,Despejado,0.0,0.0,0.3,1015.0,3.0,7.0,17.0,20.0,10.0
2020-06-08,24,LIMA,COMAS,Niebla,0.0,0.0,0.5,1017.0,4.0,10.0,16.0,21.0,15.0
2020-06-08,24,LIMA,EL AGUSTINO,Niebla,0.0,0.0,0.7,1015.0,2.0,11.0,13.0,21.0,13.0
2020-06-08,24,LIMA,INDEPENDENCIA,Niebla,0.0,0.0,0.8,1015.0,5.0,10.0,15.0,21.0,14.0
2020-06-08,24,LIMA,JESUS MARIA,Niebla,0.0,0.0,,1017.0,6.0,9.0,14.0,20.0,15.0
2020-06-08,24,LIMA,LA MOLINA,Niebla,0.0,0.0,0.6,1014.0,3.0,9.0,14.0,20.0,14.0
2020-06-08,24,LIMA,LA VICTORIA,Niebla,0.0,0.0,,1015.0,3.0,10.0,13.333333333333334,21.0,14.0
2020-06-08,24,LIMA,LIMA,Niebla,0.0,0.0,0.6,1014.0,5.0,9.0,14.0,20.0,15.0
2020-06-08,24,LIMA,LINCE,Niebla,0.0,0.0,1.0,1014.0,5.0,9.0,14.0,20.0,15.0
2020-06-08,24,LIMA,LOS OLIVOS,Despejado,0.0,0.0,0.7,1015.0,6.0,9.0,16.0,20.0,14.0
2020-06-08,24,LIMA,LURIGANCHO,Despejado,0.0,0.0,,1014.0,4.0,8.0,15.75,21.0,10.0
2020-06-08,24,LIMA,LURIN,Despejado,0.0,0.0,0.4,1016.0,5.0,8.0,16.0,19.0,12.0
2020-06-08,24,LIMA,MAGDALENA DEL MAR,Despejado,0.0,0.0,,1014.0,8.0,9.0,15.0,19.0,15.0
