,separacion_basura,exposicion_deslizamientos,exposicion_precipicios,exposicion_inundaciones,informacion_basura,conserva_agua,purificacion_agua,sanitario_compartido,agua_potable,barrido_calle,viento_min,exposicion_basurales,viento_max
412,0.25,0.0118747833536183,0.0010695187165775,0.0158645276292335,0.0,0.960164651904868,1.0,0.1888856281958119,1.0,0.25,4.0,0.0242325102709657,11.0
413,0.0,0.0,0.0,0.0,0.0,0.9926045541834038,0.9944597486762417,0.116551139436596,1.0,1.0,5.0,0.0,11.0
414,0.2,0.0,0.0,0.0,0.2,0.855427856167501,1.0,0.0,1.0,1.0,5.0,0.0,9.0
415,0.5,0.0,0.0,0.0,0.3333333333333333,0.9348421548865335,1.0,0.0080993305672864,1.0,1.0,3.0,0.0,11.0
416,0.0625,0.0069844806620603,0.0005347593582887,0.023109459500287,0.0625,0.933116414786083,0.9369768121203612,0.0337183086509926,1.0,1.0,6.0,0.0383351324964371,9.0
417,0.3145800131146431,0.0125174276666152,0.0026326614561908,0.048613715961672,0.0828673252883242,0.8043704672975813,0.9198857744578924,0.0,1.0,0.8424398391636733,7.0,0.0393189341184265,8.0
418,0.0,0.0,0.0,0.0,0.1,0.9569903014600328,0.9625167759255492,0.3383103321074319,1.0,1.0,4.0,0.0,10.0
419,0.125,0.0056493645070289,0.0005347593582887,0.0128342245989304,0.0,0.9967353601305856,0.99110669993313,0.0361287093103117,1.0,1.0,5.0,0.0245128244615604,9.0
420,0.3320675123462753,0.0083583099481754,0.0005347593582887,0.0335115864527629,0.0828673252883242,0.9096712908907404,1.0,0.0,1.0,0.9426754940316812,5.0,0.0282840902655236,10.0
421,0.3333333333333333,0.0,0.0,0.0,0.1666666666666667,0.9843345022286876,0.9961869416398788,0.1440597768516887,1.0,1.0,5.0,0.0,11.0
422,0.3165673558090403,0.0237541001475221,0.0109749074454956,0.0409951032682837,0.0828673252883242,1.0,0.9934215849896324,0.1137788214629447,1.0,0.575302854525529,1.0,0.0552196775058223,15.0
423,0.3644921915911117,0.0232017985109732,0.010111065405183,0.0405522128253932,0.0828673252883242,1.0,1.0,0.0670042257731764,1.0,0.5346694044602229,3.0,0.0433321850271035,9.0
424,1.0,0.0,0.0,0.0,0.0,0.9861887422242452,0.9938843630306016,0.0,1.0,1.0,5.0,0.2,9.0
425,0.3159780167567754,0.0106964960226526,0.0012340600575894,0.0297863983806157,0.0828673252883242,0.9389004486637624,0.9661343871282247,0.1164872127390946,1.0,0.7646239520992835,3.0,0.0526366727083258,11.0
426,0.3003088461411448,0.0077396806960716,0.0005347593582887,0.0153297682709447,0.0828673252883242,0.813085815674573,0.9685285129072112,0.0329492992214885,1.0,0.9590438917875598,5.0,0.0200715926963234,10.0
427,0.366299550898471,0.023668096918448,0.010111065405183,0.034135100525928,0.0828673252883242,1.0,0.9816416325292064,0.0707290057422683,1.0,0.5550688066453393,2.0,0.0396906465500715,10.0
428,0.3726642656644947,0.0175504032567023,0.007807486631016,0.0184683943507472,0.0828673252883242,1.0,1.0,0.0300199922172686,1.0,0.5620257322242548,5.0,0.0268239540183621,10.0
429,0.2909431226005876,0.0083583099481754,0.0005347593582887,0.0213903743315508,0.0828673252883242,0.9851472103107108,0.9943012280290388,0.0263774139513784,1.0,0.965345581333902,5.0,0.0255372837106317,9.0
430,0.3125,0.0,0.0,0.0,0.125,0.9878574577358532,0.9830349655893594,0.166786637564174,1.0,0.5,4.0,0.125,11.0
431,0.369049452512009,0.023668096918448,0.010111065405183,0.0332095554827359,0.0828673252883242,0.9808562935642174,0.9817870512213004,0.088986225729066,1.0,0.5346694044602229,4.0,0.0379498731991287,9.0
432,0.369049452512009,0.023668096918448,0.010111065405183,0.0332095554827359,0.0828673252883242,0.9800479418367746,0.9808615546356518,0.0909804630976545,1.0,0.5346694044602229,4.0,0.0379498731991287,9.0
433,0.125,0.0063658514099564,0.0005347593582887,0.0135804707090848,0.0,0.9895579193487236,0.9767533192732348,0.1140354980522303,1.0,1.0,4.0,0.0237669433381755,10.0
434,0.375860758219276,0.0175504032567023,0.007807486631016,0.0190847271704699,0.0828673252883242,0.9627755574417658,0.8714914277044454,0.0,1.0,0.5466378181637113,4.0,0.0319788890155884,10.0
435,0.5714285714285714,0.0,0.0,0.0,0.1428571428571428,0.8071858470056971,1.0,0.0985497901178374,1.0,1.0,4.0,0.0,10.0
436,0.3003088461411448,0.0077396806960716,0.0005347593582887,0.0153297682709447,0.0828673252883242,0.9526627218934912,0.9781520254893036,0.0,1.0,0.9590438917875598,5.0,0.0200715926963234,10.0
437,0.4857142857142857,0.088235294117647,0.0294117647058823,0.1764705882352941,0.0285714285714285,0.9902935510752772,0.9905749596557438,0.1260957651513332,1.0,0.2571428571428571,4.0,0.1470588235294118,14.0
438,0.25,0.0,0.0,0.0,0.125,0.961071084373026,0.9867456596096048,0.0664627878614906,1.0,1.0,4.0,0.0,10.0
439,0.3112315015340449,0.0083583099481754,0.0005347593582887,0.0183600713012477,0.0828673252883242,0.9881488027400204,0.9907917835453404,0.2212217781406657,1.0,0.9511509402317064,4.0,0.0202712504109363,10.0
440,0.4166666666666667,0.0,0.0,0.0,0.0416666666666666,0.977491616800398,0.9921875782998424,0.123931246383049,1.0,0.0,5.0,0.0,10.0
441,0.2657831038728959,0.0083583099481754,0.0005347593582887,0.0216985407414121,0.0828673252883242,0.9803734078324224,0.9755043676372844,0.0442661819466469,1.0,0.9583746111276376,6.0,0.0255372837106317,9.0
442,0.4117647058823529,0.125,0.0,0.0,0.1764705882352941,0.967530148504204,0.951761069512912,0.1841591844696591,1.0,0.9411764705882352,3.0,0.0,11.0
443,0.3255059218235894,0.0188855194117337,0.007807486631016,0.0182901412313177,0.0828673252883242,0.9677133474898676,0.9764587502485284,0.0981633191278418,1.0,0.7130806800031133,5.0,0.0245774248963231,10.0
444,0.2743837436717344,0.013793106333246,0.0033319621554915,0.0193102510649868,0.0828673252883242,0.9228948566226672,0.9701027717222048,0.0563828243129175,1.0,0.7173212565751217,3.0,0.0497457249868696,11.0
445,0.6666666666666666,0.0,0.0,0.0,0.0,0.9230769230769232,0.9906353844103096,0.0176710182399759,1.0,1.0,4.0,0.0,10.0
446,0.3314750019439536,0.0083583099481754,0.0005347593582887,0.0183600713012477,0.0828673252883242,0.9641555281750748,1.0,0.0118343195266272,1.0,0.9591966801756424,4.0,0.0185557907293749,10.0
447,0.5833333333333334,0.1153846153846154,0.0384615384615384,0.0961538461538461,0.1,0.9825328601330252,0.9894867096794394,0.0934053041142196,1.0,0.9833333333333332,5.0,0.1730769230769231,10.0
448,0.5,0.0,0.0,0.0,0.0,0.9598277484139696,0.9756293581856652,0.1127250422500269,1.0,0.0,4.0,0.0,10.0
449,0.3333333333333333,0.2,0.1333333333333333,0.2,0.0,0.9986240627848982,0.9918295407603188,0.0603273882330157,1.0,0.1333333333333333,3.0,0.1333333333333333,10.0
450,0.0742857142857143,0.0274913520758498,0.0030978377509712,0.0332493126376545,0.1422502119457835,1.0,0.9736156366344548,0.097120162400943,1.0,0.6491428571428571,2.0,0.0784830532771118,12.0
451,0.6499559566498819,0.0072749091772522,0.0005408050394543,0.0068813531322527,0.0,0.9809544582489496,0.9901048827527104,0.1196452364669672,1.0,0.9773913043478262,0.0,0.0072683624340211,13.0
452,0.354090561931919,0.0092257731155474,0.000606723691188,0.0288706748546373,0.067279010004577,0.9274191430775028,0.9756770596267638,0.1555218132048753,1.0,0.9477893208549876,4.0,0.0228597341937887,12.0
453,0.3751289671437075,0.0014671133321999,0.0003247314462433,0.0017919298828835,0.1922,0.9480307705952682,0.9423413956605524,0.0618782852071498,1.0,1.0,6.0,0.0059445365167611,9.0
454,0.3162100734988382,0.012296982430952,0.0009767587219056,0.0226806453749734,0.0869519264070072,0.9866833873683748,0.9865001825584102,0.0794991436265684,1.0,0.940237976429868,4.0,0.032768517440521,11.0
455,0.3793702696129457,0.0220897722467759,0.0004571377953171,0.019751234635629,0.0490336886993603,0.9713360508499864,0.9806292096508258,0.1176968691100759,1.0,0.9583982942430704,6.0,0.0973308995587668,9.0
456,0.4107996249246539,0.0089019271955217,0.0010712874390919,0.0768354279004829,0.1407028029486686,0.9187957216504442,0.9647376276473684,0.0672000536058152,0.9923364292273384,0.3636997794259696,2.0,0.0098356785006009,13.0
457,0.4620436715201483,0.0030353489540939,0.0004419399672034,0.1533249696800117,0.0069705811671134,0.915560191952196,0.9809371739164732,0.1760463485453054,1.0,0.9841061919752704,5.0,0.0086331799691158,10.0
