,Año,Semana,Ubigeo,casos,viento_prom,barrido_calle,separacion_basura,exposicion_basurales,exposicion_precipicios,exposicion_deslizamientos,agua_potable,sanitario_compartido,conserva_agua,purificacion_agua
8110,2024,7,150109,1.0,-2.7604872951641224,0.914111803020922,0.5111605820782855,0.0385346823568994,0.0161529140088222,0.0708537205878977,0.99796070655917,0.1044914359392692,0.9753002906736202,0.9924043526492232
8111,2024,7,150110,105.0,0.8296505810887639,0.8388792485454982,0.4594343017079998,0.0630782007884422,0.0055628086969649,0.0615020518337966,0.998605426223372,0.0873312991054983,0.9634616368298344,0.9856365181023726
8112,2024,7,150111,9.0,-0.7859114632250349,0.9949596774193548,0.3147089155641445,0.133933216887171,0.0,0.1205357142857142,1.0,0.0853377060445824,0.965486614284745,0.9827812306341598
8113,2024,7,150112,35.0,0.6501436872761196,0.5109535403831826,0.4910452975032957,0.0466554356320971,0.0027903961365057,0.1200911127120153,1.0,0.0781915027404269,0.9669587994373834,0.9840277604626052
8114,2024,7,150113,3.0,0.11162300583818661,0.9362764711633704,0.4023241708102285,0.0389713219856486,0.0066330246279445,0.0383633038167658,0.9996112145180036,0.0738437420806644,0.9499920379851148,0.9887682948657078
8115,2024,7,150114,2.0,-0.6064045694123906,1.0,0.0388122305674244,0.0,0.0,0.0,1.0,0.0811873448698197,0.9466740943289276,0.9891250814455502
8118,2024,7,150115,3.0,-0.42689767559974634,0.9510967365437883,0.377603137268953,0.0199090126689645,0.0037218796693142,0.0349653187721369,0.9997622090441028,0.0902635634252872,0.9608892056116828,0.9869068400838612
8119,2024,7,150101,4.0,0.11162300583818661,0.9805679199832426,0.5585458135755361,0.1302471928413885,0.0022450955029994,0.0050342945301971,1.0,0.0786471877374096,0.964037111213323,0.9832357907910588
8120,2024,7,150116,1.0,-0.0678838879744577,0.9959555217907256,0.4851660058672886,0.0081444817377154,0.0029111449586303,0.0050342945301971,1.0,0.0733991038231364,0.9559586692257448,0.9876744723073682
8121,2024,7,150117,10.0,1.0091574749014083,0.5188210227272727,0.513387728863283,0.1534090909090908,0.0,0.0,1.0,0.081688006293527,0.9668689141901856,0.985298901412313
8122,2024,7,150118,39.0,-0.6064045694123906,1.0,0.2127392911972326,0.01953125,0.0,0.0169391914908606,1.0,0.0943626954421612,0.964403468827496,0.9880834694498788
8123,2024,7,150119,4.0,-0.247390781787102,0.854890063999508,0.5127917010789732,0.0651903457878997,0.0214499835232095,0.0777587362298782,0.997246224786442,0.0926311795439714,0.9760587600006182,0.9908651450399776
8125,2024,7,70107,2.0,0.6501436872761196,0.8814328802339559,0.5021933914502014,0.0493867403403795,0.0082712653007847,0.0684222340205387,0.9978939640396304,0.0845366828583919,0.96262665868689,0.9800702776425562
8126,2024,7,150122,1.0,-0.0678838879744577,1.0,0.5972222222222221,0.0,0.0,0.0,1.0,0.0776096569997705,0.95711254138343,0.9903795068013366
8127,2024,7,150123,10.0,-0.247390781787102,1.0,0.60546875,0.1205357142857142,0.01953125,0.01953125,1.0,0.0857748008240875,0.9612044976901531,0.9904055346384972
8128,2024,7,150124,52.0,-0.247390781787102,0.8713328225445619,0.5027570535029348,0.0583591751064462,0.0155118180620582,0.0738044867921474,0.9987410805434608,0.0862835953650472,0.9725013273609142,0.9885031608528588
8130,2024,7,150125,27.0,0.8296505810887639,0.9652777777777778,0.7415674603174603,0.1378968253968253,0.1402116402116401,0.0,1.0,0.0850622011628829,0.9793623465026612,0.9851326125425676
8133,2024,7,150128,2.0,-0.0678838879744577,0.937579604802648,0.456041359315992,0.0426484864396418,0.0078076361540215,0.0399497843076415,0.9990040899337288,0.0864705956851032,0.9642457717261096,0.9846743418337324
8137,2024,7,150132,32.0,0.11162300583818661,0.9793509365244536,0.5942110916457877,0.0025596476884198,0.0302419354838709,0.0180069588969823,1.0,0.0804968004266992,0.967488596508963,0.9849474134828308
8138,2024,7,150133,24.0,-0.0678838879744577,0.8883928571428572,0.4441964285714286,0.0,0.0,0.0,1.0,0.0851055499150517,0.9655345185337952,0.9864197934938465
8140,2024,7,150135,21.0,1.0091574749014083,0.2370689655172413,0.3669181034482758,0.0,0.0,0.0,1.0,0.0839044921194977,0.9673973305822212,0.9856796549297588
8141,2024,7,150136,1.0,0.8296505810887639,1.0,0.5630681818181819,0.0,0.0,0.0,1.0,0.0871328924927093,0.958960866860458,0.9912789499596592
8142,2024,7,150137,1.0,-0.7859114632250349,0.99316204734143,0.5474374317666445,0.0086224295876938,0.003503201196589,0.0052702068617879,1.0,0.1161372485797333,0.965998535787824,0.9851406597336092
8145,2024,7,150140,4.0,-0.247390781787102,0.9448129389648784,0.4805096431788453,0.0355100859132207,0.0054914608756655,0.035064935064935,0.9988613721861502,0.0774296274251209,0.963591862819256,0.9879029168683549
8146,2024,7,150141,1.0,-0.247390781787102,0.9468548435846784,0.4197579167220947,0.0405228150308329,0.00787967813045,0.0406257975856588,0.9997690079965604,0.0737981140031863,0.9523335580827872,0.9894082918140512
8147,2024,7,70106,143.0,1.1886643687140526,1.0,0.6666666666666666,0.139072516025641,0.0567407852564102,0.156650641025641,1.0,0.0841139187989183,0.9783383139236244,0.9784040121695472
8148,2024,7,150142,41.0,0.11162300583818661,0.3850470074152542,0.71484375,0.2172780797101449,0.0937499999999999,0.0937499999999999,0.9503676470588236,0.1012819904792733,0.9748819382239502,0.9863017902216432
8149,2024,7,150143,37.0,0.11162300583818661,0.7830139684319253,0.5324159988431394,0.0658156348122619,0.04779048125151,0.1010945493900039,0.9990500610282732,0.0861731937831848,0.9750430568571468,0.9887352793918148
8150,2024,8,150102,6.0,-0.247390781787102,0.4274592509794255,0.6504461016340866,0.1035254624299011,0.0120435853766706,0.0465958284140102,0.99669812681453,0.0789687692789187,0.9772556411789132,0.9874735553005994
8151,2024,8,150103,35.0,0.2911298996508309,0.9782608695652172,0.5697143191398178,0.0941558441558441,0.1136363636363636,0.2039016618189228,1.0,0.1021201497636659,0.9783290585342416,0.9854066240167468
8153,2024,8,70102,2.0,2.624719519215207,1.0,0.2525794815871151,0.0,0.0,0.0,1.0,0.0854690839293675,0.9606683625725811,0.9814461383340652
8154,2024,8,150105,4.0,1.7271850501519854,0.9872493220355788,0.1720631604550207,0.0452378742860573,0.0147822145462528,0.0174084437953321,1.0,0.0922492046036242,0.9609793965438982,0.9843113290183017
8155,2024,8,70101,18.0,2.9837333068404956,0.9936708860759492,0.5109863864342011,0.1079721362229102,0.0098039215686274,0.0,0.97,0.1047968450975274,0.9786841046176444,0.9795654202354134
8156,2024,8,150106,41.0,-0.42689767559974634,0.8823179956244472,0.7378417875297881,0.0243431154063838,0.0215579764062202,0.0369801371133034,1.0,0.0767994109508653,0.9791961496470628,0.9886832348934984
8157,2024,8,70103,1.0,2.445212625402563,0.9606764031933804,0.3302261234112155,0.103249774841049,0.0016266295899949,0.0194805194805194,0.9987305731859012,0.092645382402561,0.953435184975828,0.9846253687348469
8158,2024,8,150107,15.0,-0.247390781787102,0.9063540103272604,0.4857027725519129,0.049339178482409,0.0198415293321356,0.0740433743294414,0.9992901104764697,0.0978967875888286,0.9722689555483576,0.9850192496479768
8159,2024,8,150108,18.0,2.086198837777274,0.775438144329897,0.578328947368421,0.0,0.0,0.0,1.0,0.0649977668016326,0.9655181037344044,0.988991682734702
8160,2024,8,150109,4.0,-2.7604872951641224,0.9270596856934582,0.5206892339252632,0.0460555659959887,0.0252218812100934,0.0848813665910568,0.9988051071398396,0.1015944379631023,0.9769819403678188,0.9927438671192538
8161,2024,8,150110,169.0,1.0091574749014083,0.6811040708226608,0.4431056315975722,0.1030905467037842,0.0025883423085421,0.0890143580759416,0.9991735859101464,0.0865160035705314,0.9675283861591408,0.984857008223032
8162,2024,8,150111,19.0,0.6501436872761196,0.9838709677419356,0.3849226995689013,0.1125315891184777,0.0,0.0714285714285714,1.0,0.090048821238367,0.9603746621762328,0.982478143863864
8163,2024,8,150112,74.0,1.3681712625266969,0.6399022562710875,0.4713449520105461,0.0492951247115079,0.0089292676368184,0.084291560678449,1.0,0.0788625765369816,0.9667889613372862,0.9849632849254908
8164,2024,8,150113,8.0,1.7271850501519854,0.948617837152965,0.4033815015149809,0.0458122977448727,0.0115212221901735,0.0368052824123292,0.9997907964591416,0.085353497915733,0.9555416450904914,0.9892332513553956
8165,2024,8,150114,5.0,0.8296505810887639,1.0,0.1312770592909095,0.0,0.0,0.0,1.0,0.0811873448698197,0.9476090691093536,0.9891250814455502
8168,2024,8,150115,7.0,1.1886643687140526,0.971020288322245,0.2916660566532068,0.0094458262500108,0.0022055583225565,0.020720188902007,0.9998590868409498,0.085066827635173,0.9629561924810656,0.9871399316474816
8169,2024,8,150101,26.0,1.7271850501519854,0.9378173439463764,0.5272277205452366,0.1022206577470799,0.0071843056095983,0.0161097424966308,1.0,0.08363760806946,0.969762714767714,0.9834856801956864
8170,2024,8,150116,2.0,1.7271850501519854,0.9863799251662748,0.4525312187753237,0.0266134281372849,0.0093156638676169,0.0161097424966308,1.0,0.0712205567394272,0.95538650993164,0.9880128089878176
8171,2024,8,150117,22.0,1.9066919439646297,0.4602272727272727,0.5684027286865545,0.0909090909090908,0.0,0.0,1.0,0.0878638565168299,0.967009742549085,0.9858868230759243
8172,2024,8,150118,42.0,-0.247390781787102,1.0,0.3173047765259536,0.0625,0.0,0.0555878439756284,1.0,0.0899164565622377,0.9679470966255832,0.9880538392878484
8173,2024,8,150119,4.0,-0.0678838879744577,0.8479328046093689,0.5258871388064669,0.0637709106461482,0.0313432084685829,0.0909657639959381,0.9983681332067804,0.0895416664257468,0.973489930843606,0.9919641464053288
8174,2024,8,150120,1.0,2.086198837777274,0.9484653987379704,0.3923020866064913,0.0454973187197155,0.0118132773292226,0.0367564311304692,0.9996467396058736,0.0823266706458798,0.9493165424706118,0.988963582543142
8175,2024,8,70107,6.0,1.3681712625266969,0.9297380031016036,0.5811317391412772,0.0292662164980027,0.0047080176859134,0.0942946878590131,0.9987831857350484,0.0785292811854593,0.9577631295207109,0.9788397351216512
8176,2024,8,150122,4.0,1.7271850501519854,1.0,0.4444444444444443,0.0,0.0,0.0,1.0,0.0734185201621941,0.9494761791171724,0.9911223125312488
8177,2024,8,150123,28.0,-0.0678838879744577,1.0,0.5625,0.0714285714285714,0.0625,0.0625,1.0,0.0903328378680598,0.9608982514847828,0.9901801006568804
8178,2024,8,150124,56.0,0.8296505810887639,0.8672549063514495,0.5044171487846414,0.0585626059763093,0.024300396693514,0.078695026310529,0.9992539736553842,0.0936043893309289,0.9766090925130494,0.9884734482684194
8179,2024,8,150121,2.0,2.086198837777274,0.9483836422995822,0.3993141769979708,0.0489749094389083,0.0122441697047215,0.0368052824123292,0.999580381877236,0.0930061868741203,0.9585149938153874,0.9884704243823113
8180,2024,8,150125,51.0,1.3681712625266969,0.8888888888888888,0.8015873015873016,0.1269841269841269,0.1331569664902998,0.0,1.0,0.0825310862243637,0.9739752984847998,0.9844092833771876
8182,2024,8,150127,1.0,-0.42689767559974634,0.8312761763698477,0.5219379947032191,0.0593495809311562,0.0296456982951426,0.0931074232819198,0.9988804029981244,0.0842790361152175,0.973117813695169,0.9908513993826584
8183,2024,8,150128,17.0,1.0091574749014083,0.9442825376130388,0.4451368777215502,0.0482819109820484,0.0121590133005486,0.0374938943566382,0.9994098310718392,0.0913667944272167,0.9655348963559832,0.9846730745473624
8184,2024,8,150129,2.0,-0.0678838879744577,0.8596380700171804,0.5166078393577992,0.0575846511338785,0.0280404148035059,0.0810292107499715,0.9992550102367806,0.092503678504186,0.9760334160612424,0.9886714403216332
8185,2024,8,150130,3.0,1.3681712625266969,0.952368852677094,0.424364069293854,0.0456801003331152,0.0114268810984241,0.0384997561541706,0.9999076266065008,0.0879006825181674,0.959197644095391,0.989983284887369
8186,2024,8,150131,2.0,1.7271850501519854,0.980712498932998,0.4573078157242783,0.0274957924432765,0.0089292676368184,0.0161097424966308,1.0,0.0746529339308059,0.9560380655598208,0.9892198729027062
8187,2024,8,150132,82.0,-0.0678838879744577,0.9314949705168228,0.5878650563733167,0.0095138992121302,0.0967741935483871,0.0614594172736732,1.0,0.0815526945641381,0.9729586960430344,0.9863216144624736
8188,2024,8,150133,27.0,1.7271850501519854,0.6428571428571428,0.3214285714285714,0.0,0.0,0.0,1.0,0.0784691750697813,0.964323148888691,0.986850532717334
8189,2024,8,150134,5.0,1.0091574749014083,0.9483570699129132,0.4085597026816477,0.045871008820622,0.0115212221901735,0.0386222197010369,0.9998989293257172,0.0893579069573736,0.961564332695253,0.9834155354103384
8190,2024,8,150135,57.0,2.445212625402563,0.303448275862069,0.3396551724137931,0.0,0.0,0.0,1.0,0.0831986882121065,0.9681686818368416,0.9864329434367628
8191,2024,8,150136,2.0,2.445212625402563,1.0,0.4818181818181818,0.0,0.0,0.0,1.0,0.085160597842699,0.961966282567732,0.9909955773928943
8192,2024,8,150137,1.0,0.6501436872761196,0.9778484088859029,0.4946569245104054,0.0278879557372273,0.0112102438290849,0.0168646619577214,1.0,0.1012511634014314,0.9698236001751048,0.9858633558440008
8194,2024,8,150139,1.0,0.6501436872761196,0.9238803937997488,0.4659076119435988,0.1722260038774051,0.0098774007853123,0.2340449319022565,1.0,0.0795558039925407,0.968320988836892,0.9802254844139217
8195,2024,8,150140,8.0,1.3681712625266969,0.9672965564236315,0.5042776479656792,0.0210430138745011,0.0032541990374314,0.0207792207792207,0.9993252575917928,0.0740350857372679,0.9662752043129968,0.9862319318908545
8196,2024,8,150141,1.0,1.5476781563393411,0.9551254509175632,0.4128260140710826,0.0486852012827012,0.0122042671228549,0.0384997561541706,0.9998631158498136,0.0774905092900266,0.9557740515303836,0.9892326464448756
8197,2024,8,70106,260.0,2.086198837777274,1.0,0.6666666666666666,0.1241987179487179,0.0440705128205128,0.1346153846153846,1.0,0.0850315033047113,0.9776181488747048,0.97748176667794
8198,2024,8,150142,52.0,1.7271850501519854,0.4342778954802259,0.576388888888889,0.2044082125603865,0.0555555555555555,0.0555555555555555,0.9705882352941176,0.0929519692557079,0.9670910015168344,0.9857962956647588
8199,2024,8,150143,91.0,1.1886643687140526,0.4640082775892891,0.5812062601840182,0.1186175298334797,0.1259830505915035,0.1957103502558047,0.9994370732019398,0.0837013350664103,0.97443656421321,0.9873807357704336
8200,2024,9,150102,3.0,-0.42689767559974634,0.1335810159310704,0.718889406760652,0.1187244119604677,0.0037636204302095,0.0145611963793781,0.9989681646295406,0.0736633207119651,0.975066840025111,0.9895337664469676
8201,2024,9,150103,94.0,-0.7859114632250349,0.9932065217391304,0.5709798261991708,0.1276379870129869,0.0355113636363636,0.1616903959093687,1.0,0.1044338120920354,0.9720077825526764,0.9848636376465788
8203,2024,9,70102,5.0,1.5476781563393411,1.0,0.2372310418589044,0.0,0.0,0.0,1.0,0.0764814666853713,0.9563675975261732,0.9807686429776682
8204,2024,9,150105,7.0,0.6501436872761196,0.9764179506331347,0.3074948660730179,0.0527192352157923,0.0174284798636773,0.0275910346189087,1.0,0.0831154987854918,0.959592366568918,0.9842927260022952
8205,2024,9,70101,13.0,1.5476781563393411,0.998022151898734,0.5228907929304991,0.1550648219814241,0.0165441176470588,0.0,0.949375,0.1038124387389331,0.9742193666941192,0.9789366121427252
8206,2024,9,150106,41.0,-0.42689767559974634,0.8014116176162547,0.6523969264989702,0.0439059891560793,0.0363790851854966,0.0648199685963333,1.0,0.0747185341320011,0.9774555543723652,0.9884581822856088
8208,2024,9,150107,35.0,-0.9654183570376793,0.8975335822985352,0.5119303088956108,0.0545036701415046,0.0262983787771017,0.0788290284930477,0.9997911082115144,0.0909460669910543,0.972153400945027,0.9850337042868514
8209,2024,9,150108,45.0,1.1886643687140526,0.7848518041237112,0.5868577302631578,0.0,0.0,0.0,1.0,0.0664256089055611,0.9656500098033828,0.988859938942518
8210,2024,9,150109,10.0,-3.119501082789411,0.9396679579232576,0.5324723346678251,0.0540328681651844,0.0342908484113645,0.0980702891709392,0.999629141730012,0.0959338136072735,0.977940595812586,0.9920385203541716
8211,2024,9,150110,249.0,0.6501436872761196,0.5233288930998234,0.4267769614871445,0.1431028926191261,0.0006760812990527,0.1165266643180866,0.9997417455969208,0.088487310017056,0.9684450284165704,0.9834526142965097
8212,2024,9,150111,47.0,-0.247390781787102,0.972782258064516,0.4712004794113275,0.0867074847628957,0.0,0.0223214285714285,1.0,0.1001175378025479,0.9685038706301274,0.9834852284076911
8213,2024,9,150112,164.0,-2.3117200606325117,0.7809782897712492,0.4516446065177966,0.0533353183089323,0.0150681391371311,0.0484920086448827,1.0,0.0852706165261661,0.962473080355236,0.9854694004823564
8214,2024,9,150113,4.0,0.8296505810887639,0.9609592031425598,0.4045763887091253,0.0534324176732536,0.0164094197524025,0.0346397507903031,0.9999385966164592,0.086239421136641,0.9543259675399096,0.990010128302955
8215,2024,9,150114,4.0,-0.42689767559974634,1.0,0.2414366917022732,0.0,0.0,0.0,1.0,0.0601803336191065,0.9468249647515352,0.9891250814455502
8216,2024,9,70104,1.0,1.7271850501519854,0.984375,0.2081870072152626,0.0703125,0.0,0.0,1.0,0.0888673705665283,0.9487328338149532,0.981606211510118
8218,2024,9,150115,19.0,0.2911298996508309,0.9909438401007016,0.2057289760374605,0.0025108006062315,0.0006892369757989,0.0064750590318772,0.9999559646377968,0.09174998672007,0.959363999466122,0.9877331726192666
8219,2024,9,150101,33.0,0.6501436872761196,0.8950667679095099,0.488469563130882,0.0734825100036481,0.0121235157161972,0.0271851904630645,1.0,0.0865001040846479,0.9764884528266295,0.9838656455919522
8220,2024,9,150116,9.0,0.6501436872761196,0.9751099671317076,0.4198964316833587,0.046460090978343,0.0157201827766036,0.0271851904630645,1.0,0.0757250259057778,0.9520079816446784,0.9889593247188918
8221,2024,9,150117,49.0,1.0091574749014083,0.4016335227272727,0.6091027278029124,0.0284090909090909,0.0,0.0,1.0,0.0876096446183479,0.961483926485072,0.985558090548604
8222,2024,9,150118,87.0,-0.6064045694123906,1.0,0.4298845402583644,0.10546875,0.0,0.0976925744725819,1.0,0.1013858255859227,0.9683329508273104,0.9874333308849464
8223,2024,9,150119,14.0,-1.1449252508503236,0.8409755452192298,0.5389825765339603,0.0615739966378768,0.0410181729306728,0.1030243571371249,0.9994900416271189,0.091725819955088,0.9759985628562924,0.9912587996402468
8224,2024,9,150120,4.0,1.0091574749014083,0.9613147919443256,0.398400138768409,0.0530780662699517,0.0165006869833553,0.0345847930982107,0.9998963582717294,0.0826117647083037,0.9460825830124564,0.9900914342652766
8225,2024,9,70107,6.0,0.47063679346347526,0.978043125969251,0.6713789460941968,0.0091456926556258,0.0014349793650917,0.1192550184103162,0.9996255968631208,0.0821626383274159,0.956939058136573,0.9789442049143984
8226,2024,9,150122,3.0,0.8296505810887639,1.0,0.2916666666666667,0.0,0.0,0.0,1.0,0.0675614899408803,0.9507478577658712,0.9914015282615212
8227,2024,9,150123,38.0,-1.5039390384756122,1.0,0.51953125,0.0223214285714285,0.10546875,0.10546875,1.0,0.0848116317671494,0.9665649270383307,0.9908665932803548
8228,2024,9,150124,71.0,-0.0678838879744577,0.8613754829783478,0.5062498007976756,0.0586922247788701,0.0330889753249698,0.0825496082650663,0.9997668667673076,0.089320507307259,0.976203795561892,0.9880825373683328
8229,2024,9,150121,9.0,1.0091574749014083,0.9612892430573292,0.4036034793535736,0.0546183970585169,0.016680525070358,0.0346397507903031,0.9998688693366362,0.0942569744983585,0.9549980937559815,0.9897850263179808
8230,2024,9,150125,63.0,0.6501436872761196,0.8125,0.8616071428571427,0.1160714285714285,0.123015873015873,0.0,1.0,0.0920903254203746,0.9730676392667926,0.9840667144377584
8232,2024,9,150127,3.0,-1.5039390384756122,0.8126458229795879,0.5325081980330675,0.0589289279438469,0.0396675727334402,0.1022579624206989,0.9996525189040768,0.089231207657388,0.9765302731099014,0.9902227929557648
8233,2024,9,150128,23.0,0.47063679346347526,0.9509854704234296,0.4373859874290687,0.0536120232643273,0.0161255408559389,0.0353553735759854,0.9998155722099498,0.0924575066272604,0.9629369853594654,0.9850502545583496
8235,2024,9,150130,7.0,0.2911298996508309,0.9587442987196564,0.419909899998994,0.0545021021108599,0.0158486433438829,0.035538802344916,0.9999741670498784,0.0890579395383568,0.9567365347960228,0.9899682600247326
8236,2024,9,150131,4.0,0.8296505810887639,0.9663628699506492,0.4279569390347198,0.0474527508225837,0.0150681391371311,0.0271851904630645,1.0,0.0781614948510009,0.9571638598901802,0.9897264550013956
8237,2024,9,150132,135.0,-0.0678838879744577,0.8775689386056191,0.5827477832367679,0.0197757172588077,0.1633064516129032,0.1145047476586889,1.0,0.0921326564014998,0.9780193523373162,0.9860573965383306
8238,2024,9,150133,69.0,0.47063679346347526,0.3973214285714286,0.1986607142857143,0.0,0.0,0.0,1.0,0.0798201234861092,0.9631093855957656,0.9865171269644776
8239,2024,9,150134,4.0,0.11162300583818661,0.9552196694440288,0.4096631448734774,0.054716874159305,0.0164094197524025,0.0356765738351406,0.9999709055695846,0.0887750821888133,0.9603486551446712,0.984163425747626
8240,2024,9,150135,113.0,1.3681712625266969,0.3698275862068966,0.3123922413793103,0.0,0.0,0.0,1.0,0.0812808872797925,0.9618510790001646,0.9860332417685718
8241,2024,9,150136,6.0,1.3681712625266969,1.0,0.4005681818181817,0.0,0.0,0.0,1.0,0.0844907519750822,0.955218177386713,0.9905935241574226
8242,2024,9,150137,7.0,-0.247390781787102,0.9618594139136912,0.4418764172541664,0.0478939345282783,0.0189172864615808,0.0284591170536549,1.0,0.0998577397318297,0.965328797253412,0.9858678058535422
8244,2024,9,150139,4.0,0.11162300583818661,0.8715481645370761,0.4966041533515178,0.0942028101145497,0.0169245854329925,0.1003079654422007,1.0,0.0835206242051609,0.9715077504717357,0.9790724239189612
8245,2024,9,150140,22.0,0.47063679346347526,0.9897801738823848,0.536578321359715,0.0065759418357816,0.0010169371991973,0.0064935064935064,0.9997891429974352,0.0700003514186852,0.961703077484189,0.986623082507171
8246,2024,9,150141,4.0,0.47063679346347526,0.9633960582504484,0.4083718004355543,0.0554404913035299,0.0161401631030444,0.035538802344916,0.9999572237030668,0.0845807158872355,0.9524243320705535,0.9893850500326408
8247,2024,9,70106,287.0,1.0091574749014083,1.0,0.6666666666666666,0.1093249198717948,0.0314002403846153,0.1125801282051282,1.0,0.0840169973972217,0.9746601433203964,0.9777671197811556
8248,2024,9,150142,69.0,0.6501436872761196,0.4747031691384181,0.4379340277777778,0.186556461352657,0.0173611111111111,0.0173611111111111,0.9908088235294118,0.097989110480391,0.9612554308880352,0.9846660892747132
8249,2024,9,150143,161.0,-0.247390781787102,0.1450025867466529,0.629996521524897,0.1683980330063827,0.2031841173260072,0.2903261511216056,0.9998240853756062,0.0813045862361177,0.9753641340593628,0.9867348768428372
8250,2024,10,150102,5.0,-0.0678838879744577,0.0,0.75,0.125,0.0,0.0,1.0,0.0721208210420519,0.9788952911750772,0.9894224664722844
8251,2024,10,150103,84.0,-0.42689767559974634,1.0,0.5714285714285714,0.1428571428571428,0.0,0.1428571428571428,1.0,0.1064258472733001,0.9744295251420808,0.985558132817044
8252,2024,10,150104,1.0,1.1886643687140526,0.9254042731462088,0.4067976467858566,0.0587377220405245,0.0205690192341208,0.0322194849932617,1.0,0.0808794300125455,0.9533745392867776,0.9885580157016156
8253,2024,10,70102,2.0,2.624719519215207,1.0,0.2307692307692308,0.0,0.0,0.0,1.0,0.0768410292585045,0.9563675975261732,0.980514154001075
8254,2024,10,150105,18.0,1.1886643687140526,0.9671554252199416,0.4050624375506473,0.0587377220405245,0.0186313277352339,0.0322194849932617,1.0,0.090392628496608,0.9554670340716512,0.9843906043782894
8255,2024,10,70101,35.0,2.624719519215207,1.0,0.5283018867924528,0.1764705882352941,0.0196078431372549,0.0,0.94,0.1038124387389331,0.973900889399373,0.9789366121427252
8256,2024,10,150106,117.0,-0.9654183570376793,0.7646359912488945,0.606361604416868,0.0587377220405245,0.0431159528124405,0.0825504510004157,1.0,0.0739680243673449,0.9774695057096936,0.9890847095556538
8258,2024,10,150107,38.0,-1.1449252508503236,0.8886552157519901,0.5325391105486665,0.0587377220405245,0.0292333103429953,0.0808877031559885,1.0,0.0884096993647159,0.9718703653712508,0.985493717178311
8259,2024,10,150108,56.0,1.1886643687140526,0.8,0.6,0.0,0.0,0.0,1.0,0.0682899172642753,0.9646190565790814,0.9896170399373369
8260,2024,10,150109,12.0,-2.7604872951641224,0.9453372434017596,0.5431569869403702,0.0587377220405245,0.0384131062301242,0.1039127588121082,1.0,0.1038572616356947,0.979710821193018,0.99152799654256
8261,2024,10,150110,429.0,1.1886643687140526,0.4516129032258064,0.4193548387096774,0.1612903225806452,0.0,0.1290322580645161,1.0,0.0796629964624647,0.9639553595428438,0.9834186448392424
8262,2024,10,150111,43.0,0.11162300583818661,0.967741935483871,0.5483870967741935,0.064516129032258,0.0,0.0,1.0,0.1047155818453633,0.97260104101972,0.9846914868604364
8263,2024,10,150112,201.0,1.1886643687140526,0.8737683284457479,0.4426899040210922,0.0587377220405245,0.0178585352736369,0.0322194849932617,1.0,0.0892812717554329,0.9631380186528972,0.9843783729575258
8264,2024,10,150113,18.0,1.3681712625266969,0.966568914956012,0.4067976467858566,0.0587377220405245,0.0186313277352339,0.0322194849932617,1.0,0.0847510887144695,0.951798236471146,0.9903071201759546
8265,2024,10,150114,12.0,0.2911298996508309,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0601803336191065,0.94882300850391,0.9891250814455502
8266,2024,10,70104,2.0,2.624719519215207,1.0,0.2142857142857143,0.0833333333333333,0.0,0.0,1.0,0.088858269132019,0.9531567065641408,0.9816039991845764
8268,2024,10,150115,18.0,0.6501436872761196,1.0,0.1666666666666667,0.0,0.0,0.0,1.0,0.0932836590914755,0.9590604659503322,0.9883255089475088
8269,2024,10,150101,43.0,1.1886643687140526,0.8756346878927525,0.4532666121256821,0.0587377220405245,0.0143686112191967,0.0322194849932617,1.0,0.0896680062480585,0.9682353253374172,0.983764356754506
8270,2024,10,150116,8.0,1.1886643687140526,0.9659824046920824,0.4050624375506473,0.0587377220405245,0.0186313277352339,0.0322194849932617,1.0,0.0805236718528404,0.9510319390952732,0.9893175420172184
8271,2024,10,150117,78.0,1.7271850501519854,0.375,0.625,0.0,0.0,0.0,1.0,0.090617191440007,0.9637902302625714,0.987925207392746
8272,2024,10,150118,125.0,-0.9654183570376793,1.0,0.5,0.125,0.0,0.125,1.0,0.1027077614956552,0.976292835418738,0.9878072246785784
8273,2024,10,150119,42.0,-0.0678838879744577,0.8378131545873483,0.5449350482282757,0.0587377220405245,0.0453762003255712,0.1082967295422328,1.0,0.090088547409145,0.9762829070683514,0.9910914401157777
8274,2024,10,150120,9.0,1.7271850501519854,0.9671554252199416,0.407544922346182,0.0587377220405245,0.0186313277352339,0.0322194849932617,1.0,0.0810026067360037,0.9462037361534972,0.989900777771551
8275,2024,10,70107,13.0,1.3681712625266969,1.0,0.7391304347826086,0.0,0.0,0.1304347826086956,1.0,0.0836437943733856,0.9581011781147823,0.9789442049143984
8276,2024,10,150122,7.0,1.1886643687140526,1.0,0.2222222222222222,0.0,0.0,0.0,1.0,0.0894167003571487,0.951504114762957,0.9905780541679452
8277,2024,10,150123,36.0,-0.0678838879744577,1.0,0.5,0.0,0.125,0.125,1.0,0.0784061318704134,0.9656857458662496,0.9890530782903166
8278,2024,10,150124,75.0,0.11162300583818661,0.854444909928781,0.5093096427411046,0.0587377220405245,0.0370837837938133,0.0841133350509752,1.0,0.0882728933066437,0.9764218036707056,0.9889873144541124
8279,2024,10,150121,7.0,1.7271850501519854,0.9671554252199416,0.4092801315813912,0.0587377220405245,0.0186313277352339,0.0322194849932617,1.0,0.0914115992070062,0.9551192468970224,0.9898951848651744
